score_qstamp,qstamp,measure,beat,246971_tstamp,831987_tstamp,728901_tstamp,728902_tstamp,728914_tstamp,728915_tstamp,728892_tstamp,728896_tstamp,728897_tstamp,729160_tstamp,728921_tstamp,728922_tstamp,736746_tstamp,736747_tstamp,728930_tstamp,728938_tstamp,728939_tstamp,728934_tstamp,728926_tstamp,728906_tstamp,728910_tstamp,728943_tstamp,728957_tstamp,728951_tstamp
29.3333,29.3333,16,1.8333,55.9399,55.9399,65.0598,10.0745,59.0999,26.5413,68.4399,53.5199,24.4199,54.3598,66.2399,27.5435,71.4999,29.0399,59.3599,60.1199,19.0199,61.9199,69.6199,57.1399,69.2597,64.9999,67.3798,68.2599
29.4167,29.4167,16,1.9167,56.225,56.225,65.225,10.076,59.305,26.5419,68.565,53.655,24.545,54.565,66.445,27.544,71.715,29.21,59.485,60.245,19.145,62.125,69.745,57.29,69.505,65.135,68.175,68.385
29.5,29.5,16,2.0,56.41,56.41,65.42,10.0775,59.43,26.5425,68.69,53.83,24.67,54.74,66.57,27.5445,71.99,29.49,59.61,60.41,19.27,62.27,69.9,57.49,69.63,65.3,68.33,68.51
30.0,30.0,16,2.5,57.38,57.38,66.18,10.0882,60.44,26.546,69.48,54.86,26.32,55.72,67.54,27.5476,73.14,30.4,60.6,61.42,19.72,63.14,70.78,58.42,70.88,66.46,69.16,69.68
30.25,30.25,16,2.75,57.755,57.755,66.795,10.0939,60.855,26.5477,70.035,55.235,26.695,56.2,68.095,27.5492,73.615,30.775,61.015,62.035,19.8095,63.895,71.515,58.935,71.435,66.935,69.535,70.395
30.3333,30.3333,16,2.8333,57.9199,57.9199,67.159,10.0958,61.1797,26.5483,70.1599,55.3999,26.8199,56.3399,68.3199,27.5497,73.8799,30.9999,61.1399,62.1599,19.8135,64.0199,71.6399,59.0599,71.6999,67.0599,69.6599,70.5399
30.4167,30.4167,16,2.9167,58.085,58.085,67.285,10.0977,61.305,26.5489,70.285,55.525,26.945,56.465,68.485,27.5502,74.065,31.205,61.265,62.285,19.8176,64.145,71.765,59.195,71.825,67.185,69.785,70.665
30.5,30.5,17,1.0,58.25,58.25,67.5,10.0995,61.43,26.5494,70.49,55.65,27.07,56.65,68.64,27.5507,74.34,31.33,61.42,62.42,19.87,64.27,71.89,59.4,71.96,67.42,69.98,70.79
31.0,31.0,17,1.5,59.16,59.16,68.44,10.17,62.44,26.5529,71.38,56.62,27.82,57.7,69.76,27.5538,75.56,31.56,62.44,63.52,20.0,65.34,73.0,60.42,73.2,68.46,71.04,71.94
31.375,31.375,17,1.875,59.99,59.99,69.3125,10.1947,63.2225,26.5555,72.5225,57.4675,28.3825,58.4025,70.7225,27.5561,76.6025,31.9825,63.1625,64.3575,20.2225,66.185,74.0025,61.1425,74.3025,69.4425,72.2225,72.88
31.5,31.5,17,2.0,60.23,60.23,69.57,10.1997,63.41,26.5564,72.71,57.7,28.57,58.61,70.93,27.5568,76.79,32.17,63.39,64.65,20.41,66.39,74.19,61.33,74.5,69.63,72.46,73.19
32.0,32.0,17,2.5,61.28,61.28,70.78,10.2009,64.4,26.5599,74.02,59.0,29.32,59.76,72.38,27.5599,78.52,32.3825,64.84,66.0,20.503,67.84,75.84,62.38,75.92,70.9,73.7,74.7
32.5,32.5,18,1.0,62.37,62.37,72.01,10.2019,65.23,26.5618,75.12,59.77,30.09,60.65,73.17,27.5625,79.63,32.386,65.67,66.93,20.5064,68.86,76.63,63.45,77.6,72.29,75.03,75.71
33.5,33.5,18,2.0,64.31,64.31,74.43,10.2038,67.04,26.5654,77.19,61.68,31.59,62.55,75.38,27.5677,81.9,32.3929,67.71,69.03,20.5132,70.91,78.66,65.25,79.74,74.01,77.31,77.93
34.0,34.0,18,2.5,65.38,65.38,75.74,10.2047,68.16,26.5672,78.54,62.58,32.38,63.5,76.4,27.5703,83.18,32.3964,68.78,69.92,20.5166,71.94,79.98,66.28,81.02,75.26,78.56,78.94
34.5,34.5,19,1.0,66.42,66.42,77.19,10.2057,69.21,26.569,79.75,63.77,32.9816,64.45,77.67,27.573,84.59,32.3999,69.75,71.0,20.52,73.03,81.07,67.41,82.17,76.43,79.69,80.15
35.5,35.5,19,2.0,68.33,68.33,79.41,10.2076,70.79,26.5727,82.37,65.33,32.9979,65.97,80.15,27.5782,86.45,32.4122,71.71,73.01,20.5346,75.13,83.25,69.35,84.63,78.21,82.13,82.15
35.75,35.75,19,2.25,68.795,68.795,79.865,10.2081,71.165,26.5736,82.745,65.665,33.185,66.325,80.525,27.5795,86.825,32.4154,72.085,73.385,20.5383,75.505,83.745,69.765,85.005,78.845,82.525,82.555
35.875,35.875,19,2.375,69.0125,69.0125,80.0525,10.2083,71.3525,26.574,83.15,65.8525,33.3725,66.5125,80.7125,27.6004,87.0125,32.4169,72.2725,73.5725,20.5442,75.6925,83.9325,70.025,85.205,79.0325,82.725,82.87
36.0,36.0,19,2.5,69.24,69.24,80.3,10.2086,71.58,26.5745,83.38,66.12,35.3,66.78,81.0,27.6071,87.28,32.4185,72.52,73.82,20.7,75.98,84.16,70.22,85.46,79.3,83.02,83.22
36.125,36.125,19,2.625,69.4425,69.4425,80.6275,10.2088,71.7875,26.5749,83.7775,66.3275,35.4875,67.0075,81.235,27.6138,87.5875,32.4275,72.8075,74.1025,20.8875,76.255,84.4225,70.51,85.8425,79.535,83.315,83.415
36.25,36.25,19,2.75,69.675,69.675,80.95,10.209,72.03,26.5754,84.015,66.575,35.675,67.195,81.47,27.635,87.795,32.4691,73.075,74.355,21.0608,76.475,84.71,70.735,86.075,79.735,83.58,83.695
36.375,36.375,19,2.875,69.9425,69.9425,81.1425,10.2093,72.225,26.5758,84.305,66.775,38.7025,67.425,81.7775,27.6552,88.0275,32.4825,73.2625,74.5475,21.0707,76.7075,84.9025,70.925,86.3225,79.9425,83.905,83.89
36.5,36.5,20,1.0,70.39,70.39,81.59,10.2095,72.59,26.5763,84.96,67.18,38.89,67.89,82.38,27.79,88.48,32.59,73.7,74.99,21.09,77.13,85.32,71.27,86.83,80.35,84.51,84.28
37.5,37.5,20,2.0,72.24,72.24,83.75,10.2114,74.27,26.5799,86.91,68.81,39.81,69.65,84.28,27.8201,90.45,33.65,75.59,76.91,21.1603,79.11,87.28,73.22,88.93,82.37,86.55,86.21
38.0,38.0,20,2.5,73.2,73.2,84.94,10.2124,75.28,26.6,88.06,69.72,40.56,70.44,85.38,27.83,91.56,34.4,76.52,77.76,21.36,80.12,88.34,74.16,90.08,83.3,87.68,87.38
38.5,38.5,21,1.0,74.44,74.44,86.29,10.2133,76.17,26.85,89.36,70.75,41.31,71.51,86.49,27.8399,92.8,35.09,77.55,78.98,21.43,81.27,89.52,75.17,91.32,84.3,88.94,88.46
39.375,39.375,21,1.875,76.51,76.51,88.5125,10.215,78.06,26.9028,91.7125,72.6125,42.67,73.3025,88.87,27.8458,94.8025,35.9668,79.88,80.9125,21.6045,83.5425,91.5025,77.3525,93.57,86.4625,91.0475,90.66
39.5,39.5,21,2.0,77.53,77.53,88.77,10.2152,78.79,26.9038,92.99,72.91,42.91,74.05,90.25,27.8467,94.99,35.9793,80.43,81.59,21.6214,84.43,91.71,77.77,94.65,87.49,91.69,91.39
41.5,41.5,22,2.0,80.69,80.69,92.83,10.219,81.61,26.9201,95.73,76.29,45.95,76.73,92.99,27.8603,98.96,38.95,83.47,85.01,21.89,87.55,96.29,80.81,97.61,90.69,94.79,94.69
42.0,42.0,22,2.5,81.46,81.46,93.82,10.22,82.38,26.9248,96.86,77.24,46.84,77.66,94.02,27.8805,100.1,39.7,84.36,85.76,22.0001,88.3,97.4,81.64,98.74,91.98,95.96,95.44
42.5,42.5,23,1.0,82.43,82.43,94.9,10.2439,83.44,26.9296,98.02,78.15,47.65,78.79,95.34,27.91,101.35,40.45,85.45,86.9,22.005,89.33,98.6,82.61,99.89,93.01,97.17,96.65
43.0,43.0,23,1.5,83.56,83.56,95.74,10.2479,84.44,26.9343,99.8,78.94,48.6,79.66,96.46,27.9254,102.36,40.6242,86.78,87.8,22.0099,90.14,99.72,83.48,100.88,94.16,98.7,97.64
43.5,43.5,23,2.0,84.35,84.35,96.57,10.252,85.24,26.9391,100.63,79.93,49.35,80.53,97.39,27.9309,103.45,40.6303,87.57,88.65,22.0147,91.07,100.61,84.63,101.69,95.11,99.45,98.71
44.0,44.0,23,2.5,85.28,85.28,97.36,10.2561,86.82,27.54,102.32,80.98,50.1,81.38,99.12,27.9364,104.9,40.6364,88.78,90.0,22.0196,91.9,102.08,85.86,104.1,96.54,101.06,100.08
44.25,44.25,23,2.75,85.975,85.975,99.115,10.2581,87.215,27.915,102.715,81.435,50.475,81.915,99.495,27.9391,105.275,40.6395,89.175,90.375,22.335,92.835,102.715,86.275,104.515,96.915,101.475,100.615
44.5,44.5,24,1.0,86.67,86.67,99.49,10.29,87.6,28.29,103.15,81.83,50.85,82.34,99.89,28.19,105.69,40.95,89.57,90.88,22.71,93.25,103.09,86.65,104.99,97.29,101.87,101.08
45.5,45.5,24,2.0,88.53,88.53,101.71,10.4268,89.39,29.024,105.13,83.33,51.0621,84.01,101.77,29.69,107.95,40.9827,91.77,92.69,23.37,95.35,105.51,88.39,106.77,99.25,103.67,102.95
46.0,46.0,24,2.5,89.52,89.52,102.46,10.4335,90.24,29.028,106.1,84.32,51.0633,84.9,102.64,29.9,108.82,40.9842,92.56,93.46,23.48,96.32,106.28,89.38,107.94,100.12,104.54,103.88
46.5,46.5,25,1.0,90.44,90.44,103.55,10.45,91.29,29.032,107.36,85.15,51.0644,85.78,103.77,29.9802,110.25,40.9856,93.55,94.45,23.5039,97.57,107.63,90.24,109.13,101.23,105.71,105.47
47.5,47.5,25,2.0,92.46,92.46,105.46,10.4897,93.01,29.0399,109.35,86.71,51.0668,87.47,105.73,30.09,112.23,40.9885,95.13,96.33,23.512,99.27,109.59,92.19,111.05,103.11,107.67,107.19
48.0,48.0,25,2.5,93.42,93.42,106.66,10.4953,93.88,29.0497,110.54,87.68,51.068,88.52,106.76,30.1831,113.1,40.9899,96.02,97.32,23.516,100.4,110.78,92.98,112.2,104.02,108.68,108.18
48.5,48.5,26,1.0,94.31,94.31,107.83,10.63,94.79,29.0596,111.69,88.47,51.0692,89.35,107.87,30.1873,114.19,40.9914,96.91,98.21,23.52,101.18,111.78,93.73,113.29,104.91,109.7,109.19
49.0,49.0,26,1.5,95.72,95.72,108.8,10.8235,95.84,29.1251,112.56,89.58,51.0704,90.5,108.88,30.1916,115.82,40.9928,97.78,99.38,23.5238,102.36,112.96,95.2,115.14,106.32,110.8,110.86
49.5,49.5,26,2.0,96.47,96.47,110.07,10.8291,96.67,29.1328,113.33,90.43,51.0716,91.37,109.87,30.1959,116.57,40.9942,98.61,100.15,23.5275,103.19,113.99,95.95,115.89,107.13,111.57,111.61
50.0,50.0,26,2.5,97.62,97.62,110.98,10.8347,97.72,29.17,114.96,91.4,51.0728,92.14,111.18,30.2001,117.36,40.9957,99.76,101.0,23.5312,104.56,115.32,96.7,116.64,107.94,112.78,112.38
50.5,50.5,27,1.0,98.69,98.69,111.93,10.89,98.53,29.5001,116.13,92.19,51.074,92.93,112.33,30.2043,118.39,40.9971,100.63,102.11,23.535,105.57,116.15,97.45,117.53,109.01,113.61,113.27
51.0,51.0,27,1.5,99.44,99.44,113.1,10.9499,99.48,29.5068,117.26,93.14,51.0752,93.94,113.36,30.2084,119.3,40.9986,101.58,103.08,23.5387,106.32,117.2,98.36,118.68,110.16,114.64,114.52
51.5,51.5,27,2.0,100.19,100.19,113.91,10.99,100.31,29.5135,118.05,93.89,51.0764,94.69,114.23,30.2126,120.05,41.01,102.35,103.83,24.03,107.07,117.99,99.11,119.43,110.91,115.49,115.27
52.0,52.0,27,2.5,101.46,101.46,115.1,11.08,101.34,29.54,119.58,94.86,51.0776,95.6,115.54,30.2168,121.28,41.041,103.32,104.92,24.74,108.54,119.52,100.08,120.64,111.72,116.64,116.24
52.5,52.5,28,1.0,102.71,102.71,116.41,11.085,102.47,29.55,120.8,95.93,51.0788,96.54,116.93,30.39,122.23,41.042,104.33,105.93,25.2193,109.73,120.85,100.87,121.96,112.95,117.94,117.47
53.0,53.0,28,1.5,103.56,103.56,117.34,11.09,103.3,29.56,121.94,96.7,51.08,97.4,118.02,30.88,123.3,41.043,105.28,106.96,25.72,110.6,121.82,102.0,123.18,113.76,118.92,118.4
53.5,53.5,28,2.0,104.47,104.47,118.28,11.095,104.24,30.15,122.97,97.46,51.19,98.44,118.85,31.69,124.09,41.044,106.34,108.01,26.285,111.74,122.99,102.87,124.16,114.79,119.77,119.31
54.0,54.0,28,2.5,105.4,105.4,119.34,11.1,105.2,30.48,124.2,98.42,51.24,99.4,120.0,32.02,125.16,41.045,107.26,109.1,26.72,112.9,123.98,103.9,125.56,116.04,120.86,120.56
54.5,54.5,29,1.0,106.66,106.66,120.61,11.1392,106.26,31.15,125.41,99.43,51.57,100.23,121.09,32.77,126.29,41.046,108.32,110.11,27.23,113.81,125.13,104.79,126.39,116.79,121.89,121.49
55.0,55.0,29,1.5,107.46,107.46,121.5,11.2005,107.12,31.9,126.46,100.0,51.9,101.02,122.08,33.66,126.96,41.047,109.24,110.92,27.74,114.78,125.88,105.54,127.38,117.54,122.74,122.12
55.5,55.5,29,2.0,108.37,108.37,122.55,11.23,108.09,32.65,127.58,100.85,52.11,101.84,123.16,34.41,128.0,41.048,110.08,111.8,28.43,115.95,127.32,106.45,128.6,118.56,123.72,123.04
56.0,56.0,29,2.5,109.42,109.42,123.86,11.42,109.04,33.4,128.94,101.8,52.84,102.82,124.34,35.16,128.86,41.049,111.02,112.86,29.24,117.06,128.38,107.5,129.9,119.72,124.92,124.14
56.5,56.5,30,1.0,110.61,110.61,125.17,12.15,110.14,33.7201,130.14,102.98,52.8992,103.86,125.69,35.91,129.97,41.05,112.56,113.8,29.79,118.3,129.55,108.34,130.88,121.17,125.96,124.99
57.5,57.5,30,2.0,112.38,112.38,127.68,12.33,112.11,33.7306,132.36,104.66,53.43,105.59,127.82,35.9899,131.79,41.052,114.11,115.62,31.13,119.98,131.89,110.36,133.05,122.89,128.06,127.19
58.5,58.5,31,1.0,114.6,114.6,130.02,12.51,114.1,33.91,134.35,106.64,53.63,107.31,129.81,36.05,133.85,41.054,116.0,117.62,32.19,122.03,134.42,112.65,135.61,125.23,129.77,129.16
59.5,59.5,31,2.0,116.57,116.57,132.83,12.5609,115.88,34.185,136.96,108.42,55.13,109.24,132.01,36.3202,136.29,41.056,118.65,119.39,33.19,123.7,136.31,114.67,137.46,127.33,131.69,131.44
60.0,60.0,31,2.5,117.9,117.9,134.18,12.6991,117.32,34.2304,139.08,110.14,55.92,110.88,133.1,36.3325,137.76,41.057,120.18,120.54,33.4681,124.64,137.78,117.0,140.24,129.12,134.74,134.3
60.375,60.375,31,2.875,118.665,118.665,135.2025,12.758,118.0575,34.2388,139.6425,110.7025,56.4825,111.5225,134.3425,36.4245,138.6025,41.0578,120.8225,121.7425,33.4777,126.8625,139.0625,117.5625,140.825,129.6825,135.3025,134.8625
60.5,60.5,32,1.0,118.87,118.87,135.41,12.91,118.35,34.35,139.83,110.89,56.67,111.71,134.53,36.55,138.79,41.058,121.01,121.93,33.53,127.05,139.25,117.75,141.07,129.87,135.53,135.07
61.5,61.5,32,2.0,120.85,120.85,137.93,13.0601,120.27,34.9287,141.97,112.51,58.17,113.43,136.69,37.51,141.13,41.07,122.71,123.77,34.09,129.05,140.85,119.25,142.87,131.79,137.13,136.81
61.875,61.875,32,2.375,121.4325,121.4325,138.4925,13.0676,120.7325,34.9339,142.6575,113.0725,58.4209,114.0325,137.2725,37.5278,141.6925,41.0825,123.6725,124.3325,34.1229,129.6125,141.83,119.7525,143.4325,132.4125,137.6925,137.4125
62.0,62.0,32,2.5,121.62,121.62,138.68,13.0701,120.92,34.9357,142.86,113.26,58.4214,114.22,137.46,37.5304,141.88,41.0833,123.86,124.52,34.1239,129.8,142.36,119.94,143.62,132.6,137.88,137.6
62.25,62.25,32,2.75,122.235,122.235,139.07,13.0751,121.375,34.9392,143.53,113.635,58.4224,114.595,138.155,37.5357,142.415,41.085,124.635,125.095,34.1259,130.415,143.01,120.375,144.25,133.095,138.495,137.995
62.375,62.375,32,2.875,122.4825,122.4825,139.46,13.0776,121.6125,35.0425,143.7575,113.83,58.4229,114.7875,138.3525,37.5383,142.735,41.0858,124.83,125.2875,34.1269,130.6175,143.22,120.63,144.4475,133.4425,138.6875,138.4675
62.5,62.5,33,1.0,122.73,122.73,139.77,13.0801,121.91,35.21,144.12,114.09,58.4235,115.1,138.66,37.61,143.16,41.0867,125.08,125.56,34.1279,131.04,143.7,120.95,144.82,133.7,139.04,138.69
63.5,63.5,33,2.0,124.47,124.47,141.73,13.0901,123.61,35.2389,146.39,115.75,58.4276,116.75,141.07,38.3311,144.97,41.0934,126.99,127.17,34.1361,132.79,145.65,122.45,147.09,135.79,140.89,140.55
64.25,64.25,33,2.75,126.145,126.145,143.555,13.0976,125.115,36.1219,147.625,116.875,58.4307,118.155,142.335,38.775,146.615,41.0985,128.115,128.665,34.3617,134.375,147.475,123.515,148.635,137.315,142.755,142.355
64.375,64.375,33,2.875,126.37,126.37,143.7425,13.0988,125.3025,36.1825,147.855,117.17,58.4313,118.3425,142.53,38.8825,146.8025,41.0993,128.3725,128.8875,34.3635,134.5625,147.675,123.7025,148.935,137.5025,142.945,142.5425
64.5,64.5,34,1.0,126.67,126.67,143.97,13.11,125.5,36.37,148.52,117.48,58.4318,118.75,142.81,38.95,147.35,41.13,129.36,129.22,34.3653,134.98,148.02,124.29,149.4,137.83,143.26,142.75
65.25,65.25,34,1.75,127.955,127.955,145.395,13.13,126.775,36.9667,150.01,118.815,58.4349,120.21,144.495,38.9834,148.71,42.255,130.615,130.555,34.3761,136.555,149.625,126.015,150.995,139.39,144.735,144.55
65.3333,65.3333,34,1.8333,128.0799,128.0799,145.5199,13.1311,126.8999,36.9682,150.1399,118.9399,58.4352,120.3599,144.6399,38.9845,148.9199,42.3799,130.7399,130.6799,34.3773,136.6799,149.8399,126.1399,151.1199,139.5599,144.8599,144.6799
65.4167,65.4167,34,1.9167,128.2051,128.2051,145.6502,13.1322,127.0251,36.9698,150.2651,119.0651,58.4356,120.4851,144.7702,38.9857,149.0851,42.5051,130.8651,130.8051,34.3785,136.8251,149.9651,126.2651,151.2651,139.7051,144.9851,144.8051
65.5,65.5,34,2.0,128.33,128.33,145.9,13.1333,127.15,36.9714,150.39,119.19,58.4359,120.61,144.91,38.9868,149.21,42.63,130.99,130.94,34.3797,136.97,150.09,126.39,151.4,139.83,145.19,144.93
65.625,65.625,34,2.125,128.615,128.615,146.1175,13.135,127.3375,36.9737,150.7175,119.3975,58.4364,120.7975,145.175,38.9885,149.4175,42.8175,131.1775,131.1975,34.4775,137.1775,150.375,126.5975,151.75,140.1775,145.4525,145.2175
66.0,66.0,34,2.5,129.34,129.34,146.8,13.14,127.94,37.04,151.32,120.04,58.438,121.44,145.92,38.9936,150.22,43.38,131.94,131.82,34.4885,137.9,151.14,127.26,152.52,140.74,146.3,145.98
66.125,66.125,34,2.625,129.6225,129.6225,147.09,13.2219,128.2575,37.1227,151.57,120.335,58.4385,121.7175,146.2675,38.9953,150.5225,43.4093,132.185,132.0825,34.4913,138.1875,151.4325,127.55,152.86,141.06,146.6475,146.215
66.25,66.25,34,2.75,129.835,129.835,147.315,13.355,128.615,37.1402,151.915,120.535,58.439,122.015,146.575,38.997,150.835,43.4197,132.495,132.415,34.4942,138.495,151.715,127.775,153.315,141.385,147.055,146.795
66.3333,66.3333,34,2.8333,130.0199,130.0199,147.5199,13.4799,128.7399,37.1421,152.0799,120.6599,58.4394,122.1399,146.6999,38.9982,150.9999,43.5399,132.6199,132.5799,34.4961,138.6199,151.8599,127.9399,153.4799,141.5599,147.1799,146.9199
66.4167,66.4167,34,2.9167,130.1451,130.1451,147.7251,13.5851,128.8651,37.144,152.2251,120.7851,58.4397,122.2651,146.8651,38.9993,151.1251,43.6651,132.7451,132.7051,34.498,138.7451,152.0851,128.0651,153.6651,141.6851,147.3051,147.0451
66.5,66.5,35,1.0,130.29,130.29,147.85,13.71,128.99,37.1458,152.37,120.91,58.47,122.4,147.1,39.05,151.33,43.79,132.89,132.83,34.4998,138.87,152.23,128.19,153.8,141.81,147.49,147.17
67.0,67.0,35,1.5,131.4,131.4,148.86,13.8687,129.92,37.157,153.46,121.86,58.72,123.4,148.32,39.14,152.56,43.96,134.0,133.84,34.8046,139.94,153.26,129.3,154.9,142.74,148.62,148.24
68.0,68.0,35,2.5,133.52,133.52,151.04,13.886,132.08,37.1694,156.16,123.88,60.2,125.42,150.98,39.9003,154.94,45.42,136.34,135.88,34.84,142.46,155.86,131.38,157.4,145.02,150.8,150.66
68.5,68.5,36,1.0,134.41,134.41,151.81,13.8921,132.87,37.1747,156.91,124.71,60.2301,126.27,151.77,39.9103,155.69,45.8616,137.13,136.64,35.1596,143.21,156.63,132.13,158.21,146.03,151.57,151.45
69.0,69.0,36,1.5,135.68,135.7,153.04,13.8983,133.7,37.2,157.94,125.64,60.28,127.4,152.84,39.94,157.44,45.8653,138.32,137.7,35.5401,144.16,158.26,132.9,159.2,147.0,152.94,152.9
70.0,70.0,36,2.5,137.98,137.98,155.3,13.9514,135.62,37.3528,159.88,127.68,60.4141,129.28,155.28,39.9952,160.28,45.8729,140.76,139.9,35.548,146.6,160.68,135.34,161.72,149.2,155.5,155.24
70.375,70.375,36,2.875,138.5425,138.5425,156.005,13.9564,136.4825,37.3581,160.6225,128.3825,60.4198,129.9025,156.1825,40.1025,161.1225,45.8757,141.3225,140.5425,35.551,147.2225,161.5825,135.9625,162.6625,149.8025,156.2025,156.1425
70.5,70.5,37,1.0,138.73,138.73,156.21,13.9581,136.69,37.3599,160.82,128.58,60.59,130.12,156.37,40.29,161.33,45.8766,141.51,140.73,35.5519,147.41,161.8,136.2,162.85,150.0,156.51,156.33
71.0,71.0,37,1.5,139.56,139.56,157.24,14.02,137.74,38.1,161.76,129.44,60.88,131.02,157.48,41.04,162.46,45.96,142.62,141.62,35.5559,148.3,162.84,137.22,163.8,150.98,157.52,157.34
71.375,71.375,37,1.875,140.5625,140.5625,158.0025,14.0266,138.48,38.1088,162.6825,130.1625,61.2425,131.7025,158.5225,41.0949,163.4425,46.3838,143.4425,142.3425,35.5589,149.2625,163.8425,137.8825,164.8175,151.8025,158.2825,158.1425
71.5,71.5,37,2.0,140.75,140.75,158.2,14.0288,138.79,38.1117,162.9,130.35,61.43,131.95,158.72,41.11,163.66,46.3887,143.65,142.54,35.5598,149.48,164.03,138.07,165.15,152.02,158.51,158.37
72.0,72.0,37,2.5,141.6,141.6,159.08,14.0376,139.6,38.34,163.86,131.16,61.6824,132.8,159.8,41.86,164.76,46.72,144.74,143.36,36.18,150.54,164.78,138.96,166.1,152.84,159.5,159.38
72.25,72.25,37,2.75,142.015,142.015,159.515,14.0467,140.315,38.715,164.535,131.775,61.6842,133.295,160.515,42.235,165.135,46.7893,145.115,144.015,36.1878,151.055,165.705,139.375,166.695,153.255,159.875,159.755
72.3333,72.3333,37,2.8333,142.379,142.379,159.6399,14.0515,140.4399,38.8399,164.6599,131.8999,61.6848,133.5198,160.7196,42.3599,165.2599,46.7929,145.5782,144.1399,36.1904,151.1799,165.9399,139.4999,166.8399,153.7799,160.2985,160.1796
72.375,72.375,37,2.875,142.4625,142.4625,159.7275,14.0539,140.5025,38.9025,164.7225,131.9625,61.6851,133.5825,160.7825,42.4225,165.345,46.7948,145.6425,144.205,36.1917,151.2425,166.0025,139.57,166.9175,153.8425,160.4225,160.2425
72.4167,72.4167,37,2.9167,142.5557,142.5557,159.9651,14.0564,140.5651,38.9651,164.7851,132.0251,61.6854,133.6451,160.8451,42.4851,165.5651,46.7966,145.7051,144.2851,36.193,151.3051,166.0651,139.6851,167.0851,153.9051,160.4851,160.3051
72.5,72.5,38,1.0,142.84,142.84,160.16,14.09,140.7,39.09,165.1,132.19,61.686,133.87,160.97,42.61,165.99,46.8025,145.92,144.43,36.1956,151.62,166.24,139.81,167.23,154.07,160.69,160.56
73.5,73.5,38,2.0,144.69,144.69,162.01,14.5401,142.59,40.59,166.91,133.93,61.6933,135.53,162.93,44.07,168.45,46.8335,147.79,146.31,36.2198,153.97,168.25,142.05,169.37,155.88,163.33,162.77
74.0,74.0,38,2.5,145.56,145.56,162.9,14.5506,143.36,41.169,167.94,134.68,61.6969,136.54,163.9,44.82,169.22,46.9,148.68,147.12,36.46,154.72,169.42,142.82,170.38,156.78,164.08,163.54
74.25,74.25,38,2.75,145.995,145.995,163.335,14.5558,143.875,41.335,168.315,135.095,61.6987,136.915,164.275,45.195,169.595,47.275,149.055,147.555,36.615,155.115,169.795,143.215,170.895,157.275,164.455,164.035
74.3333,74.3333,38,2.8333,146.1199,146.1199,163.4599,14.5575,143.9999,41.4599,168.4399,135.2199,61.6993,137.0598,164.5399,45.3199,169.7199,47.3999,149.1799,147.6799,36.7399,155.2399,169.9398,143.3399,171.0199,157.4799,164.5799,164.4199
74.4167,74.4167,38,2.9167,146.4051,146.4051,163.5851,14.5592,144.1404,41.5851,168.5651,135.3851,61.6999,137.1851,164.7463,45.4451,170.0851,47.5251,149.3051,147.8651,36.8651,155.3651,170.1851,143.5157,171.1851,157.7051,164.7051,164.5651
74.5,74.5,39,1.0,146.54,146.54,163.73,14.6201,144.33,41.71,168.83,135.51,61.81,137.31,165.05,45.57,170.26,47.65,149.52,148.01,36.99,155.52,170.42,143.73,171.31,157.83,164.83,164.71
75.5,75.5,39,2.0,148.41,148.41,165.53,14.6335,146.05,42.51,171.33,137.19,62.4536,138.85,167.38,46.8427,172.69,47.8747,151.41,149.97,37.6535,157.55,172.95,145.65,173.57,159.72,166.75,166.99
75.75,75.75,39,2.25,148.785,148.785,165.905,14.6368,146.465,42.885,171.705,137.575,62.4595,139.225,167.765,46.8471,173.065,47.8789,151.865,150.345,37.6594,157.925,173.325,146.025,173.985,160.245,167.425,167.365
75.875,75.875,39,2.375,148.9725,148.9725,166.0925,14.6385,146.7125,43.0725,171.9125,137.7925,62.6125,139.4125,167.9725,46.8493,173.2525,47.9725,152.0525,150.5325,37.8125,158.1525,173.5125,146.225,174.1725,160.4325,167.9325,167.6125
76.0,76.0,39,2.5,149.16,149.16,166.28,14.6411,146.9,43.26,172.14,137.98,62.8,139.6,168.16,46.8515,173.44,48.16,152.24,150.72,38.0,158.34,173.7,146.48,174.42,160.62,168.12,167.8
76.125,76.125,39,2.625,149.3475,149.3475,166.4675,14.6515,147.0875,43.4475,172.395,138.1875,62.9875,139.7875,168.355,46.8537,173.6275,48.3475,152.4675,150.9075,38.1875,158.5675,173.9225,146.7075,174.6675,160.815,168.3075,167.9875
76.25,76.25,39,2.75,149.535,149.535,166.795,14.6809,147.345,43.635,172.635,138.415,63.175,139.975,168.635,46.8559,173.815,48.535,152.69,151.255,38.375,158.91,174.275,146.91,174.985,161.055,168.495,168.295
76.3333,76.3333,39,2.8333,149.6799,149.6799,166.9399,14.6887,147.4799,43.7599,172.8799,138.5999,63.26,140.0999,168.8399,46.8574,173.9996,48.6599,152.8599,151.3799,38.4999,159.0599,174.3999,147.0799,175.1199,161.1999,168.6199,168.4199
76.375,76.375,39,2.875,149.7425,149.7425,167.0075,14.6927,147.5425,43.8225,172.9425,138.6625,63.3225,140.1625,169.0025,46.8581,174.1425,48.7225,152.9225,151.445,38.5625,159.1225,174.4625,147.1425,175.1825,161.2625,168.6825,168.4875
