qstamp,tstamp,measure,beat,Tromba 1,Tromba 2,Tromba 3,Timpani,Oboe 1,Oboe 2,Oboe 3,Violin 1,Violin 2,Viola,Soprano 1,Soprano 2,Alto 1,Alto 2,Tenor,Bass,Continuo
218.25,189.2424,68,1.1667,r,r,r,r,r,r,r,r,r,r,D5,G4,E4,F#4,F#4,r,B3
218.5,189.3939,68,1.3333,r,r,r,r,r,r,r,r,r,r,E5,G4,E4,G4,E4,r,E3
218.75,189.5455,68,1.5,r,r,r,r,r,r,r,r,r,r,F#5,G4,E4,A4,D4,r,E3
219.0,189.697,68,1.6667,r,r,r,r,r,r,r,r,r,r,E5,A4,F#4,G4,C#4,r,A3
219.25,189.8485,68,1.8333,r,r,r,r,r,r,r,r,r,r,D5,B4,G4,F#4,D4,r,A3
219.5,190.0,69,1.0,r,r,r,r,r,r,r,r,r,r,C#5,C#5,A4,E4,E4,r,A3
219.75,190.1515,69,1.1667,r,r,r,r,r,r,r,r,r,r,B4,D5,B4,D4,F#4,r,A3
220.0,190.303,69,1.3333,r,r,r,r,r,r,r,r,r,r,A4,E5,C#5,C#4,G4,r,A2
220.25,190.4545,69,1.5,r,r,r,r,r,r,r,r,r,r,A4,D5,B4,D4,E4,r,A2
220.5,190.6061,69,1.6667,r,r,r,r,r,r,r,r,r,r,C#5,C#5,A4,E4,A4,r,A3
220.75,190.7576,69,1.8333,r,r,r,r,r,r,r,r,r,r,C#5,B4,G4,E4,A4,r,A3
221.0,190.9091,70,1.0,r,r,r,r,r,r,r,r,r,r,D5,A4,F#4,F#4,D4,r,D3
221.5,191.2121,70,1.3333,r,r,r,r,r,r,r,r,r,r,D5,G#4,E4,F#4,B3,r,E3
221.75,191.3636,70,1.5,r,r,r,r,r,r,r,r,r,r,E5,F#4,D4,G4,B3,r,E3
221.875,191.4394,70,1.5833,r,r,r,r,r,r,r,r,r,r,D5,F#4,D4,F#4,B3,r,E3
222.0,191.5152,70,1.6667,r,r,r,r,r,r,r,r,r,r,C#5,C#5,A4,E4,r,r,F#3
222.25,191.6667,70,1.8333,r,r,r,r,r,r,r,r,r,r,D5,C#5,A4,F#4,r,r,F#3
222.5,191.8182,71,1.0,r,r,r,r,r,r,r,r,r,r,E5,C#5,A4,G#4,r,r,E3
222.75,191.9697,71,1.1667,r,r,r,r,r,r,r,r,r,r,D5,D5,B4,F#4,r,r,E3
223.0,192.1212,71,1.3333,r,r,r,r,r,r,r,r,r,r,E5,B4,G#4,G#4,r,r,D3
223.25,192.2727,71,1.5,r,r,r,r,r,r,r,r,r,r,F#5,B4,G#4,A4,r,r,D3
223.5,192.4242,71,1.6667,r,r,r,r,r,r,r,r,r,r,E5,B4,G#4,G#4,r,r,E3
223.75,192.5758,71,1.8333,r,r,r,r,r,r,r,r,r,r,D5,C#5,A4,F#4,r,r,E3
224.0,192.7273,72,1.0,C#6,A5,E5,A2,C#5,r,r,r,r,A3,C#5,C#5,A4,E4,C#4,A2,A2
224.5,193.0303,72,1.3333,r,r,r,r,C#5,E5,C#5,A4,C#5,A3,A4,E5,C#5,C#4,C#4,A2,A2
224.75,193.1818,72,1.5,r,r,r,r,C#5,F#5,D5,G#4,C#5,A3,A4,F#5,D5,C#4,C#4,A2,A2
225.0,193.3333,72,1.6667,r,r,r,r,C#5,E5,C#5,A4,E5,A3,A4,E5,C#5,A3,C#4,A2,A2
225.25,193.4848,72,1.8333,r,r,r,r,C#5,D5,B4,B4,E5,A3,B4,D5,B4,A3,C#4,A2,A2
225.5,193.6364,73,1.0,C#6,A5,F#5,A2,A5,C#5,A4,C#5,A4,F#4,C#5,C#5,A4,r,A4,F#3,F#3
225.75,193.7879,73,1.1667,C#6,A5,F#5,A2,A5,B4,G4,D5,B4,F#4,D5,B4,G4,r,A4,F#3,F#3
226.0,193.9394,73,1.3333,r,r,r,r,A5,A4,F#4,E5,C#5,F#4,E5,A4,F#4,C#5,A4,F#3,F#3
226.25,194.0909,73,1.5,r,r,r,r,A5,B4,G4,D5,B4,F#4,D5,B4,G4,B4,A4,F#3,F#3
226.5,194.2424,73,1.6667,r,r,r,r,A5,C#5,A4,C#5,A4,F#4,C#5,C#5,A4,A4,A4,F#3,F#3
226.75,194.3939,73,1.8333,r,r,r,r,A5,A4,F#4,E5,C#5,F#4,E5,A4,F#4,C#5,A4,F#3,F#3
227.0,194.5455,74,1.0,D6,F#5,D5,D3,D5,B4,G4,D5,B4,B3,D5,B4,G4,B4,D4,B2,B2
227.25,194.697,74,1.1667,D6,F#5,D5,D3,D5,C#5,A4,D5,B4,B3,D5,C#5,A4,B4,D4,B2,B2
227.5,194.8485,74,1.3333,r,r,r,r,D5,D5,B4,D5,B4,B3,D5,D5,B4,B4,D4,B2,B2
227.75,195.0,74,1.5,r,r,r,r,D5,E5,C5,D5,B4,B3,D5,E5,C5,B4,D4,B2,B2
228.0,195.1515,74,1.6667,r,r,r,r,E5,D5,B4,D5,B4,C#4,D5,D5,B4,B4,E4,C#3,C#3
228.25,195.303,74,1.8333,r,r,r,r,F#5,C#5,A4,D5,B4,D4,D5,C#5,A4,B4,F#4,D3,D3
228.5,195.4545,75,1.0,r,r,r,r,G5,B4,G4,D5,B4,E4,D5,B4,G4,B4,G4,E3,E3
228.75,195.6061,75,1.1667,r,r,r,r,A5,A4,F#4,B4,B4,F#4,B4,A4,F#4,B4,A4,F#3,F#3
229.0,195.7576,75,1.3333,r,r,r,r,B5,G4,E4,E5,B3,G4,E5,G4,E4,B3,B4,G3,G3
229.25,195.9091,75,1.5,r,r,r,r,A5,A4,F#4,E5,B3,F#4,D5,A4,F#4,B3,A4,F#3,F#3
229.5,196.0606,75,1.6667,r,r,r,r,G5,B4,G4,E5,E4,E4,E5,B4,G4,E4,G4,E3,E3
229.75,196.2121,75,1.8333,r,r,r,r,F#5,B4,G4,E5,F#4,D4,E5,B4,G4,F#4,F#4,D3,D3
230.0,196.3636,76,1.0,r,r,r,r,E5,C#5,A4,E5,G4,C#4,E5,C#5,A4,G4,E4,C#3,C#3
230.25,196.5152,76,1.1667,r,r,r,r,E5,C#5,A4,C#5,E4,C#4,C#5,C#5,A4,E4,E4,C#3,C#3
230.5,196.6667,76,1.3333,r,r,r,r,D5,C#5,A4,D5,F#4,B3,D5,C#5,A4,F#4,D4,B2,B2
230.75,196.8182,76,1.5,r,r,r,r,C#5,B4,G4,E5,G4,A3,E5,B4,G4,G4,C#4,A2,A2
231.0,196.9697,76,1.6667,D6,A5,F#5,D3,F#5,A4,F#4,D5,A4,D4,D5,A4,F#4,A4,F#4,D3,D3
231.25,197.1212,76,1.8333,D6,G5,E5,D3,F#5,B4,G4,E5,A4,D4,E5,B4,G4,A4,F#4,D3,D3
231.5,197.2727,77,1.0,A5,F#5,D5,D3,F#5,C#5,A4,F#5,D4,D4,F#5,C#5,A4,D4,F#4,D3,D3
231.75,197.4242,77,1.1667,A5,F#5,A4,D3,G5,B4,G4,E5,D4,E4,E5,B4,G4,D4,G4,E3,E3
232.0,197.5758,77,1.3333,A5,G5,E5,A2,E5,C#5,A4,E5,E4,C#4,E5,C#5,A4,E4,E4,C#3,C#3
232.25,197.7273,77,1.5,A5,G5,E5,A2,E5,D5,B4,E5,E4,C#4,E5,D5,B4,E4,E4,C#3,C#3
232.5,197.8788,77,1.6667,A5,E5,A4,A2,E5,C#5,A4,E5,A4,C#4,E5,C#5,A4,A3,E4,C#3,C#3
232.75,198.0303,77,1.8333,A5,E5,A4,A2,F#5,B4,G4,E5,A4,D4,E5,B4,G4,A3,F#4,D3,D3
233.0,198.1818,78,1.0,A5,F#5,A4,D3,F#5,A4,F#4,E5,A4,D4,E5,A4,F#4,D4,F#4,D3,D3
233.25,198.3333,78,1.1667,A5,F#5,A4,D3,G5,A4,F#4,E5,A4,D4,E5,A4,G4,D4,F#4,D3,D3
233.5,198.4848,78,1.3333,r,r,r,r,A5,F#5,D5,D5,A3,F#4,D5,F#4,A4,r,r,D3,F#3
233.75,198.6364,78,1.5,r,r,r,r,A5,F#5,D5,D5,A3,F#4,D5,F#4,A4,r,r,E3,F#3
234.0,198.7879,78,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,D3
234.25,198.9394,78,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,D3
234.5,199.0909,79,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3
235.0,199.3939,79,1.3333,r,r,r,r,r,r,r,r,r,r,E5,C#5,r,r,r,A3,A3
235.25,199.5455,79,1.5,r,r,r,r,r,r,r,r,r,r,F#5,D5,r,r,r,A3,A3
235.5,199.697,79,1.6667,r,r,r,r,r,r,r,r,r,r,G5,E5,r,r,r,A3,r
235.75,199.8485,79,1.8333,r,r,r,r,r,r,r,r,r,r,E5,C#5,r,r,r,A3,r
236.0,200.0,80,1.0,r,r,r,r,r,r,r,r,r,r,F#5,D5,r,r,r,D4,A3
236.25,200.1515,80,1.1667,r,r,r,r,r,r,r,r,r,r,G5,E5,r,r,r,D4,A3
236.5,200.303,80,1.3333,r,r,r,r,r,r,r,r,r,r,E5,C#5,r,r,r,A3,A3
236.75,200.4545,80,1.5,r,r,r,r,r,r,r,r,r,r,F#5,D5,r,r,r,A3,A3
237.0,200.6061,80,1.6667,r,r,r,r,r,r,r,r,r,r,G5,E5,r,r,r,A3,r
237.25,200.7576,80,1.8333,r,r,r,r,r,r,r,r,r,r,E5,C#5,r,r,r,A3,r
237.5,200.9091,81,1.0,r,r,r,r,r,r,r,r,r,r,F#5,D5,r,r,r,F#3,A2
237.75,201.0606,81,1.1667,r,r,r,r,r,r,r,r,r,r,G5,E5,r,r,r,E3,A2
238.0,201.2121,81,1.3333,r,r,r,r,r,r,r,r,r,r,A5,F#5,r,r,r,D3,A2
238.25,201.3636,81,1.5,r,r,r,r,r,r,r,r,r,r,G5,E5,r,r,r,E3,A2
238.5,201.5152,81,1.6667,r,r,r,r,r,r,r,r,r,r,F#5,D5,r,r,r,F#3,r
238.75,201.6667,81,1.8333,r,r,r,r,r,r,r,r,r,r,G5,E5,r,r,r,D3,r
239.0,201.8182,82,1.0,r,r,r,r,A5,E5,C#5,E4,C#4,A3,E5,C#5,C#5,E4,A3,A3,A2
239.25,201.9697,82,1.1667,r,r,r,r,A5,E5,C#5,E4,C#4,A3,D5,B4,C#5,E4,A3,A3,A2
239.5,202.1212,82,1.3333,r,r,r,r,E5,C#5,A4,A4,E4,C#4,C#5,A4,C#5,A4,C#4,A2,A2
239.75,202.2727,82,1.5,r,r,r,r,E5,C#5,A4,A4,E4,C#4,D5,B4,C#5,A4,C#4,A2,A2
240.0,202.4242,82,1.6667,r,r,r,r,C#5,A4,E4,C#5,A4,E4,E5,C#5,C#5,A4,A3,r,r
240.25,202.5758,82,1.8333,r,r,r,r,C#5,A4,E4,C#5,A4,E4,F#5,D5,C#5,A4,A3,r,r
240.5,202.7273,83,1.0,r,r,r,r,B4,G4,E4,E5,B4,G4,G5,E5,B4,G4,E4,r,r
241.0,203.0303,83,1.3333,r,r,r,r,G5,E5,B4,B4,G4,E4,B4,G4,B4,G4,E4,E3,E3
241.25,203.1818,83,1.5,r,r,r,r,G5,E5,B4,B4,G4,E4,B4,G4,B4,G4,E4,F#3,E3
241.5,203.3333,83,1.6667,r,r,r,r,r,r,r,r,r,r,E5,G4,r,r,r,G3,E3
241.75,203.4848,83,1.8333,r,r,r,r,r,r,r,r,r,r,E5,G4,r,r,r,E3,E3
242.0,203.6364,84,1.0,r,r,r,r,r,r,r,r,r,r,E5,G4,r,r,r,B3,B3
242.5,203.9394,84,1.3333,r,r,r,r,r,r,r,r,r,r,E-5,F#4,F#4,E-4,r,B3,B3
242.75,204.0909,84,1.5,r,r,r,r,r,r,r,r,r,r,E-5,F#4,G4,E4,r,B3,B3
243.0,204.2424,84,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,r,B3,r
243.25,204.3939,84,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,F#4,E-4,r,B3,r
243.5,204.5455,85,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,r,E4,B3
243.75,204.697,85,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,r,E4,B3
244.0,204.8485,85,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,F#4,E-4,r,B3,B3
244.25,205.0,85,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,r,B3,B3
244.5,205.1515,85,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,r,B3,r
244.75,205.303,85,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,F#4,E-4,r,B3,r
245.0,205.4545,86,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,r,G3,B2
245.25,205.6061,86,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,r,F#3,B2
245.5,205.7576,86,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,r,E3,B2
245.75,205.9091,86,1.5,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,r,F#3,B2
246.0,206.0606,86,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,r,G3,r
246.25,206.2121,86,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,r,E3,r
246.5,206.3636,87,1.0,r,r,r,r,B4,E-5,F#4,r,r,r,E-5,F#4,F#4,E-4,B3,B3,B2
246.75,206.5152,87,1.1667,r,r,r,r,B4,E-5,F#4,r,r,r,E-5,F#4,E4,C#4,B3,B3,B2
247.0,206.6667,87,1.3333,r,r,r,r,B4,F#5,E-5,r,r,r,F#5,B4,F#4,E-4,B3,B2,B2
247.25,206.8182,87,1.5,r,r,r,r,B4,F#5,E-5,r,r,r,F#5,B4,G4,E4,B3,B2,B2
247.5,206.9697,87,1.6667,r,r,r,r,B4,F#5,E-5,r,r,r,F#5,B4,A4,F#4,B3,r,r
247.75,207.1212,87,1.8333,r,r,r,r,B4,F#5,E-5,r,r,r,F#5,B4,F#4,E-4,B3,r,r
248.0,207.2727,88,1.0,r,r,r,r,G5,F#5,B4,B4,G4,B4,F#5,B4,G4,B3,G4,r,E3
248.5,207.5758,88,1.3333,r,r,r,r,G5,E5,B4,G5,B4,E4,E5,G4,E4,B3,G4,E3,E2
248.75,207.7273,88,1.5,r,r,r,r,G5,E5,B4,G5,B4,E4,E5,G4,E4,B3,G4,F#3,F#2
249.0,207.8788,88,1.6667,r,r,r,r,G5,E5,B4,G5,E5,B4,E5,G4,B4,G4,G4,G3,G2
249.25,208.0303,88,1.8333,r,r,r,r,G5,E5,B4,G5,E5,B4,E5,G4,B4,G4,G4,E3,E2
249.5,208.1818,89,1.0,r,r,r,r,C#5,E5,B4,G5,E5,C#5,E5,E4,B4,G4,C#4,A3,A2
250.0,208.4848,89,1.3333,r,r,r,r,C#5,F#5,A4,F#5,A4,F#4,F#5,A4,A4,F#4,C#4,A3,A2
250.25,208.6364,89,1.5,r,r,r,r,C#5,G5,G4,E5,B4,B4,G5,B4,G4,E4,C#4,A3,A2
250.5,208.7879,89,1.6667,r,r,r,r,E-5,A5,F#4,F#5,C5,A4,A5,C5,F#4,F#4,E-4,A3,A2
250.75,208.9394,89,1.8333,r,r,r,r,E5,A5,E4,G5,C5,G4,A5,C5,E4,G4,E4,A3,A2
251.0,209.0909,90,1.0,r,r,r,r,F#5,A5,E-4,A5,C5,C5,A5,C5,E-4,A4,F#4,F#3,F#2
251.25,209.2424,90,1.1667,r,r,r,r,G5,A5,E-4,A5,C5,C5,A5,C5,E-4,A4,G4,F#3,E2
251.5,209.3939,90,1.3333,r,r,r,r,A5,E-5,C5,F#5,A4,C5,E-5,A4,C5,F#4,A4,F#3,F#2
251.75,209.5455,90,1.5,r,r,r,r,G5,E-5,B4,F#5,A4,C5,E-5,A4,B4,F#4,G4,F#3,G2
252.0,209.697,90,1.6667,r,r,r,r,F#5,E5,C5,F#5,A4,A4,E5,A4,C5,F#4,F#4,F#3,A2
252.25,209.8485,90,1.8333,r,r,r,r,E5,E5,C5,F#5,A4,A4,E5,A4,C5,F#4,E4,F#3,F#2
252.5,210.0,91,1.0,r,r,r,r,E-5,A4,C5,F#5,F#5,A4,A4,F#5,C5,F#4,E-4,B3,B2
252.75,210.1515,91,1.1667,r,r,r,r,E-5,A4,B4,F#5,F#5,A4,A4,F#5,B4,F#4,E-4,B3,B2
253.0,210.303,91,1.3333,r,r,r,r,C#5,A4,A4,F#5,F#5,E-4,A4,F#5,A4,F#4,C#4,G3,G2
253.25,210.4545,91,1.5,r,r,r,r,B4,B4,G4,G5,E-5,E-4,B4,E-5,G4,G4,B3,G3,G2
253.5,210.6061,91,1.6667,r,r,r,r,E5,G4,E5,E5,E5,G4,G4,E5,E5,E4,E4,C4,C3
253.75,210.7576,91,1.8333,r,r,r,r,E5,F#4,A4,E-5,A4,G4,F#4,A4,A4,E-4,E4,C4,C3
254.0,210.9091,92,1.0,r,r,r,r,E5,G4,B4,E5,G4,G4,G4,G4,B4,E4,E4,B3,B2
254.25,211.0606,92,1.1667,r,r,r,r,F#5,A4,B4,E5,F#4,C5,A4,F#4,B4,E4,F#4,A3,A2
254.5,211.2121,92,1.3333,r,r,r,r,E-5,F#4,B4,B5,B4,F#4,F#4,F#4,B4,B3,E-4,B3,B2
254.75,211.3636,92,1.5,r,r,r,r,E-5,F#4,B4,B5,B4,F#4,F#4,G4,B4,B3,E-4,B3,B2
255.0,211.5152,92,1.6667,r,r,r,r,E-5,F#4,B4,A5,F#5,E-5,F#4,A4,B4,B3,E-4,B2,B2
255.25,211.6667,92,1.8333,r,r,r,r,E5,G4,B4,A5,F#5,E-5,E4,A4,B4,B3,E4,B2,B2
255.5,211.8182,93,1.0,r,r,r,r,E5,G4,B4,G5,E5,B4,E4,G4,B4,B3,E4,E3,E2
256.0,212.1212,93,1.3333,r,r,r,r,r,r,r,r,r,r,G5,B4,G4,E4,r,r,r
256.25,212.2727,93,1.5,r,r,r,r,r,r,r,r,r,r,G5,B4,A4,F#4,r,r,r
256.5,212.4242,93,1.6667,r,r,r,r,r,r,r,r,r,r,G5,E5,B4,G4,r,r,r
256.75,212.5758,93,1.8333,r,r,r,r,r,r,r,r,r,r,G5,E5,G4,E4,r,r,r
257.0,212.7273,94,1.0,r,r,r,r,r,r,r,G5,E5,C#5,G5,C#5,A4,A4,r,r,A2
257.5,213.0303,94,1.3333,r,r,r,r,r,r,r,r,r,r,E5,C#5,A4,C#4,A3,r,r
257.75,213.1818,94,1.5,r,r,r,r,r,r,r,r,r,r,E5,C#5,A4,D4,B3,r,r
258.0,213.3333,94,1.6667,r,r,r,r,r,r,r,r,r,r,A5,C#5,A4,E4,C#4,r,r
258.25,213.4848,94,1.8333,r,r,r,r,r,r,r,r,r,r,A5,C#5,A4,C#4,A3,r,r
258.5,213.6364,95,1.0,r,r,r,r,r,r,r,F#5,D5,A4,F#5,C#5,A4,D4,D4,r,D2
259.0,213.9394,95,1.3333,r,r,r,r,r,r,r,r,r,r,F#5,A4,F#4,D4,F#3,D3,r
259.25,214.0909,95,1.5,r,r,r,r,r,r,r,r,r,r,F#5,A4,F#4,D4,G3,E3,r
259.5,214.2424,95,1.6667,r,r,r,r,r,r,r,r,r,r,F#5,D5,D4,D4,A3,F#3,r
259.75,214.3939,95,1.8333,r,r,r,r,r,r,r,r,r,r,F#5,D5,D4,D4,F#3,D3,r
260.0,214.5455,96,1.0,r,r,r,r,r,r,r,F#5,D5,B4,F#5,B4,r,D4,B3,G3,G2
260.5,214.8485,96,1.3333,r,r,r,r,r,r,r,r,r,r,D5,B4,G4,G4,D4,G2,r
260.75,215.0,96,1.5,r,r,r,r,r,r,r,r,r,r,D5,B4,A4,G4,D4,G2,r
261.0,215.1515,96,1.6667,r,r,r,r,r,r,r,r,r,r,G5,B4,B4,r,r,r,r
261.25,215.303,96,1.8333,r,r,r,r,r,r,r,r,r,r,G5,B4,G4,r,r,r,r
261.5,215.4545,97,1.0,r,r,r,r,r,r,r,E5,C#5,B4,E5,B4,C#5,r,r,r,C#2
261.75,215.6061,97,1.1667,r,r,r,r,r,r,r,E5,C#5,B4,E5,D5,C#5,r,r,r,C#2
262.0,215.7576,97,1.3333,r,r,r,r,r,r,r,r,r,r,E5,C#5,E4,C#4,r,r,r
262.25,215.9091,97,1.5,r,r,r,r,r,r,r,r,r,r,E5,C#5,F#4,D4,r,r,r
262.5,216.0606,97,1.6667,r,r,r,r,r,r,r,r,r,r,E5,B4,G4,E4,r,r,r
262.75,216.2121,97,1.8333,r,r,r,r,r,r,r,r,r,r,E5,B4,E4,C#4,r,r,r
263.0,216.3636,98,1.0,r,r,r,r,r,F#4,r,E5,C#5,B-4,F#4,B-4,F#4,F#4,r,r,F#2
263.25,216.5152,98,1.1667,r,r,r,r,r,F#4,r,G5,D5,B4,F#4,B-4,F#4,F#4,r,r,F#2
263.5,216.6667,98,1.3333,r,r,r,r,r,F#4,r,F#5,C#5,B-4,F#4,B-4,F#4,B-3,F#3,r,r
263.75,216.8182,98,1.5,r,r,r,r,r,F#4,r,E5,B4,G#4,F#4,B-4,F#4,B3,G#3,r,r
264.0,216.9697,98,1.6667,r,r,r,r,r,F#4,r,F#5,B-4,F#4,F#4,B-4,F#4,C#4,B-3,r,r
264.25,217.1212,98,1.8333,r,r,r,r,r,F#4,r,C#5,C#5,B-4,F#4,B-4,F#4,B-3,F#3,r,r
264.5,217.2727,99,1.0,r,r,r,r,F#5,D5,B4,D5,B4,F#4,D5,F#5,F#4,D4,B3,r,B2
264.75,217.4242,99,1.1667,r,r,r,r,F#5,D5,B4,D5,B4,F#4,D5,F#5,F#4,D4,B3,r,B-2
265.0,217.5758,99,1.3333,r,r,r,r,F#5,D5,B4,D5,B4,F#4,D5,F#5,B4,D4,B3,B2,B2
265.25,217.7273,99,1.5,r,r,r,r,F#5,D5,B4,D5,B4,F#4,D5,F#5,B4,D4,B3,C#3,C#3
265.5,217.8788,99,1.6667,r,r,r,r,F#5,D5,B4,D5,B4,F#4,D5,F#5,B4,D4,B3,D3,D3
265.75,218.0303,99,1.8333,r,r,r,r,F#5,D5,B4,D5,B4,F#4,D5,F#5,B4,D4,B3,B2,B2
266.0,218.1818,100,1.0,r,r,r,r,F#5,G#4,G#4,D5,B4,G#4,G#4,F#5,B4,D4,B3,E3,E3
266.25,218.3333,100,1.1667,r,r,r,r,F#5,G#4,G#4,D5,B4,G#4,G#4,F#5,B4,D4,B3,D3,D3
266.5,218.4848,100,1.3333,r,r,r,r,E5,G#4,G#4,C#5,C#5,G#4,G#4,E5,G#4,C#4,C#4,E3,E3
266.75,218.6364,100,1.5,r,r,r,r,D5,G#4,G#4,B4,D5,G#4,G#4,D5,G#4,B3,D4,F#3,F#3
267.0,218.7879,100,1.6667,r,r,r,r,C#5,B-4,B-4,C#5,E5,G4,B-4,C#5,E4,C#4,E4,E3,E3
267.25,218.9394,100,1.8333,r,r,r,r,D5,B4,B4,C#5,F#5,F#4,B4,D5,E4,C#4,F#4,D3,D3
267.5,219.0909,101,1.0,r,r,r,r,E5,C#5,C#5,C#5,G5,E4,C#5,E5,E4,C#4,G4,C#3,C#3
267.75,219.2424,101,1.1667,r,r,r,r,E5,D5,D5,C#5,A5,E4,D5,E5,E4,C#4,A4,B2,B2
268.0,219.3939,101,1.3333,r,r,r,r,E4,E5,E5,C#5,G5,C#4,E5,E4,G4,C#4,G4,C#3,C#3
268.25,219.5455,101,1.5,r,r,r,r,E4,D5,D5,C#5,F#5,C#4,D5,E4,G4,C#4,F#4,D3,D3
268.5,219.697,101,1.6667,r,r,r,r,E5,C#5,C#5,C#5,E5,C#5,C#5,E5,G4,C#4,E4,E3,E3
268.75,219.8485,101,1.8333,r,r,r,r,E5,B4,B4,C#5,D5,C#5,B4,E5,G4,C#4,D4,C#3,C#3
269.0,220.0,102,1.0,r,r,r,r,E5,B-4,B-4,C#5,C#5,C#5,B-4,E5,F#4,C#4,C#4,F#3,F#3
269.25,220.1515,102,1.1667,r,r,r,r,C#5,B-4,B-4,B-4,C#5,C#5,B-4,C#5,F#4,B-3,C#4,F#3,F#3
269.5,220.303,102,1.3333,r,r,r,r,D5,G#4,G#4,B4,B-4,F#4,G#4,D5,F#4,B3,B-3,E3,E3
269.75,220.4545,102,1.5,r,r,r,r,E5,F#4,F#4,C#5,B-4,F#4,F#4,E5,F#4,C#4,B-3,E3,E3
270.0,220.6061,102,1.6667,r,r,r,r,F#5,B4,B4,D5,F#4,B3,B4,F#5,F#4,D4,F#3,D3,D3
270.25,220.7576,102,1.8333,r,r,r,r,G5,B4,B4,C#5,F#4,B3,B4,G5,F#4,C#4,F#3,D3,D3
270.5,220.9091,103,1.0,r,r,r,r,F#5,B4,B4,D5,B4,G4,B4,F#5,G4,D4,B3,E3,E3
270.75,221.0606,103,1.1667,r,r,r,r,E5,C#5,C#5,B4,B4,G4,C#5,E5,G4,B3,B3,E3,E3
271.0,221.2121,103,1.3333,r,r,r,r,C#5,B-4,B-4,F#5,F#4,C#4,B-4,C#5,F#4,F#4,F#3,F#3,F#3
271.5,221.5152,103,1.6667,r,r,r,r,C#5,B-4,B-4,E5,F#4,C#4,B-4,C#5,F#4,E4,F#3,F#2,F#2
271.75,221.6667,103,1.8333,r,r,r,r,B4,B4,B4,E5,F#4,C#4,B4,B4,F#4,E4,F#3,F#2,F#2
272.0,221.8182,104,1.0,r,r,r,r,B4,B4,B4,D5,F#4,D4,B4,B4,F#4,D4,F#3,B2,B2
272.5,222.1212,104,1.3333,F#5,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,r
272.75,222.2727,104,1.5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,r
273.0,222.4242,104,1.6667,F#5,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,r
273.25,222.5758,104,1.8333,F#5,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,r
273.5,222.7273,105,1.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,F#3
274.0,223.0303,105,1.3333,F#5,r,r,r,r,r,r,r,r,r,r,C#5,B-4,F#4,r,r,r
274.25,223.1818,105,1.5,F#5,r,r,r,r,r,r,r,r,r,r,D5,B4,F#4,r,r,r
274.5,223.3333,105,1.6667,F#5,r,r,r,r,r,r,r,r,r,r,E5,C#5,F#4,r,r,r
274.75,223.4848,105,1.8333,F#5,r,r,r,r,r,r,r,r,r,r,C#5,B-4,F#4,r,r,r
275.0,223.6364,106,1.0,F#5,r,r,r,r,r,r,r,r,r,r,D5,B4,B4,r,r,F#3
275.25,223.7879,106,1.1667,F#5,r,r,r,r,r,r,r,r,r,r,E5,C#5,B4,r,r,F#3
275.5,223.9394,106,1.3333,F#5,r,r,r,r,r,r,r,r,r,r,C#5,B-4,F#4,r,r,r
275.75,224.0909,106,1.5,F#5,r,r,r,r,r,r,r,r,r,r,D5,B4,F#4,r,r,r
276.0,224.2424,106,1.6667,F#5,r,r,r,r,r,r,r,r,r,r,E5,C#5,F#4,r,r,r
276.25,224.3939,106,1.8333,F#5,r,r,r,r,r,r,r,r,r,r,C#5,B-4,F#4,r,r,r
276.5,224.5455,107,1.0,F#5,r,r,r,r,r,r,r,r,r,r,D5,B4,D4,r,r,F#2
276.75,224.697,107,1.1667,F#5,r,r,r,r,r,r,r,r,r,r,E5,C#5,C#4,r,r,F#2
277.0,224.8485,107,1.3333,F#5,r,r,r,r,r,r,r,r,r,r,F#5,D5,B3,r,r,r
277.25,225.0,107,1.5,F#5,r,r,r,r,r,r,r,r,r,r,E5,C#5,C#4,r,r,r
277.5,225.1515,107,1.6667,F#5,r,r,r,r,r,r,r,r,r,r,D5,B4,D4,r,r,r
