qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,"D, A Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
817.875,479.8466,409,2.875,B-5,r,B-5,r,F5,D5,r,r,r,r,D4,D3,r,r,r,r,r,r,r,r
818.0,479.9091,410,1.0,A6,r,A5,r,E5,C5,r,r,r,r,D4,D3,r,r,r,r,r,r,r,r
818.25,480.0341,410,1.25,G6,B-5,G5,B-4,D5,B-4,r,r,r,r,D4,D3,r,r,r,r,r,r,r,r
818.5,480.1591,410,1.5,F6,C6,F5,C5,C5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r
818.75,480.2841,410,1.75,E6,C#6,E5,C#5,B-4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r
818.875,480.3466,410,1.875,E6,C#6,E5,C#5,B-4,G4,r,r,r,r,D4,D3,r,r,r,r,r,r,r,r
819.0,480.4091,410,2.0,E6,C#6,E5,C#5,B-4,G4,r,r,r,r,D4,D3,r,r,r,r,r,r,r,r
819.5,480.6591,410,2.5,r,r,r,r,r,r,r,r,E4,E4,D4,D3,D5,D4,D3,E6,E4,B-3,G3,G2
819.875,480.8466,410,2.875,r,r,r,r,r,r,r,r,E4,E4,D4,D3,D5,D4,D3,E6,E5,B-3,G3,G2
820.0,480.9091,411,1.0,r,r,r,r,r,r,r,r,F#4,F#3,D4,D3,D5,D4,D3,F#5,F#5,C4,A3,A2
820.25,481.0341,411,1.25,r,r,r,r,C5,r,C4,r,F#4,F#3,D4,D3,D5,D4,D3,F#5,F#5,C4,A3,A2
820.5,481.1591,411,1.5,r,r,r,r,E-5,r,E-4,r,F#4,F#3,D4,D3,D5,D4,D3,F#6,F#4,C3,A2,A1
820.75,481.2841,411,1.75,r,r,r,r,B-4,r,B-3,r,F#4,F#3,D4,D3,D5,D4,D3,F#6,F#4,C3,A2,A1
821.0,481.4091,411,2.0,r,r,r,r,B-4,r,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r
821.25,481.5341,411,2.25,C6,r,C5,r,A4,A4,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r
821.5,481.6591,411,2.5,E-6,r,E-5,r,C5,A4,C4,A3,r,r,r,r,r,r,r,r,r,r,r,r
821.75,481.7841,411,2.75,E-6,r,E-5,r,B-4,G4,B-3,G3,r,r,r,r,r,r,r,r,r,r,r,r
821.875,481.8466,411,2.875,E-6,r,E-5,r,B-4,G4,B-3,G3,r,r,D4,D3,r,r,r,r,r,r,r,r
822.0,481.9091,412,1.0,D6,r,D5,r,A4,F#4,A3,F#3,r,r,D4,D3,r,r,r,r,r,r,r,r
822.25,482.0341,412,1.25,C6,r,C5,A4,C5,A4,C4,A3,r,r,D4,D3,r,r,r,r,r,r,r,r
822.5,482.1591,412,1.5,B-5,r,B-4,B-4,D5,B-4,D4,B-3,r,r,r,r,r,r,r,r,r,r,r,r
822.75,482.2841,412,1.75,A6,C6,A5,C5,E-5,C5,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,r
822.875,482.3466,412,1.875,A6,C6,A5,C5,E-5,C5,E-4,C4,r,r,D4,D3,r,r,r,r,r,r,r,r
823.0,482.4091,412,2.0,G6,D6,G5,D5,D5,B-4,D4,B-3,r,r,D4,D3,r,r,r,r,r,r,r,r
823.25,482.5341,412,2.25,F#6,E-6,F#5,E-5,C5,A4,C4,A3,r,r,D4,D3,r,r,r,r,r,r,r,r
823.5,482.6591,412,2.5,r,r,r,r,r,r,r,r,F#4,F#4,D4,D3,D5,D4,D3,F#5,C5,C4,A3,A2
823.875,482.8466,412,2.875,r,r,r,r,r,r,r,r,F#4,F#4,D4,D3,D5,D4,D3,F#5,C4,C4,A3,A2
824.0,482.9091,413,1.0,r,r,r,r,r,r,r,r,G4,G4,B-3,B-2,D5,D4,D3,G4,D4,D4,B-3,B-2
824.25,483.0341,413,1.25,r,r,B-5,r,B-4,r,r,r,G4,G4,B-3,B-2,D5,D4,D3,G4,D4,D4,B-3,B-2
824.5,483.1591,413,1.5,r,r,D6,r,D5,r,r,r,G4,G4,B-3,B-2,D5,D4,D3,G5,D5,D3,B-2,B-1
824.75,483.2841,413,1.75,r,r,A5,r,A4,r,r,r,G4,G4,B-3,B-2,D5,D4,D3,G5,D5,D3,B-2,B-1
825.0,483.4091,413,2.0,r,r,A5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
825.25,483.5341,413,2.25,B-5,r,G5,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r
825.5,483.6591,413,2.5,D6,r,B-5,r,B-4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r
825.75,483.7841,413,2.75,D6,r,D5,r,A4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r
826.0,483.9091,414,1.0,C6,r,C5,r,G4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r
826.25,484.0341,414,1.25,B-5,r,B-5,D5,F4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r
826.5,484.1591,414,1.5,F#6,r,A5,F#5,A4,F#4,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,r
826.75,484.2841,414,1.75,G6,r,G5,G5,G4,G4,D4,B-3,r,r,r,r,r,r,r,r,r,r,r,r
827.0,484.4091,414,2.0,F#6,r,A5,F#5,A4,F#4,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,r
827.25,484.5341,414,2.25,G6,r,G5,G5,G4,G4,D4,B-3,r,r,r,r,r,r,r,r,r,r,r,r
827.5,484.6591,414,2.5,G6,r,G5,D5,G4,D4,D4,B-3,r,r,r,r,r,r,r,r,r,r,r,r
828.0,484.9091,415,1.0,A6,D6,A5,D5,A4,D4,D4,B-3,r,r,r,r,r,r,r,r,r,r,r,r
828.5,485.1591,415,1.5,G6,E-6,G5,E-5,G4,E-4,E-4,B-3,r,r,r,r,r,r,r,r,r,r,r,r
829.0,485.4091,415,2.0,G6,E6,C#6,G5,C#5,G4,E4,B-3,r,r,r,r,r,r,r,r,r,r,r,r
829.5,485.6591,415,2.5,F6,D6,D6,F5,D5,F4,F4,A3,r,r,r,r,r,r,r,r,r,r,r,r
830.0,485.9091,416,1.0,F6,F6,B-5,F5,F5,B-4,D4,G3,r,r,r,r,r,r,r,r,r,r,r,r
830.5,486.1591,416,1.5,E-6,E-6,B-5,E-5,E-5,B-4,E-4,G3,r,r,r,r,r,r,r,r,r,r,r,r
831.0,486.4091,416,2.0,D6,D6,D5,D5,D5,F4,F#4,A3,r,r,r,r,r,r,r,B-5,B-4,r,r,r
831.5,486.6591,416,2.5,E6,E6,E5,E5,E5,G4,G4,A3,r,r,r,r,r,r,r,A5,A4,C#3,C#4,A2
831.75,486.7841,416,2.75,C#6,C#6,C#5,C#5,C#5,E4,E4,r,r,r,r,r,r,r,r,r,r,C#3,C#4,A2
832.0,486.9091,417,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,D3,D4,B-2
832.25,487.0341,417,1.25,D6,D6,D5,D5,D5,D4,D4,D4,r,r,r,r,r,r,r,A5,A4,D3,D4,B-2
832.5,487.1591,417,1.5,E-6,E-6,E-5,E-5,E-5,E-4,E4,E4,r,r,r,r,r,r,r,G5,G4,E-3,E-4,B-2
832.75,487.2841,417,1.75,G6,G6,G5,G5,G5,G4,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,r
833.0,487.4091,417,2.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,A3,A2,G5,G4,C#3,C#4,A2
833.25,487.5341,417,2.25,C#6,C#6,C#5,C#5,C#5,C#4,C#4,C#4,r,r,r,r,A4,A3,A2,G5,G4,C#3,C#4,A2
833.5,487.6591,417,2.5,D6,D6,D5,D5,D5,D4,D4,D4,r,r,r,r,A4,A3,A2,F5,F4,D3,D4,A2
833.75,487.7841,417,2.75,F6,F6,F5,F5,F5,F4,A3,A3,r,r,r,r,A4,A3,A2,r,r,r,r,r
834.0,487.9091,418,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,B-4,D3,D4,G2
834.25,488.0341,418,1.25,B-5,B-5,B-4,B-4,B-4,B-3,G3,G3,r,r,r,r,r,r,r,F5,B-4,D3,D4,G2
834.5,488.1591,418,1.5,E-6,E-6,E-5,E-5,E-5,E-4,B-3,B-3,r,r,r,r,r,r,r,E-5,E-5,E-3,E-4,G2
834.75,488.2841,418,1.75,G6,G6,G5,G5,G5,G4,G2,G2,r,r,r,r,r,r,r,r,r,r,r,r
835.0,488.4091,418,2.0,B-5,B-5,B-4,B-4,B-4,B-3,F4,F4,A4,A3,r,r,A4,A3,A2,D6,D5,F3,F4,A2
835.25,488.5341,418,2.25,A5,A5,A4,A4,A4,A3,F4,F4,A4,A3,r,r,A4,A3,A2,D6,D5,F3,F4,A2
835.5,488.6591,418,2.5,E6,E6,E5,E5,A4,A3,G4,G4,A4,A3,r,r,A4,A3,A2,E6,E5,G3,G4,A2
835.75,488.7841,418,2.75,C#6,C#6,C#5,C#5,A5,A4,E4,E4,r,r,r,r,A4,A3,A2,C#6,C#5,E3,E4,r
836.0,488.9091,419,1.0,D6,D5,D5,D4,D5,D4,D3,D2,D4,D3,D4,D3,D5,D4,D3,D6,D5,D4,D3,D2
836.5,489.1591,419,1.5,D6,D5,D5,D4,D5,D4,D3,D2,D4,D3,D4,D3,D5,D4,D3,D5,D4,D3,D3,D2
836.875,489.3466,419,1.875,D6,D5,D5,D4,D5,D4,D3,D2,D4,D3,D4,D3,D5,D4,D3,D5,D4,D3,D3,D2
837.0,489.4091,419,2.0,D6,D5,D5,D4,D5,D4,D3,D2,D4,D3,D4,D3,D5,D4,D3,F5,F4,F3,D3,D2
837.5,489.6591,419,2.5,D6,D5,D5,D4,D5,D4,D3,D2,D4,D3,D4,D3,D5,D4,D3,F5,F4,F3,D3,D2
837.875,489.8466,419,2.875,D6,D5,D5,D4,D5,D4,D3,D2,D4,D3,D4,D3,D5,D4,D3,F5,F4,F3,D3,D2
838.0,489.9091,420,1.0,F6,F5,F5,F4,F5,F4,F3,F2,F4,F3,D4,D3,D5,D4,D3,F5,F4,F3,F3,F2
838.5,490.1591,420,1.5,F6,F5,F5,F4,F5,F4,F3,F2,F4,F3,D4,D3,D5,D4,D3,F5,F4,F3,F3,F2
838.875,490.3466,420,1.875,F6,F5,F5,F4,F5,F4,F3,F2,F4,F3,D4,D3,D5,D4,D3,F5,F4,F3,F3,F2
839.0,490.4091,420,2.0,F6,F5,F5,F4,F5,F4,F3,F2,F4,F3,D4,D3,D5,D4,D3,A5,A4,A3,F3,F2
839.5,490.6591,420,2.5,F6,F5,F5,F4,F5,F4,F3,F2,F4,F3,D4,D3,D5,D4,D3,A5,A4,A3,F3,F2
839.875,490.8466,420,2.875,F6,F5,F5,F4,F5,F4,F3,F2,F4,F3,D4,D3,D5,D4,D3,A5,A4,A3,F3,F2
840.0,490.9091,421,1.0,A6,A5,A5,A4,A5,A4,A3,A2,A4,A3,D4,D3,D5,D4,D3,A5,A4,A3,A3,A2
840.5,491.1591,421,1.5,A6,A5,A5,A4,A5,A4,A3,A2,A4,A3,D4,D3,D5,D4,D3,A5,A4,A3,A3,A2
840.875,491.3466,421,1.875,A6,A5,A5,A4,A5,A4,A3,A2,A4,A3,D4,D3,D5,D4,D3,A5,A4,A3,A3,A2
841.0,491.4091,421,2.0,A6,A5,A5,A4,A5,A4,A3,A2,A4,A3,D4,D3,D5,D4,D3,D6,D5,D4,A3,A2
841.5,491.6591,421,2.5,A5,A5,A5,A4,A4,A3,A3,A2,A4,A3,D4,D3,D5,D4,D3,D6,D5,D4,A3,A2
841.875,491.8466,421,2.875,A5,A5,A5,A4,A4,A3,A3,A2,A4,A3,D4,D3,D5,D4,D3,D6,D5,D4,A3,A2
842.0,491.9091,422,1.0,D6,D6,D6,D5,D5,D4,D4,D3,D4,D3,D4,D3,D5,D4,D3,D6,D5,D4,D4,D3
842.5,492.1591,422,1.5,D6,D6,D6,D5,D5,D4,D4,D3,D4,D3,D4,D3,D5,D4,D3,D6,D5,D4,D4,D3
842.875,492.3466,422,1.875,D6,D6,D6,D5,D5,D4,D4,D3,D4,D3,D4,D3,D5,D4,D3,D6,D5,D4,D4,D3
843.0,492.4091,422,2.0,F6,F6,F5,F5,F5,F4,F4,F3,F4,F3,D4,D3,D5,D4,D3,F6,F5,F4,F4,F3
843.5,492.6591,422,2.5,F6,F6,F5,F5,F5,F4,F4,F3,F4,F3,D4,D3,D5,D4,D3,F6,F5,F4,F4,F3
843.875,492.8466,422,2.875,F6,F6,F5,F5,F5,F4,F4,F3,F4,F3,D4,D3,D5,D4,D3,F6,F5,F4,F4,F3
844.0,492.9091,423,1.0,A6,A6,A5,A5,A5,A4,A4,A3,A4,A3,D4,D3,D5,D4,D3,A6,A5,A4,A4,A3
844.5,493.1591,423,1.5,D6,D6,D5,D5,D5,D4,D4,D4,D4,D3,D4,D3,D5,D4,D3,D6,D5,D5,D4,D3
844.875,493.3466,423,1.875,D6,D6,D5,D5,D5,D4,D4,D4,D4,D3,D4,D3,D5,D4,D3,D6,D5,D5,D4,D3
845.0,493.4091,423,2.0,F6,F6,F5,F5,F5,F4,F4,F4,F4,F3,D4,D3,D5,D4,D3,F6,F5,F5,F4,F3
845.5,493.6591,423,2.5,A5,A5,A4,A4,A4,A3,A3,A3,A3,A2,D4,D3,D5,D4,D3,A5,A4,A4,A3,A2
845.875,493.8466,423,2.875,A5,A5,A4,A4,A4,A3,A3,A3,A3,A2,D4,D3,D5,D4,D3,A5,A4,A4,A3,A2
846.0,493.9091,424,1.0,D6,D6,D5,D5,D5,D4,D4,D4,D4,D3,D4,D3,D5,D4,D3,D6,D5,D5,D4,D3
846.5,494.1591,424,1.5,F6,F6,F5,F5,F5,F4,F3,F3,F4,F3,D4,D3,D5,D4,D3,F5,F5,F4,F3,F2
846.875,494.3466,424,1.875,F6,F6,F5,F5,F5,F4,F3,F3,F4,F3,D4,D3,D5,D4,D3,F5,F5,F4,F3,F2
847.0,494.4091,424,2.0,A6,A6,A5,A5,A5,A4,A3,A3,A4,A3,D4,D3,D5,D4,D3,A5,A5,A4,A3,A2
847.5,494.6591,424,2.5,D6,D6,D5,D5,D5,D4,D3,D3,D4,D3,D4,D3,D5,D4,D3,D5,D5,D4,D3,D2
847.875,494.8466,424,2.875,D6,D6,D5,D5,D5,D4,D3,D3,D4,D3,D4,D3,D5,D4,D3,D5,D5,D4,D3,D2
848.0,494.9091,425,1.0,F6,F6,F5,F5,F5,F4,F3,F3,F4,F3,D4,D3,D5,D4,D3,F5,F5,F4,F3,F2
848.5,495.1591,425,1.5,A5,A5,A4,A4,A4,A3,A2,A2,A3,A2,D4,D3,D5,D4,D3,A4,A4,A3,A2,A1
848.875,495.3466,425,1.875,A5,A5,A4,A4,A4,A3,A2,A2,A3,A2,D4,D3,D5,D4,D3,A4,A4,A3,A2,A1
849.0,495.4091,425,2.0,D6,D6,D5,D5,D5,D4,D3,D3,D4,D3,D4,D3,D5,D4,D3,D5,D5,D4,D3,D2
849.5,495.6591,425,2.5,F5,F5,F4,F4,F4,F3,F2,F2,F4,F3,D4,D3,D5,D4,D3,F4,F4,F3,F2,F1
849.875,495.8466,425,2.875,F5,F5,F4,F4,F4,F3,F2,F2,F4,F3,D4,D3,D5,D4,D3,F4,F4,F3,F2,F1
850.0,495.9091,426,1.0,A5,A5,A4,A4,A4,A3,A2,A2,A4,A3,D4,D3,D5,D4,D3,A4,A4,A3,A2,A1
850.5,496.1591,426,1.5,D5,D5,D4,D4,D4,D4,D2,D2,D4,D3,D4,D3,D5,D4,D3,D4,D4,D3,D2,D1
850.875,496.3466,426,1.875,D5,D5,D4,D4,D4,D4,D2,D2,D4,D3,D4,D3,D5,D4,D3,D4,D4,D3,D2,D1
851.0,496.4091,426,2.0,D6,D6,D6,D6,D5,D5,D4,D4,D4,D3,D4,D3,D5,D4,D3,D6,D6,D5,D4,D3
851.5,496.6591,426,2.5,D5,D5,D4,D4,D4,D4,D2,D2,D4,D3,D4,D3,D5,D4,D3,D4,D4,D3,D2,D1
851.875,496.8466,426,2.875,D5,D5,A5,F5,D5,D5,D4,D2,D4,D3,D4,D3,D5,D4,D3,D6,D4,D3,D2,D1
852.0,496.9091,427,1.0,D5,D5,A5,F5,A4,F4,A3,D2,A4,F4,D4,D3,A4,A3,A2,A5,A4,A3,D3,D2
852.5,497.1591,427,1.5,r,r,A5,F5,A4,F4,A3,r,A4,F4,D4,D3,r,r,r,A5,A4,A3,D3,D2
853.0,497.4091,427,2.0,r,r,A5,F5,r,r,A3,r,A4,F4,D4,D3,r,r,r,A5,A4,A3,r,r
853.5,497.6591,427,2.5,r,r,A5,F5,A4,A3,A3,r,A4,F4,D4,D3,r,r,r,A5,A4,A3,F3,F2
853.875,497.8466,427,2.875,r,r,A5,F5,A4,A3,F3,r,A4,F4,D4,D3,r,r,r,F5,A4,A3,F3,F2
854.0,497.9091,428,1.0,r,r,A5,F5,r,r,D3,r,A4,F4,D4,D3,r,r,r,D5,A4,A3,r,r
854.5,498.1591,428,1.5,r,r,A5,F5,D5,D4,D3,r,A4,F4,D4,D3,r,r,r,D5,A4,A3,A3,A2
854.875,498.3466,428,1.875,r,r,A5,F5,D5,D4,A2,r,A4,F4,D4,D3,r,r,r,A4,A4,A3,A3,A2
855.0,498.4091,428,2.0,r,r,A5,F5,r,r,F2,r,A4,F4,D4,D3,r,r,r,F4,A4,A3,r,r
855.5,498.6591,428,2.5,r,r,A5,F5,F5,F4,F2,r,A4,F4,D4,D3,r,r,r,F4,A4,A3,D4,D3
855.75,498.7841,428,2.75,r,r,A5,F5,F5,F4,A2,r,A4,F4,D4,D3,r,r,r,A4,A4,A3,D4,D3
855.875,498.8466,428,2.875,r,r,A5,F5,F5,F4,F2,r,A4,A3,D4,D3,r,r,r,F4,A4,A3,D4,D3
856.0,498.9091,429,1.0,r,r,A5,F5,r,r,D2,r,F4,F3,D4,D3,r,r,r,D4,A4,A3,r,r
856.5,499.1591,429,1.5,r,r,A5,F5,A5,A4,r,r,F4,F3,D4,D3,r,r,r,D4,A4,A3,F4,F3
857.0,499.4091,429,2.0,r,r,A5,F5,r,r,r,r,F4,F3,D4,D3,r,r,r,D4,A4,A3,r,r
857.25,499.5341,429,2.25,r,r,A5,F5,r,r,r,r,F4,F3,D4,D3,r,r,r,F4,A4,A3,r,r
857.5,499.6591,429,2.5,r,r,A5,F5,F5,D5,r,r,F4,F3,D4,D3,r,r,r,E4,A4,A3,A4,A3
857.75,499.7841,429,2.75,r,r,A5,F5,F5,D5,r,r,F4,F3,D4,D3,r,r,r,D4,A4,A3,A4,A3
857.875,499.8466,429,2.875,r,r,A5,F5,F5,D5,r,r,D4,D3,D4,D3,r,r,r,D4,A4,A3,A4,A3
858.0,499.9091,430,1.0,r,r,A5,F5,r,r,r,r,A3,A2,D4,D3,r,r,r,D4,A4,A3,r,r
858.5,500.1591,430,1.5,r,r,A5,F5,D5,F4,r,r,A3,A2,r,r,r,r,r,D4,A4,A3,A4,A3
858.75,500.2841,430,1.75,r,r,A5,F5,D5,F4,r,r,D4,D3,r,r,r,r,r,D4,A4,A3,A4,A3
858.875,500.3466,430,1.875,r,r,A5,F5,D5,F4,r,r,F4,F3,r,r,r,r,r,D4,A4,A3,A4,A3
859.0,500.4091,430,2.0,r,r,G5,E5,r,r,r,r,G4,E4,r,r,r,r,r,C#4,B-4,B-3,r,r
859.25,500.5341,430,2.25,r,r,G5,E5,r,r,B-3,r,G4,E4,r,r,r,r,r,B-4,B-4,B-3,r,r
859.5,500.6591,430,2.5,r,r,G5,E5,E5,A4,A3,r,G4,E4,r,r,r,r,r,A4,B-4,B-3,A4,A3
859.875,500.8466,430,2.875,r,r,G5,E5,E5,A4,G3,r,G4,E4,r,r,r,r,r,G5,B-4,B-3,A4,A3
860.0,500.9091,431,1.0,r,r,G5,E5,r,r,G4,r,G4,E4,r,r,r,r,r,G5,B-4,E4,r,r
860.5,501.1591,431,1.5,r,r,G5,E5,G4,G3,G4,r,G4,E4,r,r,r,r,r,G5,B-4,E4,E3,E2
861.0,501.4091,431,2.0,r,r,G5,E5,r,r,G4,r,G4,E4,r,r,r,r,r,G5,B-4,E4,r,r
861.5,501.6591,431,2.5,r,r,G5,E5,B-4,B-3,G4,r,G4,E4,r,r,r,r,r,G5,B-4,E4,G3,G2
861.875,501.8466,431,2.875,r,r,G5,E5,B-4,B-3,E4,r,G4,E4,r,r,r,r,r,E5,B-4,E4,G3,G2
862.0,501.9091,432,1.0,r,r,G5,E5,r,r,C#4,r,G4,E4,r,r,r,r,r,C#5,B-4,E4,r,r
862.5,502.1591,432,1.5,r,r,G5,E5,C#5,C#4,C#4,r,G4,E4,r,r,r,r,r,C#5,B-4,E4,B-3,B-2
862.875,502.3466,432,1.875,r,r,G5,E5,C#5,C#4,B-3,r,G4,E4,r,r,r,r,r,B-4,B-4,E4,B-3,B-2
863.0,502.4091,432,2.0,r,r,G5,E5,r,r,G3,r,G4,E4,r,r,r,r,r,G4,B-4,E4,r,r
863.25,502.5341,432,2.25,B-5,r,G5,E5,r,r,G3,r,G4,E4,r,r,r,r,r,G4,B-4,E4,r,r
863.5,502.6591,432,2.5,A5,r,G5,E5,E5,E4,G3,r,G4,E4,r,r,r,r,r,G4,B-4,E4,C#4,C#3
863.75,502.7841,432,2.75,r,r,G5,E5,E5,E4,G3,r,G4,E4,r,r,r,r,r,G4,B-4,E4,C#4,C#3
863.875,502.8466,432,2.875,G5,r,G5,E5,E5,E4,E3,r,G4,E4,r,r,r,r,r,E4,B-4,E4,C#4,C#3
864.0,502.9091,433,1.0,G6,r,G5,E5,r,r,C#3,r,G4,E4,r,r,r,r,r,C#4,B-4,E4,r,r
864.5,503.1591,433,1.5,G6,r,G5,E5,G5,G4,r,r,G4,E4,r,r,r,r,r,C#4,B-4,E4,E4,E3
865.0,503.4091,433,2.0,G6,r,G5,E5,r,r,r,r,G4,E4,r,r,r,r,r,C#4,B-4,E4,r,r
865.25,503.5341,433,2.25,G6,r,G5,E5,r,r,r,r,G4,E4,r,r,r,r,r,B-4,B-4,E4,r,r
865.5,503.6591,433,2.5,G6,r,G5,E5,B-5,B-4,r,r,G4,E4,r,r,r,r,r,A4,B-4,E4,G4,G3
865.75,503.7841,433,2.75,G6,r,G5,E5,B-5,B-4,r,r,G4,E4,r,r,r,r,r,G4,B-4,E4,G4,G3
865.875,503.8466,433,2.875,E6,r,G5,E5,B-5,B-4,r,r,G4,E4,r,r,r,r,r,G4,B-4,E4,G4,G3
866.0,503.9091,434,1.0,C#6,r,G5,E5,r,r,r,r,G4,E4,r,r,r,r,r,G4,B-4,E4,r,r
866.5,504.1591,434,1.5,C#6,r,G5,E5,E5,E4,r,r,G4,E4,r,r,r,r,r,G4,B-4,E4,A4,A3
866.75,504.2841,434,1.75,B-5,r,G5,E5,E5,E4,r,r,G4,E4,r,r,r,r,r,G4,B-4,E4,A4,A3
866.875,504.3466,434,1.875,G5,r,G5,E5,E5,E4,r,r,G4,E4,r,r,r,r,r,G4,B-4,E4,A4,A3
867.0,504.4091,434,2.0,F#5,r,A5,C5,r,r,r,r,A4,F#4,E-4,C4,r,r,r,A4,C5,E-4,r,r
867.25,504.5341,434,2.25,F#5,r,A5,C5,r,r,C4,r,A4,F#4,E-4,C4,r,r,r,C5,C5,E-4,r,r
867.5,504.6591,434,2.5,r,r,A5,C5,F#5,F#4,B-3,r,A4,F#4,E-4,C4,r,r,r,B-4,C5,E-4,D3,D2
867.75,504.7841,434,2.75,r,r,A5,C5,F#5,F#4,r,r,A4,F#4,E-4,C4,r,r,r,A4,C5,E-4,D3,D2
867.875,504.8466,434,2.875,r,r,A5,C5,F#5,F#4,A3,r,A4,F#4,E-4,C4,r,r,r,C6,C5,E-4,D3,D2
868.0,504.9091,435,1.0,r,r,A5,C5,r,r,C4,r,A4,F#4,E-4,C4,r,r,r,C6,C5,E-4,r,r
868.5,505.1591,435,1.5,r,r,A5,C5,A4,A3,C4,r,A4,F#4,E-4,C4,r,r,r,C6,C5,E-4,F#2,F#1
869.0,505.4091,435,2.0,r,r,A5,C5,r,r,C4,r,A4,F#4,E-4,C4,r,r,r,C6,C5,E-4,r,r
869.5,505.6591,435,2.5,r,r,A5,C5,C5,C4,C4,r,A4,F#4,E-4,C4,r,r,r,C6,C5,E-4,A2,A1
869.875,505.8466,435,2.875,r,r,A5,C5,C5,C4,A3,r,A4,F#4,E-4,C4,r,r,r,A5,C5,E-4,A2,A1
870.0,505.9091,436,1.0,r,r,A5,C5,r,r,F#3,r,A4,F#4,E-4,C4,r,r,r,F#5,C5,E-4,r,r
870.5,506.1591,436,1.5,r,r,A5,C5,E-5,E-4,F#3,r,A4,F#4,E-4,C4,r,r,r,F#5,C5,E-4,C3,C2
870.875,506.3466,436,1.875,r,r,A5,C5,E-5,E-4,E-3,r,A4,F#4,E-4,C4,r,r,r,E-5,C5,E-4,C3,C2
871.0,506.4091,436,2.0,r,r,A5,C5,r,r,C3,r,A4,F#4,E-4,C4,r,r,r,C5,C5,E-4,r,r
871.25,506.5341,436,2.25,r,r,A5,C5,E-5,r,C3,r,A4,F#4,E-4,C4,r,r,r,C5,C5,E-4,r,r
871.5,506.6591,436,2.5,r,r,A5,C5,D5,F#4,C3,r,A4,F#4,E-4,C4,r,r,r,C5,C5,E-4,E-3,E-2
871.75,506.7841,436,2.75,r,r,A5,C5,r,F#4,C3,r,A4,F#4,E-4,C4,r,r,r,C5,C5,E-4,E-3,E-2
871.875,506.8466,436,2.875,r,r,A5,C5,C5,F#4,A2,r,A4,F#4,E-4,C4,r,r,r,A4,C5,E-4,E-3,E-2
872.0,506.9091,437,1.0,r,r,A5,C5,C6,r,F#2,r,A4,F#4,E-4,C4,r,r,r,F#4,C5,E-4,r,r
872.5,507.1591,437,1.5,r,r,F#5,C5,C6,C4,r,r,A4,F#4,E-4,C4,r,r,r,F#4,C5,E-4,A3,A2
873.0,507.4091,437,2.0,r,r,F#5,C5,C6,r,r,r,A4,F#4,E-4,C4,r,r,r,F#4,C5,E-4,r,r
873.25,507.5341,437,2.25,r,r,F#5,C5,C6,r,r,r,A4,F#4,E-4,C4,r,r,r,A4,C5,E-4,r,r
873.5,507.6591,437,2.5,r,r,F#5,C5,C6,E-4,r,r,A4,F#4,E-4,C4,r,r,r,G4,C5,E-4,C4,C3
873.75,507.7841,437,2.75,r,r,F#5,C5,C6,E-4,r,r,A4,F#4,E-4,C4,r,r,r,F#4,C5,E-4,C4,C3
873.875,507.8466,437,2.875,r,r,F#5,C5,A5,E-4,r,r,A4,F#4,E-4,C4,r,r,r,F#4,C5,E-4,C4,C3
874.0,507.9091,438,1.0,r,r,F#5,C5,F#5,r,r,r,A4,F#4,E-4,C4,r,r,r,F#4,C5,E-4,r,r
874.5,508.1591,438,1.5,r,r,F#5,C5,F#5,F#4,r,r,A4,F#4,E-4,C4,r,r,r,F#4,C5,E-4,E-4,E-3
874.75,508.2841,438,1.75,r,r,F#5,C5,E-5,F#4,r,r,A4,F#4,E-4,C4,r,r,r,F#4,C5,E-4,E-4,E-3
874.875,508.3466,438,1.875,r,r,F#5,C5,C5,F#4,r,r,A4,F#4,E-4,C4,r,r,r,F#4,C5,E-4,E-4,E-3
875.0,508.4091,438,2.0,r,r,A5,C5,A4,r,r,r,A4,F#4,E-4,C4,r,r,r,F#4,C5,A3,r,r
875.1667,508.4924,438,2.1667,r,r,A5,C5,A4,r,r,r,A4,F#4,E-4,C4,r,r,r,F#4,C5,A3,r,r
