qstamp,tstamp,measure,beat,Tromba 1,Tromba 2,Tromba 3,Timpani,Traverso 1,Traverso 2,Oboe 1,Oboe 2,Violin 1,Violin 2,Viola,Soprano 1,Alto 1,Tenor 1,Bass 1,Soprano 2,Alto 2,Tenor 2,Bass 2,Continuo
204.0,123.6364,137,1.6667,G5,E5,r,r,G5,G5,G5,r,G5,r,r,r,r,r,r,r,r,r,r,C#3
204.25,123.7879,137,1.8333,G5,E5,r,r,E5,E5,E5,r,E5,r,r,r,r,r,r,r,r,r,r,C#3
204.5,123.9394,138,1.0,F#5,D5,r,r,F#5,F#5,F#5,r,F#5,r,r,r,r,r,r,r,r,r,r,D3
204.75,124.0909,138,1.1667,F#5,D5,r,r,E5,E5,E5,r,E5,r,r,r,r,r,r,r,r,r,r,D3
205.0,124.2424,138,1.3333,F#5,D5,A4,D3,F#5,F#5,F#5,D4,F#5,D4,A3,r,r,r,r,r,r,r,r,D4
205.25,124.3939,138,1.5,E5,C#5,A4,D3,G5,G5,G5,D4,G5,D4,A3,r,r,r,r,r,r,r,r,D4
205.5,124.5455,138,1.6667,F#5,D5,A4,A2,A5,A5,A5,F#4,A5,F#4,D4,r,r,r,r,r,r,r,r,C#4
205.75,124.697,138,1.8333,F#5,D5,A4,A2,F#5,F#5,F#5,F#4,F#5,F#4,D4,r,r,r,r,r,r,r,r,C#4
206.0,124.8485,139,1.0,F#5,D5,A4,D3,D5,D5,D5,B4,D5,B4,F#4,r,r,r,r,r,r,r,r,B3
206.25,125.0,139,1.1667,F#5,D5,A4,D3,C#5,C#5,C#5,B4,C#5,B4,E4,r,r,r,r,r,r,r,r,B3
206.5,125.1515,139,1.3333,r,r,r,r,D5,D5,D5,B4,D5,B4,F#4,r,r,r,r,r,r,r,r,B2
206.75,125.303,139,1.5,r,r,r,r,E5,E5,E5,B4,E5,B4,G4,r,r,r,r,r,r,r,r,B2
207.0,125.4545,139,1.6667,r,r,r,r,F#5,F#5,F#5,B4,F#5,B4,A4,r,r,r,r,r,r,r,r,A2
207.25,125.6061,139,1.8333,r,r,r,r,D5,D5,D5,B4,D5,B4,F#4,r,r,r,r,r,r,r,r,A2
207.5,125.7576,140,1.0,r,r,r,r,B4,B4,B4,B4,B4,B4,D4,r,r,r,r,r,r,r,r,G2
207.75,125.9091,140,1.1667,r,r,r,r,B4,B4,B4,A4,B4,A4,D4,r,r,r,r,r,r,r,r,G2
208.0,126.0606,140,1.3333,r,r,r,r,B5,B5,B5,B4,B5,B4,G4,r,r,r,r,r,r,r,r,G3
208.25,126.2121,140,1.5,r,r,r,r,B5,B5,B5,C#5,B5,C#5,G4,r,r,r,r,r,r,r,r,G3
208.5,126.3636,140,1.6667,r,r,r,r,A5,A5,A5,E-5,A5,E-5,A4,r,r,r,r,r,r,r,r,F#3
208.75,126.5152,140,1.8333,r,r,r,r,A5,A5,A5,B4,A5,B4,A4,r,r,r,r,r,r,r,r,F#3
209.0,126.6667,141,1.0,r,r,r,r,G5,G5,G5,E5,G5,E5,B4,r,r,r,r,r,r,r,r,E3
209.25,126.8182,141,1.1667,r,r,r,r,F#5,F#5,F#5,E-5,F#5,E-5,A4,r,r,r,r,r,r,r,r,E3
209.5,126.9697,141,1.3333,r,r,r,r,E5,E5,E5,E5,E5,E5,G4,r,r,r,r,r,r,r,r,E2
209.75,127.1212,141,1.5,r,r,r,r,E5,E5,E5,F#5,E5,F#5,A4,r,r,r,r,r,r,r,r,E2
210.0,127.2727,141,1.6667,r,r,r,r,E5,E5,E5,G5,E5,G5,B4,r,r,r,r,r,r,r,r,D2
210.25,127.4242,141,1.8333,r,r,r,r,E5,E5,E5,E5,E5,E5,G4,r,r,r,r,r,r,r,r,D2
210.5,127.5758,142,1.0,r,r,r,r,E5,E5,E5,A5,E5,A5,E4,r,r,r,r,r,r,r,r,C#2
210.75,127.7273,142,1.1667,r,r,r,r,D5,D5,D5,A5,D5,A5,E4,r,r,r,r,r,r,r,r,C#2
211.0,127.8788,142,1.3333,G5,E5,A4,A2,E5,E5,E5,A4,E5,A4,C#4,r,r,r,r,r,r,r,r,C#3
211.25,128.0303,142,1.5,F#5,D5,A4,A2,F#5,F#5,F#5,A4,F#5,A4,C#4,r,r,r,r,r,r,r,r,C#3
211.5,128.1818,142,1.6667,G5,E5,A4,A2,G5,G5,G5,B4,G5,B4,E4,r,r,r,r,r,r,r,r,B2
211.75,128.3333,142,1.8333,G5,E5,A4,A2,E5,E5,E5,B4,E5,B4,E4,r,r,r,r,r,r,r,r,B2
212.0,128.4848,143,1.0,G5,E5,A4,A2,C#5,C#5,C#5,C#5,C#5,C#5,E4,r,r,r,r,r,r,r,r,A2
212.25,128.6364,143,1.1667,G5,E5,A4,A2,B4,B4,B4,D5,B4,D5,E4,r,r,r,r,r,r,r,r,A2
212.5,128.7879,143,1.3333,r,r,r,r,C#5,C#5,C#5,E5,C#5,E5,A3,r,r,r,r,r,r,r,r,A3
212.75,128.9394,143,1.5,r,r,r,r,D5,D5,D5,E5,D5,E5,B3,r,r,r,r,r,r,r,r,A3
213.0,129.0909,143,1.6667,r,r,r,r,E5,E5,E5,E5,E5,E5,C#4,r,r,r,r,r,r,r,r,G3
213.25,129.2424,143,1.8333,r,r,r,r,C#5,C#5,C#5,E5,C#5,E5,C#4,r,r,r,r,r,r,r,r,G3
213.5,129.3939,144,1.0,r,r,r,r,A4,A4,A4,E5,A4,E5,C#4,r,r,r,r,r,r,r,r,F#3
213.75,129.5455,144,1.1667,r,r,r,r,A4,A4,A4,C#5,A4,C#5,C#4,r,r,r,r,r,r,r,r,F#3
214.0,129.697,144,1.3333,r,r,r,r,A5,A5,A5,A4,A5,A4,D4,r,r,r,r,r,r,r,r,F#2
214.25,129.8485,144,1.5,r,r,r,r,A5,A5,A5,B4,A5,B4,D4,r,r,r,r,r,r,r,r,F#2
214.5,130.0,144,1.6667,r,r,r,r,G5,G5,G5,C#5,G5,C#5,E4,r,r,r,r,r,r,r,r,E2
214.75,130.1515,144,1.8333,r,r,r,r,G5,G5,G5,A4,G5,A4,E4,r,r,r,r,r,r,r,r,E2
215.0,130.303,145,1.0,r,r,r,r,F#5,F#5,F#5,D5,F#5,D5,A3,r,r,r,r,r,r,r,r,D2
215.25,130.4545,145,1.1667,r,r,r,r,E5,E5,E5,D5,E5,D5,A3,r,r,r,r,r,r,r,r,D2
215.5,130.6061,145,1.3333,r,r,r,r,D5,D5,D5,A4,D5,A4,D4,r,r,r,r,r,r,r,r,F#2
215.75,130.7576,145,1.5,r,r,r,r,D5,D5,D5,G4,D5,G4,D4,r,r,r,r,r,r,r,r,F#2
216.0,130.9091,145,1.6667,F#5,D5,A4,D3,C5,C5,C5,A4,C5,A4,F#4,r,r,r,r,r,r,r,r,D2
216.25,131.0606,145,1.8333,F#5,D5,A4,D3,C5,C5,C5,F#4,C5,F#4,F#4,r,r,r,r,r,r,r,r,D2
216.5,131.2121,146,1.0,F#5,D5,D4,D3,C5,C5,C5,D4,C5,D4,G4,r,r,r,r,r,r,r,r,G2
216.75,131.3636,146,1.1667,F#5,D5,D4,D3,B4,B4,B4,D4,B4,D4,G4,r,r,r,r,r,r,r,r,G2
217.0,131.5152,146,1.3333,E5,r,r,r,E5,E5,E5,B4,E5,B4,G4,r,r,r,r,r,r,r,r,G3
217.25,131.6667,146,1.5,E5,r,r,r,C#5,C#5,C#5,B4,C#5,B4,G4,r,r,r,r,r,r,r,r,G3
217.5,131.8182,146,1.6667,G5,E5,r,r,D5,D5,D5,G4,D5,G4,B4,r,r,r,r,r,r,r,r,E3
217.75,131.9697,146,1.8333,G5,E5,r,r,B4,B4,B4,G4,B4,G4,B4,r,r,r,r,r,r,r,r,E3
218.0,132.1212,147,1.0,G5,E5,r,r,C#5,C#5,C#5,E4,C#5,E4,A4,r,r,r,r,r,r,r,r,A2
218.25,132.2727,147,1.1667,G5,E5,r,r,A4,A4,A4,E4,A4,E4,A4,r,r,r,r,r,r,r,r,A2
218.5,132.4242,147,1.3333,F#5,r,r,r,F#5,F#5,F#5,C#5,F#5,C#5,A4,r,r,r,r,r,r,r,r,A3
218.75,132.5758,147,1.5,F#5,r,r,r,D5,D5,D5,C#5,D5,C#5,A4,r,r,r,r,r,r,r,r,A3
219.0,132.7273,147,1.6667,A5,F#5,F#4,A2,E5,E5,E5,A4,E5,A4,C#5,r,r,r,r,r,r,r,r,F#3
219.25,132.8788,147,1.8333,A5,F#5,F#4,A2,C#5,C#5,C#5,A4,C#5,A4,C#5,r,r,r,r,r,r,r,r,F#3
219.5,133.0303,148,1.0,F#5,D5,F#4,D3,D5,D5,D5,F#4,D5,F#4,B4,r,r,r,r,r,r,r,r,B2
220.0,133.3333,148,1.3333,G5,E5,D5,D3,E5,E5,E5,B4,E5,B4,E4,r,r,r,r,r,r,r,r,G2
220.25,133.4848,148,1.5,F#5,F#5,D5,D3,E5,E5,E5,B4,E5,B4,E4,r,r,r,r,r,r,r,r,G2
220.5,133.6364,148,1.6667,E5,G5,A4,A2,C#5,C#5,C#5,E4,C#5,E4,A4,r,r,r,r,r,r,r,r,A2
220.75,133.7879,148,1.8333,F#5,A5,A4,A2,C#5,C#5,C#5,E4,C#5,E4,A4,r,r,r,r,r,r,r,r,A2
221.0,133.9394,149,1.0,D5,F#5,A4,D3,D5,D5,D5,F#4,D5,F#4,A4,r,r,r,r,r,r,r,r,D2
