qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,"D, A Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
585.25,400.3068,293,2.25,E6,r,D6,r,D6,r,E3,r,G4,r,C4,C4,C5,C5,r,G5,B-4,E4,C2,r
585.5,400.4773,293,2.5,E6,r,C6,r,C6,r,E3,r,G4,r,C4,C4,r,r,r,G5,B-4,F4,G3,r
585.75,400.6477,293,2.75,E6,r,B-5,r,B-5,r,E3,r,G4,r,C4,C4,r,r,r,G5,B-4,G4,G3,r
586.0,400.8182,294,1.0,E6,r,B-5,r,B-5,r,E3,r,G4,r,C4,C4,r,r,r,G5,B-4,G4,G3,r
586.25,400.9886,294,1.25,E6,r,B-5,r,B-5,r,E3,r,G4,r,C4,C4,r,r,r,E5,G4,G4,G3,r
586.5,401.1591,294,1.5,E6,r,B-5,r,B-5,r,E3,r,G4,E4,B-3,B-3,r,r,r,F5,A4,G4,C3,r
586.75,401.3295,294,1.75,E6,r,B-5,r,B-5,r,E3,r,G4,E4,B-3,B-3,r,r,r,G5,B-4,G4,C3,r
587.0,401.5,294,2.0,E6,r,B-5,r,B-5,r,E3,r,G4,E4,B-3,B-3,C5,C5,r,G5,B-4,G4,C2,r
587.25,401.6705,294,2.25,E6,r,D6,r,D6,r,E3,r,G4,E4,B-3,B-3,C5,C5,r,G5,B-4,G3,C2,r
587.5,401.8409,294,2.5,E6,r,C6,r,C6,r,E3,r,G4,E4,B-3,B-3,r,r,r,G5,B-4,A3,B-3,r
587.75,402.0114,294,2.75,E6,r,B-5,r,B-5,r,E3,r,G4,E4,B-3,B-3,r,r,r,G5,B-4,B-3,B-3,r
588.0,402.1818,295,1.0,E6,r,B-5,B-4,B-5,B-4,E3,r,G4,E4,B-3,B-3,r,r,r,G5,E5,G4,B-3,r
588.25,402.3523,295,1.25,E6,r,G5,E5,E5,G4,E4,G3,G4,E4,B-3,B-3,r,r,r,G5,E5,G4,B-3,r
588.5,402.5227,295,1.5,E6,r,A5,F5,F5,A4,F4,A3,G4,E4,B-3,B-3,r,r,r,G5,E4,G4,C#3,r
588.75,402.6932,295,1.75,E6,r,B-5,G5,G5,B-4,G4,B-3,G4,E4,B-3,B-3,r,r,r,G5,E4,G4,C#3,r
589.0,402.8636,295,2.0,E6,r,B-5,G5,G5,B-4,G4,B-3,G4,E4,B-3,B-3,E5,E5,r,G5,E4,G4,C#2,r
589.25,403.0341,295,2.25,G6,r,B-5,G5,G5,B-4,G4,B-3,G4,E4,B-3,B-3,E5,E5,r,B-5,G5,E4,C#2,r
589.5,403.2045,295,2.5,F6,r,B-5,G5,G5,B-4,G4,B-3,G4,E4,B-3,B-3,r,r,r,A5,F5,F4,B-3,r
589.75,403.375,295,2.75,E6,r,B-5,G5,G5,B-4,G4,B-3,G4,E4,B-3,B-3,r,r,r,G5,E5,G4,B-3,r
590.0,403.5455,296,1.0,E6,r,B-5,G5,G5,B-4,G4,B-3,G4,E4,B-3,B-3,r,r,r,G5,E5,B-3,B-3,r
590.25,403.7159,296,1.25,E6,r,G5,E5,E5,G4,E4,G3,G4,E4,B-3,B-3,r,r,r,G5,E5,B-3,B-3,r
590.5,403.8864,296,1.5,E6,r,A5,F5,F5,A4,F4,A3,G4,E4,B-3,B-3,r,r,r,G5,E4,B-3,C#3,r
590.75,404.0568,296,1.75,E6,r,B-5,G5,G5,B-4,G4,B-3,G4,E4,B-3,B-3,r,r,r,G5,E4,B-3,C#3,r
591.0,404.2273,296,2.0,E6,r,B-5,G5,G5,B-4,G4,B-3,G4,E4,B-3,B-3,E5,E5,r,G5,E4,B-3,C#2,r
591.25,404.3977,296,2.25,G6,r,B-5,G5,G5,B-4,G4,B-3,G4,E4,B-3,B-3,E5,E5,r,B-5,G5,G3,C#2,r
591.5,404.5682,296,2.5,F6,r,B-5,G5,G5,B-4,G4,B-3,G4,E4,B-3,B-3,r,r,r,A5,F5,A3,B-3,r
591.75,404.7386,296,2.75,E6,r,B-5,G5,G5,B-4,G4,B-3,G4,E4,B-3,B-3,r,r,r,G5,E5,B-3,B-3,r
592.0,404.9091,297,1.0,E6,E6,B-5,B-4,G5,B-4,G4,B-3,G4,E4,B-3,B-3,E5,A4,A2,G5,E5,B-3,C#3,C#2
592.25,405.0795,297,1.25,G6,G6,G5,G5,G5,G4,G4,G3,G4,E4,B-3,B-3,E5,A4,A2,G5,G5,G4,G4,G3
592.5,405.25,297,1.5,F6,F6,F5,F5,F5,F4,F4,F3,r,r,r,r,r,r,r,F5,F5,F4,F4,F3
592.75,405.4205,297,1.75,E6,E6,E5,E5,E5,E4,E4,E3,r,r,r,r,r,r,r,E5,E5,E4,E4,E3
593.0,405.5909,297,2.0,C#6,C#6,C#5,C#5,C#5,C#4,C#4,C#3,G4,E4,B-3,B-3,E5,A4,A2,C#5,C#5,C#4,C#4,C#3
593.25,405.7614,297,2.25,E6,E6,E5,E5,E5,E4,E4,E3,G4,E4,B-3,B-3,E5,A4,A2,E6,E5,E4,E4,E3
593.5,405.9318,297,2.5,D6,D6,D5,D5,D5,D4,D4,D3,r,r,r,r,r,r,r,D6,D5,D4,D4,D3
593.75,406.1023,297,2.75,C#6,C#6,C#5,C#5,C#5,C#4,C#4,C#3,r,r,r,r,r,r,r,C#6,C#5,C#4,C#4,C#3
594.0,406.2727,298,1.0,G5,G5,G4,G4,G4,G4,G3,G2,G4,E4,B-3,B-3,E5,A4,A2,G5,G5,G3,G3,G2
594.25,406.4432,298,1.25,B-5,B-5,B-4,B-4,B-4,B-4,B-3,B-2,G4,E4,B-3,B-3,E5,A4,A2,B-5,B-5,B-4,B-3,B-2
594.5,406.6136,298,1.5,A5,A5,A4,A4,A4,A4,A3,A2,r,r,r,r,r,r,r,A5,A5,A4,A3,A2
594.75,406.7841,298,1.75,G5,G5,G4,G4,G4,G4,G3,G2,r,r,r,r,r,r,r,G5,G5,G4,G3,G2
595.0,406.9545,298,2.0,E5,E5,E5,E5,E5,E5,E4,E3,G4,E4,B-3,B-3,E5,A4,A2,E5,E5,E4,E3,E2
595.25,407.125,298,2.25,G6,G6,G5,G5,G5,G5,G4,G3,G4,E4,B-3,B-3,E5,A4,A2,G5,G5,G4,G3,G2
595.5,407.2955,298,2.5,F6,F6,F5,F5,F5,F5,F4,F3,r,r,r,r,r,r,r,F5,F5,F4,F3,F2
595.75,407.4659,298,2.75,E6,E6,E5,E5,E5,E5,E4,E3,r,r,r,r,r,r,r,E5,E5,E4,E3,E2
596.0,407.6364,299,1.0,C#6,C#6,C#5,C#5,C#4,C#4,C#3,C#3,G4,E4,B-3,B-3,E5,A4,A2,C#5,C#5,C#4,C#3,C#2
596.25,407.8068,299,1.25,E6,E6,E5,E5,E5,E4,E4,E3,G4,E4,B-3,B-3,E5,A4,A2,E5,E5,E4,E3,E2
596.5,407.9773,299,1.5,D6,D6,D5,D5,D5,D4,D4,D3,r,r,r,r,r,r,r,D5,D5,D4,D3,D2
596.75,408.1477,299,1.75,C#6,C#6,C#5,C#5,C#5,C#4,C#4,C#3,r,r,r,r,r,r,r,C#5,C#5,C#4,C#3,C#2
597.0,408.3182,299,2.0,G5,G5,G4,G4,G4,G4,G3,G2,G4,E4,B-3,B-3,E5,A4,A2,G4,G4,G3,G2,G1
597.25,408.4886,299,2.25,B-5,B-5,B-4,B-4,B-4,B-4,B-3,B-2,G4,E4,B-3,B-3,E5,A4,A2,B-4,B-4,B-3,B-3,B-2
597.5,408.6591,299,2.5,A5,A5,A4,A4,A4,A4,A3,A2,r,r,r,r,r,r,r,A4,A4,A3,A3,A2
597.75,408.8295,299,2.75,G5,G5,G4,G4,G4,G4,G3,G2,r,r,r,r,r,r,r,G4,G4,G3,G3,G2
598.0,409.0,300,1.0,E6,E6,E5,E5,E4,E4,E3,E2,G4,E4,B-3,B-3,A4,A3,A2,E4,E4,E3,E3,E2
598.25,409.1705,300,1.25,F6,F6,F5,F5,F4,F4,F3,F3,G4,E4,B-3,B-3,A4,A3,A2,F4,F4,F3,F3,F2
598.5,409.3409,300,1.5,E6,E6,E5,E5,E4,E4,E3,E3,r,r,r,r,A4,A3,A2,E4,E4,E3,E3,E2
598.75,409.5114,300,1.75,D6,D6,D5,D5,D4,D4,D3,D3,r,r,r,r,A4,A3,A2,D4,D4,D3,D3,D2
599.0,409.6818,300,2.0,C#6,C#6,C#5,C#5,C#4,C#4,C#3,C#3,r,r,r,r,A4,A3,A2,C#4,C#4,C#3,C#3,C#2
599.25,409.8523,300,2.25,B-5,B-5,B-4,B-4,B-4,B-4,B-2,B-2,r,r,r,r,A4,A3,A2,B-3,B-3,B-3,B-2,B-1
599.5,410.0227,300,2.5,A5,A5,A4,A4,A4,A4,A2,A2,r,r,r,r,A4,A3,A2,A3,A3,A3,A2,A1
599.75,410.1932,300,2.75,G5,G5,G4,G4,G4,G4,G2,G2,r,r,r,r,A4,A3,A2,G3,G3,G3,G2,G1
600.0,410.3636,301,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D6,A5,D4,F#2,F#1
601.0,411.0455,301,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#2,F#1
602.0,411.7273,302,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
603.0,412.4091,302,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
603.875,413.0057,302,2.875,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A5,A5,A4,F#3,F#2
604.0,413.0909,303,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D5,D4,F#4,F#3
605.0,413.7727,303,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#4,F#3
605.875,414.3693,303,2.875,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D5,D4,F#4,F#3
606.0,414.4545,304,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A4,A3,F#3,F#2
606.125,414.5398,304,1.125,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A4,A3,F#3,F#2
606.25,414.625,304,1.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A4,A3,F#3,F#2
606.375,414.7102,304,1.375,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A4,A3,F#3,F#2
606.5,414.7955,304,1.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A4,A3,F#3,F#2
606.625,414.8807,304,1.625,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A4,A3,F#3,F#2
606.75,414.9659,304,1.75,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A4,A3,F#3,F#2
606.875,415.0511,304,1.875,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A4,A3,F#3,F#2
607.0,415.1364,304,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
607.125,415.2216,304,2.125,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
607.25,415.3068,304,2.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
607.375,415.392,304,2.375,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
607.5,415.4773,304,2.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
607.625,415.5625,304,2.625,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
607.75,415.6477,304,2.75,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
607.875,415.733,304,2.875,A6,A6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,A4,A4,A2,r,r,r,F#3,F#2
608.0,415.8182,305,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D6,D6,D4,F#2,F#1
609.0,416.5,305,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#2,F#1
610.0,417.1818,306,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
611.0,417.8636,306,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
611.875,418.4602,306,2.875,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D6,D5,D4,F#3,F#2
612.0,418.5455,307,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A5,A4,A3,F#4,F#3
613.0,419.2273,307,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#4,F#3
613.875,419.8239,307,2.875,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A5,A4,A3,F#4,F#3
614.0,419.9091,308,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
614.125,419.9943,308,1.125,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
614.25,420.0795,308,1.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
614.375,420.1648,308,1.375,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
614.5,420.25,308,1.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
614.625,420.3352,308,1.625,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
614.75,420.4205,308,1.75,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
614.875,420.5057,308,1.875,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
615.0,420.5909,308,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
615.125,420.6761,308,2.125,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
615.25,420.7614,308,2.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
615.375,420.8466,308,2.375,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
615.5,420.9318,308,2.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
615.625,421.017,308,2.625,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
615.75,421.1023,308,2.75,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
615.875,421.1875,308,2.875,A6,A6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,A4,A4,A2,r,r,r,F#3,F#2
616.0,421.2727,309,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D6,D6,D4,F#2,F#1
616.875,421.8693,309,1.875,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A5,A4,A3,F#2,F#1
617.0,421.9545,309,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
617.875,422.5511,309,2.875,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A3,A3,F#3,F#2
618.0,422.6364,310,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D4,D4,D4,F#4,F#3
618.125,422.7216,310,1.125,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D4,D4,D4,F#4,F#3
618.25,422.8068,310,1.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D4,D4,D4,F#4,F#3
618.375,422.892,310,1.375,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D4,D4,D4,F#4,F#3
618.5,422.9773,310,1.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#4,F#3
618.625,423.0625,310,1.625,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#4,F#3
618.75,423.1477,310,1.75,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#4,F#3
618.875,423.233,310,1.875,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#4,F#3
619.0,423.3182,310,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.125,423.4034,310,2.125,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.25,423.4886,310,2.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.375,423.5739,310,2.375,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.5,423.6591,310,2.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.625,423.7443,310,2.625,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.75,423.8295,310,2.75,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
619.875,423.9148,310,2.875,A6,A6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,A4,A3,A2,r,r,r,F#3,F#2
620.0,424.0,311,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D6,D6,D4,F#2,F#1
620.25,424.1705,311,1.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A5,A4,A3,F#2,F#1
620.5,424.3409,311,1.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A5,A4,A3,F#2,F#1
620.75,424.5114,311,1.75,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#2,F#1
621.0,424.6818,311,2.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#3,F#2
621.25,424.8523,311,2.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
621.5,425.0227,311,2.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,D5,D4,D3,F#3,F#2
621.75,425.1932,311,2.75,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A3,A3,F#3,F#2
622.0,425.3636,312,1.0,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,r,r,r,F#4,F#3
622.25,425.5341,312,1.25,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A3,A3,F#4,F#3
622.5,425.7045,312,1.5,D6,D6,A5,D5,A4,D4,F#2,F#2,A4,D4,D4,D3,D5,D4,D3,A4,A3,A3,F#4,F#3
622.75,425.875,312,1.75,D6,D6,A5,D5,A4,D4,F#2,F#2,D4,D4,D4,D3,D5,D4,D3,D4,D4,D3,F#4,F#3
623.0,426.0455,312,2.0,D6,D6,B-5,D5,B-4,D4,F#2,F#2,D4,D4,B-3,B-2,D5,D4,D3,r,r,r,F#3,F#2
623.125,426.1307,312,2.125,D6,D6,B-5,D5,B-4,D4,F#2,F#2,D4,D4,B-3,B-2,D5,D4,D3,r,r,r,F#3,F#2
623.25,426.2159,312,2.25,D6,D6,B-5,D5,B-4,D4,F#2,F#2,D4,D4,B-3,B-2,D5,D5,D3,r,r,r,F#3,F#2
623.375,426.3011,312,2.375,D6,D6,B-5,D5,B-4,D4,F#2,F#2,D4,D4,B-3,B-2,D5,D5,D3,r,r,r,F#3,F#2
623.5,426.3864,312,2.5,G#6,G#6,D6,G#5,D5,G#4,F2,F2,D4,D4,B-3,B-2,D5,D5,D3,r,r,r,F3,F2
623.625,426.4716,312,2.625,G#6,G#6,D6,G#5,D5,G#4,F2,F2,D4,D4,B-3,B-2,D5,D5,D3,r,r,r,F3,F2
623.75,426.5568,312,2.75,G#6,G#6,D6,G#5,D5,G#4,F2,F2,D3,D3,B-3,B-2,D4,D4,D3,r,r,r,F3,F2
623.875,426.642,312,2.875,G#6,G#6,D6,G#5,D5,G#4,F2,F2,D3,D3,B-3,B-2,D4,D4,D3,r,r,r,F3,F2
624.0,426.7273,313,1.0,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D6,D6,D5,B-2,B-1
624.25,426.8977,313,1.25,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D6,D5,D4,B-2,B-1
624.5,427.0682,313,1.5,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D6,D5,D4,B-2,B-1
624.75,427.2386,313,1.75,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D4,D3,B-2,B-1
625.0,427.4091,313,2.0,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D5,D4,B-2,B-1
625.25,427.5795,313,2.25,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D4,D4,D3,B-2,B-1
625.5,427.75,313,2.5,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D4,D4,D3,B-2,B-1
625.75,427.9205,313,2.75,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D5,D4,B-2,B-1
626.0,428.0909,314,1.0,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D4,D3,B-2,B-1
626.25,428.2614,314,1.25,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D6,D5,D4,B-2,B-1
626.5,428.4318,314,1.5,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D6,D5,D4,B-2,B-1
626.75,428.6023,314,1.75,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D4,D3,B-2,B-1
627.0,428.7727,314,2.0,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D5,D4,B-2,B-1
627.125,428.858,314,2.125,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D5,D5,D4,B-2,B-1
627.25,428.9432,314,2.25,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D4,D4,D3,B-2,B-1
627.375,429.0284,314,2.375,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D4,D4,D3,B-2,B-1
627.5,429.1136,314,2.5,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D4,D4,D3,B-2,B-1
627.625,429.1989,314,2.625,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D4,D4,D3,B-2,B-1
627.75,429.2841,314,2.75,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,r,r,r,B-2,B-1
627.875,429.3693,314,2.875,G#6,G#6,D6,G#5,D5,G#4,B-1,B-1,F4,F4,B-3,B-2,D5,D4,D3,D6,D5,D4,F2,F1
628.0,429.4545,315,1.0,A6,A6,D6,A5,D5,A4,F2,F2,A4,F4,F4,F3,A4,A3,D3,A5,A4,A3,F2,F1
628.875,430.0511,315,1.875,A6,A6,D6,A5,D5,A4,F2,F2,A4,F4,F4,F3,A4,A3,D3,A5,A4,A3,F2,F1
629.0,430.1364,315,2.0,A6,A6,D6,A5,D5,A4,A2,A2,A4,F4,F4,F3,A4,A3,D3,A5,A4,A3,A2,A1
629.875,430.733,315,2.875,A6,A6,D6,A5,D5,A4,A2,A2,A4,F4,F4,F3,A4,A3,D3,F5,F4,F3,A2,A1
630.0,430.8182,316,1.0,A6,A6,D6,A5,D5,A4,A2,A2,A4,F4,F4,F3,A4,A3,D3,D5,D4,D3,A2,A1
630.875,431.4148,316,1.875,A6,A6,D6,A5,D5,A4,A2,A2,A4,F4,F4,F3,A4,A3,D3,A4,A3,A3,A2,A1
631.0,431.5,316,2.0,A6,A6,D6,A5,D5,A4,D3,D3,A4,F4,F4,F3,A4,A3,D3,F4,F4,F3,D3,D2
631.75,432.0114,316,2.75,A6,A6,D6,A5,D5,A4,D3,D3,A4,F4,F4,F3,D5,D4,D3,A4,A4,A3,D3,D2
631.875,432.0966,316,2.875,D6,D6,D6,D5,D5,D5,D4,D3,D5,D4,F4,D4,D5,D4,D3,F4,F4,F3,D3,D2
632.0,432.1818,317,1.0,A6,A6,A5,A4,A5,A4,A3,A2,A4,A3,F4,D4,A4,A3,D3,D4,D4,F3,D3,D2
632.125,432.267,317,1.125,A6,A6,A5,A4,A5,A4,A3,A2,A4,A3,F4,D4,A4,A3,D3,D5,D4,F3,D3,D2
