qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,G Horn 1,G Horn  2,C Horn 3,C Horn 4,Violin 1,Violin 2,Viola,Violoncello,Contrabass
383.5,160.0572,181,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,B4,r,r
384.0,160.2176,181,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,r,r
384.5,160.3781,181,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,r,r
385.0,160.5385,182,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,C4,r
385.5,160.6989,182,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,B3,r
386.0,160.8594,182,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,r
386.5,161.0198,183,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,E3,r
387.0,161.1802,183,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r
387.5,161.3406,183,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
388.0,161.5011,184,1.0,C6,C6,r,r,E5,A4,A3,F#2,r,r,r,r,C6,r,r,F#2,F#1
388.5,161.6615,184,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,r,F#2,F#1
389.0,161.8219,184,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,C5,r,r
389.5,161.9824,185,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,B4,r,r
390.0,162.1428,185,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,r,r
390.5,162.3032,185,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,r,r
391.0,162.4636,186,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,C4,r
391.5,162.6241,186,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,B3,r
392.0,162.7845,186,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,r
392.5,162.9449,187,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,E3,r
393.0,163.1053,187,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r
393.5,163.2658,187,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
394.0,163.4262,188,1.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,A5,r,r,B2,B1
394.5,163.5866,188,1.3333,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,F#5,r,r,B2,B1
395.0,163.7471,188,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,E5,A4,r,r,r
395.5,163.9075,188,2.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,E-5,F#4,r,r,r
396.0,164.0679,188,2.3333,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,E4,r,r,r
396.5,164.2283,188,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,r,r
397.0,164.3888,188,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r
397.5,164.5492,188,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
398.0,164.7096,188,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,r,r
398.5,164.8701,189,1.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,G5,r,E3,C#3,C#2
399.0,165.0305,189,1.3333,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,E5,r,r,C#3,C#2
399.5,165.1909,189,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G4,r,r,r
400.0,165.3513,189,2.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,C#5,E4,r,r,r
400.5,165.5118,189,2.3333,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,E-4,r,r,r
401.0,165.6722,189,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,G3,r,r
401.5,165.8326,189,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
402.0,165.993,189,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,r,r
402.5,166.1535,189,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#3,r,r
403.0,166.3139,190,1.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,F#5,r,F#3,E-3,E-2
403.5,166.4743,190,1.5,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,E-5,r,r,E-3,E-2
404.0,166.6348,190,2.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,C#5,F#4,r,r,r
404.5,166.7952,190,2.5,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,B4,E-4,r,r,r
405.0,166.9556,190,3.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,C#4,F#4,D3,D2
405.5,167.116,190,3.5,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,B3,D4,D3,D2
406.0,167.2765,191,1.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,F#5,r,C#4,r,r
406.5,167.4369,191,1.5,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,D5,r,B3,r,r
407.0,167.5973,191,2.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,C#5,F#4,r,G#2,G#1
407.5,167.7578,191,2.5,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,B4,D4,r,G#2,G#1
408.0,167.9182,191,3.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,C#4,F#3,r,r
408.5,168.0786,191,3.5,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,B3,D3,r,r
409.0,168.239,192,1.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,B3,G#3,F3,C#3,C#2
410.0,168.5599,192,2.0,B5,G#5,r,r,B4,G#4,B3,G#3,r,r,r,r,B3,G#3,F3,C#3,r
411.0,168.8807,192,3.0,E-6,B5,r,r,E-5,B4,E-4,B3,r,r,r,r,B3,G#3,F3,C#3,r
412.0,169.2016,193,1.0,E-6,B5,r,r,E-5,B4,E-4,B3,r,r,r,r,F4,B3,G#3,C#3,r
413.0,169.5225,193,2.0,C#6,B-5,r,r,C#5,B-4,C#4,B-3,r,r,r,r,F4,B3,G#3,C#3,r
414.0,169.8433,193,3.0,B5,G#5,r,r,B4,G#4,B3,G#3,r,r,r,r,G#4,F4,B3,C#3,r
415.0,170.1642,194,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#2,r
415.5,170.4142,194,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#3,r
416.0,170.6642,194,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#3,r
416.5,170.9142,194,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#4,r
417.0,171.1642,194,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,B3,E-4,r
417.5,171.4142,194,3.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,E-4,B3,r
418.0,171.6642,195,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#2,r
418.5,171.9142,195,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#3,r
419.0,172.1642,195,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#3,r
419.5,172.4142,195,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#4,r
420.0,172.6642,195,3.0,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G#4,F4,B3,r
420.5,172.9142,195,3.5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B4,F4,G#3,r
421.0,173.1642,196,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#2,r
421.5,173.4142,196,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#3,r
422.0,173.6642,196,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#3,r
422.5,173.9142,196,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,F#4,C#4,B-3,r
423.0,174.1642,196,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,C#4,G#3,r
423.5,174.4142,196,3.5,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,C#4,C#3,r
424.0,174.6642,197,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#2,r
424.5,174.9142,197,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#3,r
425.0,175.1642,197,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#3,r
425.5,175.4142,197,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#4,r
426.0,175.6642,197,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,E-4,F#4,r
426.3333,175.8308,197,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E4,C#4,F#4,r
426.6667,175.9975,197,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,G#4,E-4,B3,r,r
427.0,176.1642,198,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#4,B-3,r,r
427.5,176.4142,198,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#4,B-3,F#2,r
428.0,176.6642,198,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,G#3,r,r
428.5,176.9142,198,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,G#3,F#2,r
429.0,177.1642,198,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,E3,r,r
429.5,177.4142,198,3.5,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,E3,F#2,r
430.0,177.6642,199,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B3,E-3,B2,B1
430.5,177.9142,199,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B3,E-3,F#2,F#2
431.0,178.1642,199,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E-4,B3,F#3,B2,B2
431.5,178.4142,199,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E-4,B3,F#3,F#3,r
432.0,178.6642,199,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,E-4,F#3,r
432.3333,178.8308,199,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E4,C#4,F#3,r
432.6667,178.9975,199,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,G#4,E-4,B3,r,r
433.0,179.1642,200,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#4,B-3,r,r
433.5,179.4142,200,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#4,B-3,F#2,r
434.0,179.6642,200,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,G#3,r,r
434.5,179.9142,200,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,G#3,F#2,r
435.0,180.1642,200,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,E3,r,r
435.5,180.4142,200,3.5,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,E3,F#2,r
436.0,180.6642,201,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-3,G3,E3,r,r
436.5,180.9142,201,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-3,G3,E3,B2,B1
437.0,181.1642,201,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,F#3,F#2
437.5,181.4142,201,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,B2,B2
438.0,181.6642,201,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,E-3,r
438.5,181.9142,201,3.5,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,F#3,r
439.0,182.1642,202,1.0,r,r,E5,E5,C#5,B-4,G4,G4,r,r,r,r,r,r,r,B2,r
439.5,182.4142,202,1.5,r,r,E5,E5,C#5,B-4,G4,G4,r,r,r,r,r,r,r,F#3,r
440.0,182.6642,202,2.0,r,r,E-5,E-5,E-5,B4,F#4,F#4,r,r,r,r,r,r,r,B3,r
440.5,182.9142,202,2.5,r,r,E-5,E-5,E-5,B4,F#4,F#4,r,r,r,r,r,r,r,F#3,r
441.0,183.1642,202,3.0,r,r,E-5,E-5,E-5,B4,F#4,F#4,r,r,r,r,r,r,r,B2,r
441.5,183.4142,202,3.5,r,r,E-5,E-5,E-5,B4,F#4,F#4,r,r,r,r,r,r,r,F#3,r
442.0,183.6642,203,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-3,G3,E3,r,r
442.5,183.9142,203,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-3,G3,E3,B2,B1
443.0,184.1642,203,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,F#3,F#2
443.5,184.4142,203,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,B2,B2
444.0,184.6642,203,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,E-3,r
444.5,184.9142,203,3.5,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,F#3,r
445.0,185.1642,204,1.0,r,r,G5,E5,C#5,B-4,r,r,r,r,r,r,r,r,r,B2,r
445.5,185.4142,204,1.5,r,r,G5,E5,C#5,B-4,r,r,r,r,r,r,r,r,r,F#3,r
446.0,185.6642,204,2.0,r,r,F#5,E-5,E-5,B4,r,r,r,r,r,r,r,r,r,B3,r
446.5,185.9142,204,2.5,r,r,F#5,E-5,E-5,B4,r,r,r,r,r,r,r,r,r,F#3,r
447.0,186.1642,204,3.0,r,r,F#5,E-5,E-5,B4,r,r,r,r,r,r,r,r,r,B2,r
447.5,186.4142,204,3.5,r,r,F#5,E-5,E-5,B4,r,r,r,r,r,r,r,r,r,F#3,r
448.0,186.6642,205,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G5,E5,C#5,B2,r
448.5,186.9142,205,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,E5,C#5,F#3,r
449.0,187.1642,205,2.0,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,E-5,B3,r
449.5,187.4142,205,2.5,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,E-5,F#3,r
450.0,187.6642,205,3.0,r,r,r,r,r,r,r,r,r,r,r,r,G5,E5,C#5,B2,r
450.5,187.9142,205,3.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,E5,C#5,F#3,r
451.0,188.1642,206,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,E-5,B3,r
451.5,188.4142,206,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,E-5,F#3,r
452.0,188.6642,206,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,G4,C#5,B2,r
452.5,188.9142,206,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E5,G4,C#5,F#3,r
453.0,189.1642,206,3.0,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,E-5,B3,r
453.5,189.4142,206,3.5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,E-5,F#3,r
454.0,189.6642,207,1.0,r,r,r,r,r,r,B3,G3,r,r,r,r,E5,G4,r,G2,G2
454.5,189.9142,207,1.5,r,r,r,r,r,r,B3,G3,r,r,r,r,E5,G4,r,D3,G2
455.0,190.1642,207,2.0,r,r,r,r,r,r,B3,G3,r,r,r,r,D5,F4,r,B3,r
455.5,190.4142,207,2.5,r,r,r,r,r,r,B3,G3,r,r,r,r,D5,F4,r,G3,r
456.0,190.6642,207,3.0,r,r,r,r,r,r,B3,G3,r,r,r,r,D5,F4,r,G2,G2
456.5,190.9142,207,3.5,r,r,r,r,r,r,B3,G3,r,r,r,r,E5,G4,r,G3,G2
457.0,191.1642,208,1.0,r,r,r,r,r,r,G3,C3,r,r,r,r,D5,F4,r,C2,C2
457.5,191.4142,208,1.5,r,r,r,r,r,r,G3,C3,r,r,r,r,C5,E4,r,C3,C2
458.0,191.6642,208,2.0,r,r,r,r,r,r,C4,D3,F#4,F#4,r,r,B4,D4,F#4,D2,D2
458.5,191.9142,208,2.5,r,r,r,r,r,r,C4,D3,F#4,F#4,r,r,A4,C4,F#4,D3,D2
459.0,192.1642,208,3.0,r,r,r,r,r,r,B3,G3,G4,G4,r,r,B4,D4,G4,G2,G2
459.5,192.4142,208,3.5,r,r,r,r,r,r,B3,G3,G4,G4,r,r,G4,B3,G4,D3,G2
460.0,192.6642,209,1.0,r,r,r,r,r,r,G3,B2,G4,G4,r,r,E5,G4,G4,B2,B1
460.5,192.9142,209,1.5,r,r,r,r,r,r,G3,B2,G4,G4,r,r,E5,G4,G4,D3,B1
461.0,193.1642,209,2.0,r,r,r,r,r,r,G3,B2,G4,G4,r,r,D5,F4,G4,G3,r
461.5,193.4142,209,2.5,r,r,r,r,r,r,G3,B2,G4,G4,r,r,D5,F4,G4,D3,r
462.0,193.6642,209,3.0,r,r,r,r,r,r,G#3,G#2,G#4,G#4,r,r,D5,F4,G#4,B-2,B-1
462.5,193.9142,209,3.5,r,r,r,r,r,r,G#3,G#2,G#4,G#4,r,r,E5,E4,G#4,G3,B-1
463.0,194.1642,210,1.0,r,r,r,r,r,r,A3,A2,A4,A4,r,r,F5,D4,A4,A2,A1
463.5,194.4142,210,1.5,r,r,r,r,r,r,A3,A2,A4,A4,r,r,E5,G4,A4,A3,A1
464.0,194.6642,210,2.0,r,r,r,r,r,r,A3,A2,A4,A4,r,r,D5,F4,A4,r,r
464.5,194.9142,210,2.5,r,r,r,r,r,r,A3,A2,A4,A4,r,r,C#5,E4,A4,A3,r
465.0,195.1642,210,3.0,D6,F5,r,r,D5,F4,A3,D3,A4,A4,r,r,D5,D4,A4,r,D2
465.5,195.4142,210,3.5,D6,F5,r,r,D5,F4,A3,D3,A4,A4,r,r,D5,D4,A4,D3,D2
466.0,195.6642,211,1.0,D6,F5,r,r,D5,F4,A3,D3,A4,A4,r,r,r,r,A4,G2,G1
466.5,195.9142,211,1.5,D6,F5,r,r,D5,F4,A3,D3,A4,A4,r,r,r,r,A4,D3,G1
467.0,196.1642,211,2.0,D6,F5,r,r,D5,F4,G3,G2,B4,B4,r,r,r,r,B4,G3,r
467.5,196.4142,211,2.5,D6,F5,r,r,D5,F4,G3,G2,B4,B4,r,r,r,r,B4,D3,r
468.0,196.6642,211,3.0,D6,F5,r,r,D5,F4,G3,G2,B4,B4,r,r,r,r,B4,G2,G2
468.5,196.9142,211,3.5,E6,G5,r,r,E5,G4,G3,G2,B4,B4,r,r,r,r,B4,D3,G2
469.0,197.1642,212,1.0,D6,F5,r,r,D5,F4,G3,C3,G4,G4,r,r,r,r,G4,C2,C2
469.5,197.4142,212,1.5,C6,E5,r,r,C5,E4,G3,C3,G4,G4,r,r,r,r,G4,C3,C2
470.0,197.6642,212,2.0,B5,D5,r,r,B4,D4,C4,D3,F#4,F#4,r,r,F#5,r,F#4,D2,D2
470.5,197.9142,212,2.5,A5,C5,r,r,A4,C4,C4,D3,F#4,F#4,r,r,F#5,r,F#4,D3,D2
471.0,198.1642,212,3.0,B5,D5,r,r,B4,D4,B3,G3,G4,G4,r,r,G5,r,G4,G2,G2
471.5,198.4142,212,3.5,G5,B4,r,r,G4,B3,B3,G3,G4,G4,r,r,G5,r,G4,D3,G2
472.0,198.6642,213,1.0,E6,G5,E5,G4,r,r,G3,B2,G4,G4,r,r,G5,r,G4,B2,B1
472.5,198.9142,213,1.5,E6,G5,E5,G4,r,r,G3,B2,G4,G4,r,r,G5,r,G4,D3,B1
473.0,199.1642,213,2.0,D6,F5,D5,F4,r,r,G3,B2,G4,G4,r,r,G5,r,G4,G3,r
473.5,199.4142,213,2.5,D6,F5,D5,F4,r,r,G3,B2,G4,G4,r,r,G5,r,G4,D3,r
474.0,199.6642,213,3.0,D6,F5,D5,F4,r,r,G3,B2,G4,G4,r,r,G5,r,G4,B2,B1
474.5,199.9142,213,3.5,E6,E5,E5,E4,r,r,G3,B2,G4,G4,r,r,G5,r,G4,D3,B1
475.0,200.1642,214,1.0,F6,D5,F5,D4,r,r,D3,B-2,G#4,G#4,r,r,G#5,r,G#4,B-2,B-1
475.5,200.4142,214,1.5,E6,E5,E5,E4,r,r,D3,B-2,G#4,G#4,r,r,G#5,r,G#4,D3,B-1
476.0,200.6642,214,2.0,D6,F5,D5,F4,r,r,D3,B-2,G#4,G#4,r,r,G#5,r,G#4,B-3,r
476.5,200.9142,214,2.5,D6,F5,D5,F4,r,r,D3,B-2,G#4,G#4,r,r,G#5,r,G#4,D3,r
477.0,201.1642,214,3.0,D6,F5,D5,F4,r,r,D3,B-2,G#4,G#4,r,r,G#5,r,G#4,B-2,B-1
477.5,201.4142,214,3.5,E6,E5,E5,E4,r,r,D3,B-2,G#4,G#4,r,r,G#5,r,G#4,D3,B-1
478.0,201.6642,215,1.0,F6,D5,F5,D4,r,r,A3,A2,A4,A4,r,r,A5,r,A4,A2,A1
478.5,201.9142,215,1.5,E6,G5,E5,G4,r,r,A3,A2,A4,A4,r,r,A5,r,A4,D3,A1
479.0,202.1642,215,2.0,D6,F5,D5,F4,r,r,A3,A2,A4,A4,r,r,A5,r,A4,A3,r
479.5,202.4142,215,2.5,D6,F5,D5,F4,r,r,A3,A2,A4,A4,r,r,A5,r,A4,A3,r
480.0,202.6642,215,3.0,C#6,E5,C#5,E4,r,r,A3,A2,A4,A4,r,r,A5,r,A4,A3,A2
480.3333,202.8308,215,3.3333,C#6,E5,C#5,E4,r,r,A3,A2,A4,A4,r,r,B-5,r,A4,A3,A2
480.6667,202.9975,215,3.6667,C#6,E5,C#5,E4,r,r,A3,A2,A4,A4,r,r,A5,r,A4,A3,A2
481.0,203.1642,216,1.0,D6,D5,D5,D4,r,r,A3,D3,A4,A4,r,r,F5,r,A4,D3,D2
481.5,203.4142,216,1.5,D6,D5,D5,D4,r,r,A3,D3,A4,A4,r,r,E5,r,A4,A3,D2
482.0,203.6642,216,2.0,r,r,r,r,r,r,r,r,F4,F4,r,r,D5,r,F4,D4,r
482.5,203.9142,216,2.5,r,r,r,r,r,r,r,r,E4,E4,r,r,D5,r,E4,D4,r
483.0,204.1642,216,3.0,r,r,r,r,r,r,r,r,D4,D4,r,r,D5,D5,D4,D4,r
483.5,204.4142,216,3.5,r,r,r,r,r,r,r,r,D4,D4,r,r,D5,C5,D4,D4,r
484.0,204.6642,217,1.0,r,r,E5,E5,r,r,r,r,D4,D4,r,r,D5,B4,D4,D4,r
484.5,204.9142,217,1.5,r,r,E5,E5,r,r,r,r,D4,D4,r,r,D5,B4,D4,D4,r
485.0,205.1642,217,2.0,r,r,E5,E5,r,r,r,r,D4,D4,r,r,C5,A4,D4,D4,r
485.5,205.4142,217,2.5,r,r,E5,E5,r,r,r,r,D4,D4,r,r,C5,A4,D4,D4,r
486.0,205.6642,217,3.0,r,r,F5,F5,r,r,r,r,D4,D4,r,r,B4,G#4,D4,D4,r
486.5,205.9142,217,3.5,r,r,F5,F5,r,r,r,r,D4,D4,r,r,B4,G#4,D4,D4,r
487.0,206.1642,218,1.0,r,r,D5,D5,r,r,r,r,D4,D4,r,r,C5,A4,D4,D4,r
487.5,206.4142,218,1.5,r,r,D5,D5,r,r,r,r,D4,D4,r,r,C5,A4,D4,D4,r
488.0,206.6642,218,2.0,r,r,D5,D5,r,r,r,r,D4,D4,r,r,B4,G4,D4,D4,r
488.5,206.9142,218,2.5,r,r,D5,D5,r,r,r,r,D4,D4,r,r,B4,G4,D4,D4,r
489.0,207.1642,218,3.0,r,r,E5,E5,r,r,r,r,D4,D4,r,r,A4,F#4,D4,D4,r
489.5,207.4142,218,3.5,r,r,E5,E5,r,r,r,r,D4,D4,r,r,A4,F#4,D4,D4,r
490.0,207.6642,219,1.0,r,r,B4,B4,B4,G4,D4,G3,r,r,r,r,r,r,r,G2,r
490.5,207.9142,219,1.5,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,D3,r
491.0,208.1642,219,2.0,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,G3,r
491.5,208.4142,219,2.5,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,D4,r
492.0,208.6642,219,3.0,r,r,C5,C5,G4,E4,C4,G3,D4,D4,r,r,r,r,r,E4,r
492.5,208.9142,219,3.5,r,r,C5,C5,G4,E4,C4,G3,D4,D4,r,r,r,r,r,C4,r
493.0,209.1642,220,1.0,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,G2,r
493.5,209.4142,220,1.5,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,D3,r
494.0,209.6642,220,2.0,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,G3,r
494.5,209.9142,220,2.5,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,D4,r
495.0,210.1642,220,3.0,r,r,E5,E5,A4,F#4,C4,G3,D4,D4,r,r,r,r,r,C4,r
495.5,210.4142,220,3.5,r,r,E5,E5,A4,F#4,C4,G3,D4,D4,r,r,r,r,r,A3,r
496.0,210.6642,221,1.0,r,r,B4,G4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,G2,r
496.5,210.9142,221,1.5,r,r,B4,G4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,D3,r
497.0,211.1642,221,2.0,r,r,B4,G4,r,r,D4,G3,D4,D4,r,r,r,r,r,G3,r
497.5,211.4142,221,2.5,r,r,D5,G4,r,r,D4,G3,D4,D4,r,r,r,r,r,B3,r
498.0,211.6642,221,3.0,r,r,C5,F#4,r,r,D4,G3,D4,D4,r,r,r,r,r,A3,r
498.5,211.9142,221,3.5,r,r,A4,F#4,r,r,D4,G3,D4,D4,r,r,r,r,r,D3,r
499.0,212.1642,222,1.0,r,r,B-4,G4,r,r,D4,G3,D4,D4,r,r,r,r,r,G3,r
499.5,212.4142,222,1.5,r,r,D5,G4,r,r,D4,G3,D4,D4,r,r,r,r,r,B-3,r
500.0,212.6642,222,2.0,r,r,C5,F#4,r,r,D4,G3,D4,D4,r,r,r,r,r,A3,r
500.5,212.9142,222,2.5,r,r,A4,F#4,r,r,D4,G3,D4,D4,r,r,r,r,r,D3,r
501.0,213.1642,222,3.0,B-5,G5,B-4,G4,B-4,G4,D4,G3,D4,D4,r,r,r,r,r,G3,r
501.5,213.4142,222,3.5,B-5,G5,B-4,G4,B-4,G4,D4,G3,D4,D4,r,r,r,r,r,D3,r
502.0,213.6642,223,1.0,B-5,G5,r,r,B-4,G4,D4,G3,D4,D4,r,r,r,r,r,G2,r
502.5,213.9142,223,1.5,B-5,G5,r,r,B-4,G4,D4,G3,D4,D4,r,r,r,r,r,D3,r
503.0,214.1642,223,2.0,B5,G5,r,r,B4,G4,D4,G3,D4,D4,r,r,r,r,r,G3,r
503.5,214.4142,223,2.5,D6,G5,r,r,D5,G4,D4,G3,D4,D4,r,r,r,r,r,B3,r
504.0,214.6642,223,3.0,C6,F#5,r,r,C5,F#4,D4,G3,D4,D4,r,r,r,r,r,A3,r
504.5,214.9142,223,3.5,A5,F#5,r,r,A4,F#4,D4,G3,D4,D4,r,r,r,r,r,D3,r
505.0,215.1642,224,1.0,B-5,G5,r,r,B-4,G4,D4,G3,D4,D4,r,r,r,r,r,G3,r
