score_qstamp,qstamp,measure,beat,723381_tstamp,729189_tstamp,723373_tstamp,730988_tstamp,736446_tstamp,723385_tstamp,723403_tstamp,723410_tstamp,723394_tstamp,728537_tstamp,736451_tstamp,723377_tstamp,711681_tstamp
110.0,110.0,56,1.0,111.0305,111.5494,129.0684,132.1947,106.8042,121.0484,122.1063,112.2168,199.0484,106.4021,166.4621,111.3084,113.8347
110.5,110.5,56,1.5,111.5368,112.2568,129.6336,132.8168,107.3768,121.5568,122.7368,112.8168,199.6168,106.7968,166.8736,111.8768,114.3536
111.0,111.0,56,2.0,112.1116,112.7316,130.3432,133.2716,107.8316,122.0916,123.1516,113.2432,200.1032,107.1916,167.2716,112.6516,114.8032
111.5,111.5,56,2.5,112.5852,113.1263,131.1863,133.8663,108.4115,122.6693,123.5726,113.6915,200.8841,107.5863,167.7063,113.0463,115.2463
112.0,112.0,57,1.0,113.1266,113.5688,131.5932,134.5466,108.8721,123.2354,124.3077,114.2255,201.3611,107.9888,168.1266,113.4866,115.7266
112.5,112.5,57,1.5,113.6358,114.1358,132.1958,135.0358,109.4558,123.8758,124.8158,114.6958,201.7758,108.5558,168.6158,113.9758,116.3358
113.0,113.0,57,2.0,114.0705,114.5505,132.6505,135.5105,109.8505,124.2705,125.2305,115.0905,202.2105,108.9505,169.0105,114.3705,116.7515
113.5,113.5,57,2.5,114.5759,114.9653,133.1624,136.0159,110.2706,124.6853,125.8053,115.5065,202.7824,109.4012,169.4212,114.7706,117.2412
113.75,113.75,57,2.75,114.8026,115.1826,133.4626,136.2626,110.4826,124.8826,126.0026,115.7626,203.0826,109.6426,169.6626,114.9826,117.4826
114.0,114.0,58,1.0,115.06,115.42,133.74,136.56,110.76,125.22,126.22,116.02,203.36,109.84,169.92,115.38,117.68
114.5,114.5,58,1.5,115.7747,116.1147,134.2747,137.2147,111.2747,125.8147,126.8747,116.5347,203.9147,110.4947,170.3547,115.9547,118.3547
115.0,115.0,58,2.0,116.2095,116.5295,135.1095,137.9895,111.9085,126.3495,127.3095,116.959,204.359,110.9895,170.7495,116.3495,118.8495
115.5,115.5,58,2.5,116.7842,116.9242,135.5842,138.6042,112.5042,127.0042,127.7042,117.3642,205.0242,111.3842,171.1442,116.8242,119.2842
116.0,116.0,59,1.0,117.1789,117.3189,136.0589,139.0589,112.8989,127.3989,128.0989,117.7589,205.4189,111.7789,171.5389,117.2189,119.6789
116.5,116.5,59,1.5,117.6337,117.7737,136.7937,139.4937,113.3537,127.8737,128.5137,118.2937,205.8337,112.1937,171.9337,117.7937,120.0937
117.0,117.0,59,2.0,118.0684,118.3684,137.1884,139.9504,113.7484,128.3484,129.3852,118.7652,206.4756,112.7652,172.3284,118.2284,120.6484
117.5,117.5,59,2.5,118.4632,118.7832,137.7232,140.4632,114.1432,128.9128,129.8632,119.1864,207.016,113.1832,172.7232,118.6664,121.0432
118.0,118.0,60,1.0,118.8579,119.2779,138.2179,141.0579,114.5379,129.3979,130.4179,119.6779,207.4979,113.6579,173.1979,119.1779,121.5179
118.5,118.5,60,1.5,119.5326,119.8578,138.9978,141.6726,115.2126,129.8526,130.9326,120.1526,207.9726,114.2526,173.6526,119.8526,122.0926
119.0,119.0,60,2.0,120.097,120.3674,139.5074,142.2962,115.7748,130.571,131.591,120.7274,208.7792,114.7044,174.0474,120.2474,122.6096
119.5,119.5,60,2.5,120.5621,120.7821,139.9578,142.8505,116.3021,131.1421,132.1621,121.1421,209.2621,115.1621,174.4421,120.6421,123.0421
120.0,120.0,61,1.0,121.0168,121.2168,140.6568,143.3168,116.6968,131.5368,132.5568,121.5368,209.6568,115.5568,174.8368,121.0568,123.4368
120.5,120.5,61,1.5,121.4116,121.7632,141.3032,143.7516,117.1516,132.1316,132.9916,121.9916,210.2716,116.0116,175.2916,121.6516,123.8916
120.75,120.75,61,1.75,121.7889,121.9689,141.5089,144.0356,117.3689,132.3289,133.2778,122.2289,210.5089,116.2889,175.4889,121.8489,124.1289
121.0,121.0,61,2.0,122.0241,122.2241,141.8578,144.3852,117.5989,132.6104,133.5789,122.4515,210.8115,116.4989,175.6863,122.0663,124.3789
121.5,121.5,61,2.5,122.5011,122.7011,142.3266,144.8633,118.0811,133.1011,134.0033,122.9011,211.2611,116.9222,176.0811,122.5011,124.8011
121.75,121.75,61,2.75,122.6984,122.9384,142.7384,145.1384,118.2784,133.2984,134.2584,123.1384,211.4584,117.1584,176.2784,122.6984,125.0568
122.0,122.0,62,1.0,122.9958,123.1558,142.9358,145.3358,118.4758,133.5274,134.5516,123.3358,211.6558,117.3758,176.4758,122.8958,125.2558
122.5,122.5,62,1.5,123.5905,123.721,143.562,145.9505,119.0905,134.066,135.1505,123.7715,212.382,117.8905,176.9505,123.5105,125.703
123.0,123.0,62,2.0,124.0412,124.2477,144.1571,146.5453,119.6171,134.6865,135.7306,124.2718,212.8812,118.3918,177.3453,123.9783,126.2718
123.5,123.5,62,2.5,124.6,124.8,144.84,147.3,120.2,135.46,136.2,124.82,213.36,118.96,177.76,124.52,126.82
124.0,124.0,63,1.0,125.1947,125.2147,145.2347,147.7147,120.6747,135.8547,136.6147,125.2347,213.7747,119.3547,178.1747,124.9147,127.2347
124.5,124.5,63,1.5,125.7085,125.6295,145.6295,148.179,121.1885,136.3895,137.2895,125.7895,214.1895,119.8095,178.5695,125.4695,127.6695
125.0,125.0,63,2.0,126.1242,126.2484,146.3842,148.6126,121.6042,136.881,137.7442,126.1842,214.7314,120.2642,179.0242,125.8642,128.1242
125.5,125.5,63,2.5,126.5989,126.6589,147.2101,149.4189,122.1189,137.4589,138.1589,126.6189,215.4789,120.6589,179.4389,126.3589,128.5389
126.0,126.0,64,1.0,126.9937,127.1474,147.6337,150.0137,122.5137,137.9337,138.7011,127.0337,215.9737,121.1337,179.8337,126.8137,129.0274
126.5,126.5,64,1.5,127.4284,127.6968,148.2356,150.4684,123.0484,138.4884,139.2452,127.4484,216.7052,121.8084,180.2284,127.4284,129.6884
127.0,127.0,64,2.0,128.0432,128.1552,148.8232,151.0696,123.5232,139.0856,139.8064,128.0032,217.1792,122.2032,180.6832,127.8232,130.0832
127.5,127.5,64,2.5,128.4379,128.7179,149.9379,151.7379,124.2979,139.8579,140.3179,128.4179,217.6579,122.6179,181.1379,128.2979,130.4979
128.0,128.0,65,1.0,129.1326,129.1526,150.3326,152.1926,124.6926,140.3652,140.8526,128.9126,218.2126,123.1326,181.5326,128.7126,131.0052
128.5,128.5,65,1.5,129.5474,129.5548,150.7274,152.6074,125.0874,140.7874,141.2474,129.3074,218.6074,123.5474,181.9274,129.1074,131.4074
129.0,129.0,65,2.0,129.9663,130.0642,151.1221,153.1294,125.4821,141.1821,141.9147,129.7484,219.1263,124.0042,182.3221,129.5821,131.8821
129.5,129.5,65,2.5,130.3968,130.4768,151.5768,153.7568,125.8768,141.5968,142.4168,130.1968,219.6168,124.4168,182.7168,130.0768,132.2768
129.75,129.75,65,2.75,130.6942,130.7542,151.9342,154.1342,126.1742,141.8826,142.6542,130.4142,219.9742,124.6542,182.9342,130.3742,132.4942
130.0,130.0,66,1.0,130.9116,131.0232,152.1832,154.3716,126.3916,142.1316,142.9748,130.6716,220.1948,124.8948,183.1664,130.5916,132.7748
130.5,130.5,66,1.5,131.4463,131.5863,152.9063,155.0463,126.9863,142.8663,143.4463,131.2063,220.7463,125.4463,183.5863,131.1463,133.3463
130.75,130.75,66,1.75,131.6437,131.7837,153.1037,155.2437,127.1837,143.0637,143.6437,131.4037,220.9437,125.6437,183.7837,131.3437,133.5437
131.0,131.0,66,2.0,131.9033,132.0022,153.4288,155.4633,127.3822,143.2633,143.9055,131.6022,221.191,125.8622,183.9811,131.5422,133.7611
131.5,131.5,66,2.5,132.3358,132.4674,154.2358,155.9958,127.8358,143.7316,144.4358,132.0958,221.7558,126.2758,184.4158,132.0758,134.1558
131.75,131.75,66,2.75,132.7732,132.7532,154.4332,156.4732,128.1664,144.0732,144.7932,132.3132,222.1932,126.5532,184.6532,132.2732,134.4332
132.0,132.0,67,1.0,132.9915,132.9715,154.6305,156.681,128.423,144.3115,145.022,132.563,222.422,126.802,184.8505,132.584,134.6915
132.5,132.5,67,1.5,133.5453,133.4706,155.0906,157.1453,128.9453,144.9106,145.5506,133.0653,223.0453,127.2253,185.2453,133.0453,135.1053
133.0,133.0,67,2.0,133.94,133.9,155.5,157.66,129.34,145.32,145.96,133.5,223.44,127.62,185.64,133.44,135.54
133.5,133.5,67,2.5,134.3747,134.4147,156.1547,158.2747,129.8347,146.0547,146.6347,133.9547,223.8747,128.0547,186.0347,133.9347,135.9547
134.0,134.0,68,1.0,134.879,134.9495,156.7495,158.8295,130.299,146.4695,147.0295,134.3895,224.419,128.5675,186.4695,134.3685,136.479
134.5,134.5,68,1.5,135.4684,135.4242,157.3842,159.5042,130.8442,147.0642,147.5442,134.9442,224.9842,129.0642,186.8842,134.8842,136.9442
135.0,135.0,68,2.0,135.9389,135.8789,157.7789,159.9189,131.2389,147.4589,148.0789,135.3389,225.5389,129.6189,187.2989,135.2789,137.3589
135.5,135.5,68,2.5,136.4937,136.4337,158.3137,160.7337,131.8937,148.1737,148.6137,135.8137,226.1337,130.0137,187.6937,135.6737,137.8337
136.0,136.0,69,1.0,136.9168,136.9084,159.0884,161.1284,132.2884,148.5684,149.1884,136.2284,226.5884,130.4084,188.1084,136.1884,138.2284
136.5,136.5,69,1.5,137.4232,137.4032,159.6432,161.6432,132.7192,149.1432,149.6896,136.7032,227.1464,130.9064,188.5032,136.7832,138.8664
136.75,136.75,69,1.75,137.6205,137.6005,159.8805,161.862,133.0005,149.3605,149.9605,136.9005,227.3605,131.221,188.7005,136.9805,139.0805
137.0,137.0,69,2.0,137.8179,137.8179,160.1979,162.1579,133.2179,149.5579,150.1579,137.0979,227.5979,131.4379,188.8979,137.1779,139.3337
137.5,137.5,69,2.5,138.3326,138.3126,160.6726,162.7526,133.7526,150.1126,150.6526,137.5326,228.0726,131.8526,189.2926,137.5726,139.7526
137.75,137.75,69,2.75,138.53,138.65,160.97,163.01,133.95,150.43,150.85,137.83,228.37,132.05,189.49,137.83,139.95
138.0,138.0,70,1.0,138.7496,138.8474,161.2622,163.2074,134.1474,150.6422,151.0474,138.0496,228.5748,132.2474,189.6874,138.0274,140.1474
138.5,138.5,70,1.5,139.2842,139.3242,161.8821,163.8421,134.6947,151.1505,151.6821,138.5021,229.1821,132.7842,190.0842,138.4821,140.6842
139.0,139.0,70,2.0,139.7568,139.7768,162.3168,164.4168,135.1968,151.6568,152.1568,139.0368,229.6168,133.3168,190.4968,138.9568,141.1168
139.5,139.5,70,2.5,140.6516,140.5516,163.4716,165.2316,135.7716,152.6716,153.0116,139.4916,230.0916,133.7516,190.8916,139.4316,141.6316
140.0,140.0,71,1.0,141.0463,140.9463,163.8789,165.6263,136.1663,153.0663,153.4063,139.8863,230.5767,134.1715,191.2863,139.8263,142.0852
140.5,140.5,71,1.5,141.4411,141.3532,164.3011,166.1044,136.6222,153.4611,153.8211,140.3011,231.2811,134.6222,191.7211,140.3411,142.5411
141.0,141.0,71,2.0,141.8358,141.9558,164.6958,166.5558,137.0358,153.8558,154.2158,140.6958,231.6758,135.1158,192.1158,140.7958,142.9958
141.5,141.5,71,2.5,142.2305,142.3905,165.1905,167.2505,137.6305,154.4505,154.9105,141.2905,232.2305,135.5305,192.5105,141.3505,143.4305
142.0,142.0,72,1.0,142.6253,142.8053,165.7759,167.8265,138.0653,154.8718,155.3106,141.7012,232.7653,135.9506,192.9053,141.7506,143.8706
142.5,142.5,72,1.5,143.08,143.22,166.48,168.38,138.46,155.46,155.76,142.2,233.3,136.52,193.3,142.28,144.42
143.0,143.0,72,2.0,143.6347,143.8147,166.9947,168.8347,139.1747,155.8547,156.3347,142.6147,233.8347,136.9147,193.6947,142.6747,144.8147
143.5,143.5,72,2.5,144.1295,144.5695,167.8895,169.3895,139.7095,156.476,156.8485,143.1095,234.4695,137.5095,194.0895,143.2495,145.4095
144.0,144.0,73,1.0,144.541,144.9642,168.3252,169.9442,140.1042,156.9936,157.3484,143.5642,234.961,137.961,194.4842,143.6442,145.8442
144.5,144.5,73,1.5,144.9989,145.3589,168.7989,170.3389,140.4989,157.4989,157.8589,143.9589,235.4189,138.4389,194.8789,144.0389,146.2589
145.0,145.0,73,2.0,145.4937,145.7537,169.1937,170.7537,140.9137,157.8937,158.3337,144.3737,235.8337,138.8337,195.2737,144.4874,146.6537
145.5,145.5,73,2.5,146.1084,146.2684,169.7588,171.6368,141.3988,158.7084,158.9084,144.8536,236.2652,139.2284,195.6684,144.9768,147.0936
145.75,145.75,73,2.75,146.3058,146.5858,170.0258,171.9858,141.7658,158.9058,159.1058,145.1858,236.7458,139.4458,195.8658,145.2458,147.3458
146.0,146.0,74,1.0,146.5032,146.8056,170.2328,172.1992,141.9664,159.1032,159.316,145.3864,236.9792,139.6464,196.0632,145.4496,147.5496
146.5,146.5,74,1.5,147.1579,147.3379,171.0979,172.8379,142.5179,159.7579,159.9379,145.8579,237.5179,140.0979,196.5179,145.9779,147.9979
147.0,147.0,74,2.0,147.5526,147.7326,171.4926,173.2326,142.9126,160.1526,160.3326,146.2526,237.9126,140.4926,196.7726,146.3726,148.3926
147.5,147.5,74,2.5,148.0874,148.1274,172.1274,173.9318,143.437,160.817,160.9674,146.8422,238.5074,140.9548,197.1674,146.9874,148.817
148.0,148.0,75,1.0,148.4221,148.8021,172.5221,174.5021,143.8821,161.2821,161.5221,147.2621,239.0621,141.4621,197.5421,147.3821,149.4221
148.3333,148.3333,75,1.3333,148.8652,149.5252,173.0452,175.1452,144.3252,161.7852,161.9852,147.7052,239.6452,142.0652,197.8052,147.9252,149.9852
148.5,148.5,75,1.5,148.9968,149.6568,173.1768,175.2768,144.4568,161.9168,162.1168,147.8368,239.7768,142.1968,197.9368,148.0568,150.1168
148.6667,148.6667,75,1.6667,149.1284,149.7884,173.3084,175.4084,144.5884,162.0484,162.2484,147.9684,239.9168,142.3284,198.0684,148.1884,150.2484
149.0,149.0,75,2.0,149.3916,150.0516,173.5716,175.6716,144.8516,162.3116,162.5116,148.2516,240.1916,142.5916,198.3316,148.4516,150.5116
149.3333,149.3333,75,2.3333,149.6947,150.3347,174.1947,176.2347,145.1747,162.7947,162.8547,148.5347,240.6147,142.8947,198.5947,148.7347,150.8147
149.5,149.5,75,2.5,149.8263,150.4863,174.3263,176.3789,145.3063,162.9263,163.0063,148.6863,240.7463,143.0263,198.7263,148.8663,150.9463
149.6667,149.6667,75,2.6667,150.1358,150.6379,174.4579,176.5379,145.5579,163.1179,163.2579,148.8179,240.9179,143.1579,198.8579,148.9979,151.0779
150.0,150.0,76,1.0,150.4011,150.9011,174.7211,176.8211,145.8411,163.4211,163.6011,149.0811,241.1811,143.5011,199.1211,149.2811,151.3411
150.3333,150.3333,76,1.3333,150.9842,151.3642,175.2242,177.3842,146.3242,163.8484,164.4042,149.3642,241.7442,144.0042,199.4242,149.6242,151.6684
150.5,150.5,76,1.5,151.1158,151.4958,175.3558,177.5158,146.4558,163.9958,164.5358,149.5158,241.8758,144.1358,199.5558,149.7758,151.8558
150.6667,150.6667,76,1.6667,151.2474,151.6274,175.5022,177.6474,146.5874,164.1718,164.6674,149.6874,242.0518,144.2674,199.6874,149.937,152.1948
151.0,151.0,76,2.0,151.5105,151.9105,175.7905,178.0305,146.8705,164.5305,164.9905,150.0105,242.4705,144.5505,200.0305,150.2905,152.5305
151.3333,151.3333,76,2.3333,151.8137,152.2937,176.1737,178.4937,147.2937,165.1537,165.3337,150.3537,242.7937,144.8737,200.3137,150.6737,152.7937
151.5,151.5,76,2.5,151.9453,152.4783,176.3795,178.6359,147.4253,165.2853,165.4653,150.4853,242.9253,145.0253,200.4453,150.8053,152.9959
151.6667,151.6667,76,2.6667,152.0769,152.7569,176.7169,178.7969,147.5569,165.4369,165.5969,150.6169,243.0569,145.1569,200.5769,150.9369,153.1769
152.0,152.0,77,1.0,152.34,153.02,177.04,179.06,147.82,165.72,165.86,150.9,243.34,145.42,200.84,151.2,153.48
152.3333,152.3333,77,1.3333,152.8231,153.3031,177.3231,179.4631,148.3031,166.0031,166.2431,151.2231,243.6831,145.8031,201.1031,151.4631,153.7631
152.5,152.5,77,1.5,152.9547,153.4347,177.4747,179.5947,148.4347,166.1347,166.3747,151.3547,243.8147,145.9347,201.2274,151.5947,153.8947
152.6667,152.6667,77,1.6667,153.0863,153.5663,177.6126,179.7389,148.5663,166.2663,166.5063,151.4863,243.9463,146.0663,201.3263,151.7263,154.0263
153.0,153.0,77,2.0,153.3895,153.9695,178.1095,180.1695,148.8895,166.7295,166.8095,151.879,244.3695,146.3295,201.5895,152.0695,154.2895
153.3333,153.3333,77,2.3333,153.7526,154.3526,178.4726,180.5326,149.1526,167.1126,167.1726,152.1726,244.7326,146.6526,201.8326,152.3726,154.5726
153.5,153.5,77,2.5,153.8842,154.4842,178.6042,180.6684,149.2842,167.2442,167.3084,152.3084,244.8684,146.7842,201.9642,152.5242,154.7042
153.6667,153.6667,77,2.6667,154.0558,154.6158,178.8158,181.0558,149.4558,167.4958,167.4558,152.4958,245.1558,146.9558,202.0958,152.6758,154.8958
153.75,153.75,77,2.75,154.1216,154.6816,178.8816,181.1216,149.5216,167.5616,167.5216,152.5616,245.2216,147.0616,202.1616,152.7416,154.9816
154.0,154.0,78,1.0,154.3189,154.9945,179.0789,181.3789,149.7189,167.7589,167.7989,152.7589,245.4189,147.2589,202.3589,152.9789,155.1789
154.3333,154.3333,78,1.3333,154.8821,155.4221,179.8621,181.8221,150.1821,168.3221,168.4621,153.1621,245.9421,147.7021,202.6221,153.4021,155.6221
154.5,154.5,78,1.5,155.0137,155.5537,179.9937,181.9537,150.3137,168.4537,168.5937,153.2937,246.0737,147.8337,202.7537,153.5337,155.7537
154.6667,154.6667,78,1.6667,155.2053,155.7653,180.1253,182.1412,150.4453,168.5853,168.7253,153.4453,246.2106,147.9653,202.8853,153.6653,155.8853
155.0,155.0,78,2.0,155.5484,156.0884,180.3884,182.5084,150.7084,169.1084,169.0484,153.7084,246.4884,148.2284,203.1484,153.9284,156.1484
155.3333,155.3333,78,2.3333,155.9916,156.5516,180.8316,183.3116,151.2316,169.4916,169.4516,154.0516,247.0516,148.4916,203.4116,154.5316,156.4116
155.5,155.5,78,2.5,156.1832,156.6832,180.9632,183.496,151.3632,169.6232,169.5832,154.1832,247.1832,148.6632,203.5432,154.6632,156.5832
155.6667,155.6667,78,2.6667,156.3348,156.8148,181.1148,183.7148,151.4948,169.7548,169.7148,154.3148,247.3148,148.7948,203.6748,154.7948,156.7148
156.0,156.0,79,1.0,156.5979,157.0958,181.3779,183.9779,151.7579,170.0179,169.9779,154.5779,247.5779,149.0979,203.9379,155.0579,157.0179
156.3333,156.3333,79,1.3333,156.861,157.622,181.881,184.261,152.181,170.601,170.381,154.941,247.981,149.501,204.201,155.321,157.421
156.5,156.5,79,1.5,156.9926,157.7726,182.0126,184.3926,152.3126,170.7326,170.5126,155.0726,248.1126,149.6326,204.3326,155.4526,157.5526
156.6667,156.6667,79,1.6667,157.1242,157.9242,182.1484,184.5242,152.4442,170.8642,170.6642,155.2042,248.2442,149.7642,204.4642,155.5842,157.6842
157.0,157.0,79,2.0,157.3874,158.1874,182.6074,184.7948,152.7074,171.1274,171.0074,155.4674,248.5074,150.0274,204.7274,155.8474,157.9474
157.3333,157.3333,79,2.3333,157.6905,158.5705,182.8905,185.1705,153.0305,171.4505,171.3115,155.7905,248.9505,150.2905,204.9705,156.1505,158.2105
157.5,157.5,79,2.5,157.8221,158.7021,183.0221,185.3147,153.1642,171.6042,171.5021,155.9221,249.0884,150.4221,205.1021,156.2821,158.3421
157.6667,157.6667,79,2.6667,157.9737,158.8337,183.2537,185.5737,153.4137,171.8737,171.7137,156.0937,249.3137,150.6137,205.2337,156.4137,158.4937
157.75,157.75,79,2.75,158.0395,158.8995,183.3195,185.6395,153.4795,171.9395,171.7795,156.1595,249.3995,150.699,205.2995,156.4795,158.619
158.0,158.0,80,1.0,158.2368,159.1136,183.5168,185.8368,153.6768,172.1536,171.9768,156.3568,249.5968,150.8968,205.4968,156.6768,158.8168
158.3333,158.3333,80,1.3333,158.74,159.54,183.88,186.44,154.14,172.68,172.46,156.78,250.1,151.44,205.8,156.94,159.24
158.5,158.5,80,1.5,158.8716,159.7116,184.0916,186.5916,154.2716,172.8316,172.6316,156.9116,250.2516,151.5716,205.9316,157.0716,159.3716
158.6667,158.6667,80,1.6667,159.0032,159.8432,184.2232,186.7632,154.4032,172.9632,172.7632,157.0432,250.4232,151.7032,206.0632,157.2128,159.5032
159.0,159.0,80,2.0,159.2863,160.1263,184.4863,187.0263,154.7063,173.2263,173.0663,157.3063,250.6863,151.9663,206.3263,157.5663,159.7663
159.3333,159.3333,80,2.3333,159.827,160.5694,185.1494,187.6094,155.1494,173.7694,173.6894,157.6894,251.3176,152.2482,206.5894,158.1694,160.1094
159.5,159.5,80,2.5,160.0011,160.7011,185.2811,187.7644,155.2811,173.9011,173.8211,157.8211,251.4811,152.4011,206.7211,158.3011,160.2422
159.6667,159.6667,80,2.6667,160.1327,160.8327,185.4127,187.9527,155.4127,174.0327,173.9527,157.9527,251.6127,152.5327,206.8527,158.4327,160.3927
160.0,160.0,81,1.0,160.3958,161.1958,185.6758,188.2158,155.6758,174.2958,174.2158,158.2158,251.8758,152.7958,207.1158,158.6958,160.7158
160.3333,160.3333,81,1.3333,160.6789,161.4989,186.0989,188.7789,156.0189,174.9189,174.5189,158.5789,252.2189,153.1989,207.3789,159.0389,161.1389
160.5,160.5,81,1.5,160.8105,161.641,186.2305,188.9105,156.1505,175.0505,174.6505,158.7105,252.3505,153.3305,207.4705,159.1905,161.2705
160.6667,160.6667,81,1.6667,160.9421,161.7863,186.3663,189.0568,156.2821,175.1821,174.7821,158.8421,252.4842,153.4621,207.6021,159.3221,161.4021
161.0,161.0,81,2.0,161.2853,162.2453,186.7853,189.4453,156.6053,175.4453,175.1653,159.1053,252.8253,153.7253,207.8053,159.5853,161.6653
161.3333,161.3333,81,2.3333,161.7284,162.5968,187.1684,189.8684,156.9284,175.7284,175.4968,159.4484,253.2884,154.1684,208.1084,159.8484,162.0884
161.5,161.5,81,2.5,161.86,162.74,187.3,190.02,157.08,175.9,175.68,159.6,253.42,154.3,208.24,159.98,162.22
161.6667,161.6667,81,2.6667,162.0316,162.9296,187.5116,190.1516,157.3316,176.0516,175.9316,159.7832,253.5716,154.4516,208.3716,160.1116,162.3632
161.75,161.75,81,2.75,162.0974,163.0374,187.6374,190.2174,157.3974,176.1174,175.9974,159.8574,253.6374,154.5174,208.4374,160.1774,162.4374
162.0,162.0,82,1.0,162.2947,163.2347,187.8347,190.8347,157.5947,176.3347,176.1947,160.0747,253.8947,154.7147,208.6347,160.3747,162.6347
162.3333,162.3333,82,1.3333,162.7979,163.7779,188.7179,191.5979,158.2179,177.1379,176.7179,160.6179,254.5179,155.3379,208.9179,160.9379,163.2779
162.5,162.5,82,1.5,162.9295,163.9095,188.8495,191.7295,158.3495,177.2695,176.8495,160.7495,254.717,155.4695,209.0495,161.0695,163.4095
162.6667,162.6667,82,1.6667,163.0644,164.0455,188.9811,191.8611,158.4811,177.4011,176.9811,160.8811,254.9011,155.6011,209.1811,161.2011,163.5411
163.0,163.0,82,2.0,163.3842,164.3842,189.2442,192.1242,158.7442,177.6642,177.3114,161.1442,255.1726,155.8642,209.4442,161.4642,163.8042
163.3333,163.3333,82,2.3333,163.6473,164.6473,189.5073,192.3873,159.0073,177.9273,177.8473,161.4073,255.5073,156.1273,209.7073,161.7273,164.0673
163.5,163.5,82,2.5,163.7789,164.7789,189.6389,192.5189,159.1389,178.0589,177.9789,161.5389,255.6389,156.2589,209.8389,161.8589,164.1989
163.6667,163.6667,82,2.6667,163.9706,165.1106,189.7706,192.6506,159.2706,178.1906,178.1106,161.6706,255.7706,156.3906,209.9706,161.9906,164.3306
164.0,164.0,83,1.0,164.2674,165.4148,190.0337,192.9137,159.5337,178.4537,178.3737,161.9337,256.0337,156.6537,210.2337,162.2537,164.5937
164.3333,164.3333,83,1.3333,164.7568,165.6968,190.6968,193.6568,159.7968,178.8968,178.9368,162.3168,256.4968,157.0368,210.4968,162.6768,164.9768
164.5,164.5,83,1.5,164.8884,165.8284,190.8284,193.7884,159.9284,179.1284,179.0684,162.5284,256.6284,157.1684,210.6284,162.8084,165.1084
164.6667,164.6667,83,1.6667,165.02,165.94,190.96,193.92,160.06,179.26,179.2,162.66,256.76,157.3,210.76,162.94,165.24
165.0,165.0,83,2.0,165.2832,166.2032,191.2232,194.1832,160.3232,179.5232,179.4632,162.9232,257.0232,157.5632,210.9632,163.2032,165.5032
165.3333,165.3333,83,2.3333,165.6063,166.8263,191.7263,194.6063,160.9463,179.9663,179.8663,163.2063,257.4663,157.8863,211.2663,163.5263,165.7863
165.5,165.5,83,2.5,165.7379,166.9579,191.8579,194.7379,161.0779,180.0979,179.9979,163.3937,257.5979,158.0179,211.3979,163.6579,165.9558
165.6667,165.6667,83,2.6667,165.9895,167.1895,192.0695,195.059,161.2695,180.3295,180.2495,163.5495,257.8495,158.2695,211.5495,163.8295,166.2095
166.0,166.0,84,1.0,166.2526,167.4726,192.3526,195.3578,161.5326,180.5926,180.5378,163.8504,258.1778,158.5326,211.8126,164.1052,166.4726
166.3333,166.3333,84,1.3333,166.7958,168.2358,193.1958,196.0758,161.9958,181.1558,181.1958,164.2958,258.9358,158.9558,212.0958,164.4958,166.9358
166.5,166.5,84,1.5,166.9474,168.4274,193.3274,196.2074,162.1274,181.3074,181.3674,164.4274,259.0674,159.0874,212.2274,164.6674,167.0674
166.6667,166.6667,84,1.6667,167.079,168.559,193.459,196.339,162.259,181.439,181.499,164.559,259.199,159.219,212.359,164.799,167.199
167.0,167.0,84,2.0,167.4021,168.8221,193.7221,196.6021,162.5221,181.7021,181.7621,164.8221,259.4621,159.4821,212.6221,165.0621,167.4621
167.3333,167.3333,84,2.3333,167.8052,169.0852,194.1252,197.1452,162.8756,182.1652,182.0652,165.1052,259.7852,159.8852,212.9852,165.4052,167.8252
167.5,167.5,84,2.5,167.9368,169.2168,194.2568,197.2768,163.0568,182.2968,182.1968,165.2368,259.9168,160.0168,213.1168,165.5368,167.9568
167.6667,167.6667,84,2.6667,168.0684,169.3484,194.3884,197.4084,163.1884,182.4284,182.3368,165.3968,260.0484,160.1484,213.2484,165.6684,168.0884
168.0,168.0,85,1.0,168.3316,169.5916,194.6632,197.6716,163.4516,182.6916,182.6116,165.7032,260.3348,160.4116,213.5116,165.9316,168.3516
168.3333,168.3333,85,1.3333,168.6547,170.1347,195.0747,198.2747,163.9747,183.3147,183.1547,166.1147,260.8547,160.8547,213.7747,166.3147,168.7947
168.5,168.5,85,1.5,168.7863,170.2863,195.2063,198.4063,164.1263,183.4463,183.2989,166.2463,260.9863,160.9863,213.9063,166.4589,168.9263
168.6667,168.6667,85,1.6667,168.9179,170.4179,195.3379,198.5379,164.2579,183.5779,183.4758,166.3779,261.1179,161.1179,213.9979,166.6179,169.0579
168.75,168.75,85,1.75,168.9985,170.4837,195.4237,198.6037,164.3237,183.6437,183.5437,166.4437,261.1837,161.1837,214.0637,166.6911,169.1237
169.0,169.0,85,2.0,169.3211,170.6822,195.6811,198.8022,164.5211,183.8411,183.8211,166.6444,261.4011,161.3811,214.2411,166.9211,169.3233
169.3333,169.3333,85,2.3333,169.5842,171.0642,196.1442,199.2242,164.8442,184.1842,184.1042,167.0042,261.7842,161.6842,214.5042,167.1842,169.6642
169.5,169.5,85,2.5,169.7158,171.1958,196.2758,199.3558,164.9758,184.3158,184.2358,167.1358,261.9158,161.8158,214.6158,167.3158,169.7958
