score_qstamp,qstamp,measure,beat,246973_tstamp,831986_tstamp,728904_tstamp,728917_tstamp,728894_tstamp,728899_tstamp,729162_tstamp,728924_tstamp,728932_tstamp,728941_tstamp,728936_tstamp,728928_tstamp,728908_tstamp,728912_tstamp,728945_tstamp,728959_tstamp,728962_tstamp
99.0,102.0,50,2.0,54.8528,54.8528,53.6832,59.8032,58.8232,63.6664,104.9032,55.8632,58.3896,20.8426,55.0432,86.5432,19.5597,56.5032,59.1232,60.8232,67.0832
99.5,102.5,50,2.5,55.1005,55.1005,53.8805,60.0015,59.0405,64.0005,105.1005,56.0805,58.6205,20.8428,55.241,86.7405,19.5695,56.7005,59.3205,61.0205,67.5405
100.0,103.0,51,1.0,55.2979,55.2979,54.0779,60.2379,59.2379,64.1979,105.3379,56.2779,58.8179,20.843,55.4579,86.9737,19.5799,56.8979,59.5179,61.2179,67.7379
100.5,103.5,51,1.5,55.6153,55.6153,54.2753,60.4553,59.4353,64.4553,105.5953,56.4753,59.0553,20.8432,55.6706,87.1953,19.6046,57.1153,59.7553,61.4153,67.9659
101.0,104.0,51,2.0,55.8326,55.8326,54.5926,60.8252,59.7608,64.7726,105.8452,56.8326,59.3326,20.8434,55.9126,87.4926,19.6098,57.4326,60.0326,61.7926,68.4304
101.5,104.5,51,2.5,56.03,56.03,54.79,61.07,60.04,65.0,106.06,57.03,59.55,20.8436,56.11,87.69,19.615,57.65,60.23,61.99,68.63
102.0,105.0,52,1.0,56.2474,56.2474,54.9874,61.2674,60.3074,65.2148,106.2674,57.2274,59.7474,20.8439,56.3074,87.8874,19.6274,57.8674,60.4674,62.1874,68.7874
102.5,105.5,52,1.5,56.4847,56.4847,55.1847,61.4647,60.5047,65.4247,106.5247,57.4247,59.9447,20.8441,56.5047,88.1647,19.6783,58.0847,60.6647,62.3847,68.9847
103.0,106.0,52,2.0,56.7421,56.7421,55.3821,61.6821,60.7821,65.6621,106.7221,57.7421,60.3021,20.8443,56.7021,88.3621,19.8444,58.2821,60.8621,62.6021,69.2221
103.5,106.5,52,2.5,57.0575,57.0575,55.5795,61.8795,60.9795,65.8795,106.9195,57.9395,60.5195,20.8445,56.9795,88.6795,19.9299,58.4795,61.2195,62.7995,69.4995
88.0,107.0,45,1.0,57.6168,57.6168,55.8368,62.0768,61.1768,66.2568,107.1168,58.1568,60.7168,20.8447,57.1768,88.8768,20.0768,58.6768,61.4168,62.9968,69.6968
89.0,108.0,45,2.0,58.0116,58.0116,56.4232,62.7748,61.7716,66.7548,107.7244,58.6916,61.258,20.8451,57.8088,89.5592,20.088,59.2148,61.9916,63.7296,70.6392
90.0,109.0,46,1.0,58.4063,58.4063,56.9063,63.5063,62.4463,67.6663,108.2463,59.3463,61.8463,20.8456,58.3463,90.0463,20.096,59.8663,62.4863,64.3389,71.4663
90.5,109.5,46,1.5,58.6037,58.6037,57.1037,63.7037,62.7037,67.8637,108.4437,59.5637,62.0437,20.8458,58.5437,90.2837,20.1001,60.0637,62.8637,64.6037,71.6837
91.0,110.0,46,2.0,58.8011,58.8011,57.3011,63.9011,62.9011,68.0611,108.6411,59.7611,62.2411,20.846,58.7411,90.4811,20.1042,60.2611,63.0811,64.8011,71.8811
91.5,110.5,46,2.5,58.9984,58.9984,57.4984,64.0984,63.0984,68.2584,108.8384,59.8764,62.4384,20.8462,58.9292,90.6784,20.1083,60.4584,63.2784,64.9984,72.0784
92.0,111.0,47,1.0,59.1958,59.1958,57.7558,64.2958,63.2958,68.4558,109.0358,60.0558,62.6358,20.8464,59.1158,90.8758,20.1124,60.6558,63.4958,65.1958,72.2758
93.0,112.0,47,2.0,59.661,59.661,58.2505,64.885,63.7115,69.0305,109.5305,60.602,63.2105,20.8469,59.5105,91.3105,20.1505,61.0505,63.9505,65.8105,72.9105
94.0,113.0,48,1.0,60.0653,60.0653,58.6653,65.3653,64.1253,69.4718,109.9453,61.0453,63.6053,20.8473,59.9053,91.8053,20.427,61.4653,64.2853,66.1853,73.3253
94.5,113.5,48,1.5,60.2626,60.2626,58.8852,65.5626,64.3626,69.7426,110.1426,61.2626,63.8026,20.8475,60.1026,92.0026,20.4403,61.6626,64.4826,66.3826,73.5226
95.0,114.0,48,2.0,60.46,60.46,59.1,65.76,64.56,69.94,110.36,61.46,64.0,20.8477,60.3,92.2,20.4804,61.88,64.72,66.58,73.72
95.5,114.5,48,2.5,60.7574,60.7574,59.3174,65.9974,64.8174,70.2574,110.6374,61.7574,64.2774,20.8479,60.5574,92.5174,20.4844,62.1574,64.9174,66.8774,73.9974
96.0,115.0,49,1.0,60.9547,60.9547,59.5747,66.3494,65.0347,70.4988,110.8494,61.9947,64.4894,20.8482,60.8241,92.7147,20.4885,62.3694,65.2694,67.0947,74.2535
96.5,115.5,49,1.5,61.2521,61.2521,59.7921,66.6521,65.3363,70.8163,111.1321,62.2521,64.7521,20.8484,61.0721,92.9921,20.4925,62.6842,65.5321,67.3921,74.6321
97.0,116.0,49,2.0,61.4495,61.4495,59.9895,66.8495,65.5495,71.0495,111.3295,62.4495,64.9495,20.8486,61.2695,93.1895,20.4965,62.8895,65.7295,67.5895,74.9095
97.5,116.5,49,2.5,61.6468,61.6468,60.2736,67.0468,65.7468,71.3068,111.5268,62.6468,65.1868,20.8488,61.4668,93.3868,20.5004,63.0868,65.9268,67.7868,75.1868
98.0,117.0,50,1.0,61.9442,61.9442,60.4884,67.3242,65.9884,71.5126,111.7284,62.8642,65.4442,20.849,61.6642,93.6284,20.5036,63.2842,66.1326,68.0242,75.4042
98.5,117.5,50,1.5,62.1416,62.1416,60.7048,67.5464,66.2448,71.7848,112.0016,63.1248,65.6632,20.8492,61.8648,93.9032,20.5068,63.4816,66.4416,68.228,75.6216
99.0,118.0,50,2.0,62.3389,62.3389,60.9389,67.7989,66.4789,72.0189,112.1989,63.3589,65.8978,20.8495,62.0989,94.1189,20.51,63.6989,66.6389,68.4989,75.8989
99.5,118.5,50,2.5,62.5963,62.5963,61.1563,68.0363,66.6763,72.3363,112.3963,63.6363,66.1563,20.8497,62.2963,94.3163,20.5132,63.9726,66.8563,68.7526,76.1526
104.0,119.0,53,1.0,62.8211,62.8211,61.3537,68.2337,66.9011,72.5337,112.6211,63.8337,66.3537,20.8499,62.4937,94.5337,20.5164,64.1737,67.0537,68.9537,76.4337
104.5,119.5,53,1.5,63.0422,63.0422,61.5711,68.4311,67.1111,72.8022,112.8311,64.0711,66.5511,20.8501,62.6911,94.7311,20.5195,64.4222,67.2511,69.1711,76.6311
105.0,120.0,53,2.0,63.3884,63.3884,61.7884,68.7284,67.4284,73.0684,113.1484,64.3284,66.9284,20.8503,63.0084,95.1084,20.5216,64.6284,67.6284,69.3884,77.1684
105.5,120.5,54,2.5,63.6058,63.6058,61.9858,69.1258,67.7058,73.2974,113.3458,64.5258,67.1258,20.8505,63.2058,95.3058,20.5235,64.8258,67.8258,69.5858,77.3658
106.0,121.0,55,1.0,63.8032,63.8032,62.2392,69.3264,67.9096,73.5296,113.5696,64.7328,67.3296,20.8507,63.4064,95.516,20.5253,65.0264,68.0264,69.9264,77.5632
106.5,121.5,55,1.5,64.0425,64.0425,62.521,69.541,68.1415,73.782,113.801,65.0005,67.5815,20.851,63.6415,95.7805,20.5272,65.303,68.2615,70.142,77.804
107.0,122.0,55,2.0,64.3179,64.3179,62.7379,69.7579,68.4158,74.0379,114.0379,65.1979,67.8179,20.8512,63.8779,95.9979,20.529,65.5979,68.4979,70.4179,78.1379
107.5,122.5,55,2.5,64.5306,64.5306,62.9353,70.0706,68.6306,74.2553,114.2506,65.4906,68.0353,20.8514,64.0753,96.2106,20.5309,65.8153,68.7353,70.6353,78.5353
108.0,123.0,56,1.0,64.7326,64.7326,63.1778,70.3556,68.8326,74.5378,114.4926,65.6926,68.3808,20.8516,64.2726,96.4726,20.5328,66.0252,68.9326,70.8526,78.7652
108.5,123.5,56,1.5,65.07,65.07,63.49,70.59,69.15,74.77,114.7,65.89,68.65,20.8518,64.49,96.75,20.5346,66.25,69.17,71.11,79.09
109.0,124.0,56,2.0,65.3474,65.3474,63.7022,70.8666,69.3548,75.057,114.974,66.1918,68.877,20.852,64.7474,97.1088,20.5365,66.5348,69.3948,71.3422,79.4096
109.5,124.5,56,2.5,65.5847,65.5847,64.0247,71.2141,69.7847,75.4847,115.2847,66.5447,69.1847,20.8523,65.1047,97.4447,20.5383,66.7447,69.7447,71.7847,79.8447
110.0,125.0,57,1.0,65.7821,65.7821,64.2221,71.4421,69.9821,75.6821,115.4821,66.7421,69.3821,20.8525,65.3021,97.6421,20.5621,66.9421,69.9442,71.9821,80.0421
110.5,125.5,57,1.5,65.9995,65.9995,64.4195,71.6395,70.1195,75.8795,115.6795,66.9395,69.5795,20.8527,65.4995,97.8395,20.6218,67.1395,70.1595,72.1795,80.2785
111.0,126.0,57,2.0,66.2368,66.2368,64.6968,71.9768,70.3936,76.1768,115.8968,67.1368,69.7968,20.8529,65.7136,98.0968,20.6244,67.3768,70.3768,72.4168,80.6568
111.5,126.5,57,2.5,66.5142,66.5142,64.9142,72.2142,70.6942,76.4684,116.2142,67.4484,70.1484,20.8531,66.0542,98.4684,20.627,67.6742,70.6826,72.7684,81.0226
112.0,127.0,58,1.0,67.0096,67.0096,65.398,72.718,71.2148,76.9348,116.7264,67.9748,70.818,20.8533,66.8328,99.1148,20.6296,68.1864,71.1516,73.3032,81.796
113.0,128.0,58,2.0,68.0526,68.0526,66.5189,73.9726,71.9063,77.7263,117.6863,69.0863,71.4663,20.8538,67.6263,100.0863,20.6348,68.9863,72.9463,74.0263,83.9463
113.5,128.5,58,2.5,68.4637,68.4637,67.6237,74.6437,72.3437,77.9437,119.0437,69.5037,71.6748,20.854,68.8637,101.4837,20.6374,70.1037,74.3037,74.2274,84.6237
114.0,129.0,59,1.0,69.2411,69.2411,67.9022,75.8611,73.5055,78.9644,119.3233,71.0022,73.7822,20.8542,69.5433,102.2444,20.64,70.5455,74.8633,75.8422,84.8466
114.5,129.5,59,1.5,69.4384,69.4384,68.1184,76.0584,73.7784,79.2784,119.5584,71.2184,73.9984,20.8544,69.7784,102.4984,20.6457,70.8184,75.1736,76.0584,85.1768
115.0,130.0,59,2.0,69.6358,69.6358,68.3158,76.3748,73.9758,79.4958,119.8358,71.4516,74.2158,20.8546,70.0158,102.7158,20.6513,71.0558,75.3758,76.2958,85.4358
115.5,130.5,59,2.5,69.8732,69.8732,68.5732,76.5932,74.2732,79.6932,120.0332,71.6732,74.4132,20.8548,70.2132,102.9528,20.6569,71.2532,75.5932,76.5664,85.786
116.0,131.0,60,1.0,70.1905,70.1905,68.822,76.881,74.4705,80.162,120.282,71.9925,74.8315,20.8551,70.4725,103.2925,20.7505,71.501,75.881,76.7705,86.2755
116.5,131.5,60,1.5,70.4116,70.4116,69.0479,77.1479,74.6679,80.3879,120.5679,72.2279,75.0879,20.8553,70.7079,103.6079,20.7745,71.7158,76.1479,77.1479,86.5879
117.0,132.0,60,2.0,70.7053,70.7053,69.2653,77.3453,75.0053,80.6053,120.7653,72.4253,75.3053,20.8555,70.9253,103.8053,20.9053,71.9253,76.4253,77.3653,86.7853
117.5,132.5,60,2.5,70.9026,70.9026,69.4626,77.5426,75.2026,80.8026,120.9652,72.6478,75.5026,20.8557,71.1226,104.0026,21.1026,72.1426,76.6226,77.5652,86.9826
118.0,133.0,61,1.0,71.1,71.1,69.66,77.74,75.4,81.06,121.18,72.88,75.72,20.8559,71.36,104.2,21.3,72.38,76.82,77.78,87.28
118.5,133.5,61,1.5,71.3974,71.3974,69.8774,78.0974,75.6722,81.3374,121.4148,73.1174,75.9374,20.8561,71.5574,104.4774,21.4774,72.6174,77.0774,78.0574,87.5774
119.0,134.0,61,2.0,71.5947,71.5947,70.1347,78.3347,75.8894,81.6147,121.6894,73.4347,76.1935,20.8563,71.7894,104.7188,21.5424,72.8547,77.2747,78.2747,87.7947
119.5,134.5,61,2.5,71.8442,71.8442,70.3721,78.6042,76.1284,81.8321,121.9647,73.6442,76.4321,20.8566,72.0963,104.9684,21.5458,73.181,77.6521,78.5563,88.1605
120.0,135.0,62,1.0,72.0895,72.0895,70.579,78.8295,76.3495,82.1295,122.2095,73.8695,76.6895,20.8568,72.3095,105.1895,21.5493,73.4495,77.8495,78.7695,88.4095
120.5,135.5,62,1.5,72.3404,72.3404,70.874,79.1068,76.6144,82.354,122.434,74.1872,76.9068,20.857,72.5068,105.3868,21.5528,73.6468,78.1068,78.994,88.774
121.0,136.0,62,2.0,72.5684,72.5684,71.1642,79.4642,76.9042,82.6442,122.6842,74.4442,77.2042,20.8572,72.7442,105.7442,21.5562,73.8442,78.3042,79.3642,89.0242
105.5,136.5,54,2.5,72.7832,72.7832,71.3616,79.6632,77.1064,82.8696,122.8848,74.6448,77.4616,20.8574,72.9448,105.9416,21.5597,74.0632,78.508,79.5616,89.4816
106.0,137.0,55,1.0,72.9989,72.9989,71.5989,79.8789,77.3589,83.1589,123.1189,74.8789,77.7156,20.8576,73.1789,106.1389,21.5712,74.2789,78.7789,79.7789,89.6389
106.5,137.5,55,1.5,73.2763,73.2763,71.8163,80.1163,77.5763,83.4363,123.3326,75.0763,77.9963,20.8579,73.4126,106.3926,21.6363,74.5689,79.0563,79.9963,89.9089
107.0,138.0,55,2.0,73.5137,73.5137,72.0474,80.3674,77.8348,83.7011,123.6137,75.2737,78.2274,20.8581,73.6737,106.6737,21.6626,74.8137,79.2937,80.2537,90.2337
107.5,138.5,55,2.5,73.7622,73.7622,72.2711,80.6511,78.1022,83.9511,123.8111,75.6022,78.4622,20.8583,73.8711,106.8911,21.6656,75.0111,79.5311,80.4511,90.5422
108.0,139.0,56,1.0,73.9684,73.9684,72.4684,80.8484,78.3084,84.1568,124.0084,75.8168,78.7168,20.8585,74.0684,107.1084,21.6686,75.2084,79.7284,80.6568,90.8568
108.5,139.5,56,1.5,74.3012,74.3012,72.7858,81.0658,78.5432,84.4258,124.2432,76.2058,79.0316,20.8587,74.2658,107.4174,21.6716,75.4658,80.0232,80.9858,91.0658
109.0,140.0,56,2.0,74.6832,74.6832,73.0088,81.3656,78.796,84.7056,124.5056,76.4632,79.272,20.8589,74.5288,107.7528,21.6746,75.7328,80.276,81.2624,91.5792
109.5,140.5,56,2.5,74.8805,74.8805,73.3405,81.8205,79.1605,85.1005,124.8205,76.6605,79.6205,20.8591,74.8605,108.0405,21.6776,75.9805,80.5405,81.6005,91.9805
110.0,141.0,57,1.0,75.0779,75.0779,73.5379,82.0179,79.3579,85.2979,125.0179,76.8579,79.8179,20.8594,75.0579,108.2379,21.7179,76.1779,80.7379,81.7979,92.1779
110.5,141.5,57,1.5,75.2753,75.2753,73.7353,82.2306,79.5553,85.5353,125.2153,77.0553,80.0553,20.8596,75.2553,108.4859,21.7403,76.3753,80.9553,81.9753,92.4706
111.0,142.0,57,2.0,75.5252,75.5252,74.0126,82.5578,79.8126,85.7926,125.4704,77.2726,80.2926,20.8598,75.5378,108.7778,21.7443,76.6378,81.223,82.1926,92.763
111.5,142.5,57,2.5,75.79,75.79,74.25,82.87,80.12,86.13,125.77,77.64,80.64,20.87,75.86,109.08,21.7484,76.91,81.49,82.5,93.17
112.0,143.0,58,1.0,76.2192,76.2192,74.7422,83.3496,80.6096,86.5644,126.3222,78.1592,81.1422,20.9474,76.6488,109.7518,21.7524,77.4444,82.0148,83.0822,94.1022
113.0,144.0,58,2.0,76.9905,76.9905,75.9263,84.6021,81.3621,87.221,127.2221,79.0768,82.1347,21.3421,77.7821,110.5221,21.7821,78.1021,84.1242,83.9221,96.2389
113.5,144.5,58,2.5,77.3595,77.3595,77.0785,85.5635,81.5595,88.2555,127.9155,80.0355,84.1405,21.5395,77.9795,112.5195,21.9795,78.2995,84.732,84.8505,96.6995
114.0,145.0,59,1.0,78.4048,78.4048,77.4168,86.3656,82.872,88.4936,128.1768,80.7792,84.4368,21.6368,79.4056,112.8408,22.1768,79.7744,85.7152,85.6568,97.0072
114.5,145.5,59,1.5,78.7684,78.7684,77.6742,86.7342,83.3742,88.7742,128.5026,81.1684,84.6942,21.7267,79.9142,113.1142,22.3742,80.0542,86.1542,85.9142,97.4252
115.0,146.0,59,2.0,78.9916,78.9916,77.8716,86.978,83.5916,88.9716,128.7116,81.4116,84.9116,21.7383,80.1516,113.3916,22.3868,80.3516,86.3916,86.2116,97.6516
115.5,146.5,59,2.5,79.1889,79.1889,78.0889,87.2089,83.8089,89.1689,128.9378,81.6267,85.1089,21.7521,80.3489,113.5889,22.3939,80.5489,86.6689,86.4556,97.9489
116.0,147.0,60,1.0,79.5178,79.5178,78.3326,87.5367,84.0967,89.5326,129.2115,81.9641,85.4767,21.8463,80.5904,113.9263,22.42,80.8315,86.9178,86.7052,98.3967
116.5,147.5,60,1.5,79.8037,79.8037,78.5437,87.8437,84.4437,89.8237,129.4637,82.2437,85.7837,21.8647,80.8837,114.1874,22.4202,81.0837,87.1837,86.9637,98.7037
117.0,148.0,60,2.0,80.0011,80.0011,78.8211,88.0411,84.6611,90.1011,129.6811,82.4411,86.0011,21.8698,81.0811,114.4011,22.4203,81.3011,87.4011,87.2011,98.9011
117.5,148.5,60,2.5,80.1984,80.1984,79.0184,88.2784,84.8584,90.2984,129.8784,82.6384,86.1984,21.8748,81.2984,114.5984,22.4205,81.4984,87.5984,87.3984,99.0984
118.0,149.0,61,1.0,80.4158,80.4158,79.2158,88.4758,85.0558,90.4958,130.1158,82.8358,86.3958,21.8799,81.4958,114.8558,22.4206,81.7158,87.8116,87.5958,99.3958
118.5,149.5,61,1.5,80.6932,80.6932,79.4732,88.8332,85.2932,90.8932,130.3332,83.1332,86.6932,21.9681,81.7196,115.0532,22.4208,81.9532,88.0732,87.8932,99.6596
119.0,150.0,61,2.0,80.8905,80.8905,79.7105,89.041,85.541,91.1515,130.562,83.3715,86.9115,22.0052,81.9515,115.2715,22.421,82.2115,88.2705,88.1705,99.8915
119.5,150.5,61,2.5,81.2279,81.2279,79.9479,89.3079,85.8079,91.3679,130.8879,83.6079,87.1637,22.1879,82.2316,115.6558,22.4211,82.4595,88.6279,88.3879,100.2279
120.0,151.0,62,1.0,81.4453,81.4453,80.1853,89.5412,86.0053,91.6612,131.1065,83.8706,87.4159,22.3853,82.4653,115.8706,22.4213,82.7853,88.8465,88.6453,100.5053
120.5,151.5,62,1.5,81.6782,81.6782,80.413,89.7826,86.2382,91.9026,131.4426,84.1626,87.673,22.5826,82.6626,116.0852,22.4215,82.9826,89.1686,88.8426,100.9652
121.0,152.0,62,2.0,81.98,81.98,80.68,90.16,86.6,92.1,131.64,84.52,87.94,22.78,82.9,116.32,22.4216,83.24,89.54,89.18,101.2
121.5,152.5,63,2.5,82.1774,82.1774,80.8774,90.3574,86.8174,92.4888,131.8374,84.7348,88.1374,22.9774,83.0974,116.5174,22.4218,83.4374,89.7174,89.4548,101.4548
121.75,152.75,63,2.75,82.2761,82.2761,81.0161,90.5361,86.9361,92.6561,131.9361,84.8361,88.2761,23.0761,83.1961,116.7361,22.4219,83.5722,89.7961,89.5561,101.5761
122.0,153.0,64,1.0,82.4747,82.4747,81.1294,90.6347,87.0788,92.7694,132.0694,84.9747,88.4147,23.1347,83.3241,116.9282,22.4219,83.7041,89.8947,89.7135,101.7482
122.3333,153.3333,64,1.3333,82.6063,82.6063,81.2663,90.7852,87.2263,92.9063,132.2063,85.1063,88.6463,23.2663,83.4663,117.0863,22.422,83.8463,90.0263,89.8663,101.9063
122.6667,153.66670000000002,64,1.6667,82.7379,82.7379,81.4158,91.0179,87.3579,93.0916,132.3379,85.2379,88.7779,23.3579,83.5979,117.2579,22.4222,83.9958,90.1758,89.9979,102.0758
123.0,154.0,64,2.0,82.8895,82.8895,81.5495,91.1495,87.5095,93.2695,132.4695,85.4095,88.9095,23.4895,83.7295,117.3895,22.4223,84.1295,90.3095,90.1295,102.2095
123.3333,154.3333,64,2.3333,83.061,83.061,81.701,91.301,87.681,93.401,132.641,85.581,89.101,23.5607,83.921,117.561,22.4224,84.282,90.501,90.322,102.401
123.6667,154.66670000000002,64,2.6667,83.1926,83.1926,81.8452,91.4326,87.8126,93.5578,132.8126,85.7652,89.2326,23.5623,84.0526,117.6926,22.4225,84.4652,90.6326,90.4726,102.5326
124.0,155.0,65,1.0,83.3242,83.3242,81.9842,91.5642,87.9842,93.7042,132.9484,85.9042,89.3768,23.564,84.1842,117.8242,22.4226,84.6042,90.7642,90.6042,102.7642
124.3333,155.3333,65,1.3333,83.4558,83.4558,82.1158,91.6958,88.1158,93.8358,133.0958,86.0358,89.5558,23.5656,84.3158,117.9758,22.4227,84.7358,90.8958,90.7358,102.8958
124.6667,155.66670000000002,65,1.6667,83.6474,83.6474,82.2674,91.9474,88.3074,94.0422,133.2274,86.1674,89.7274,23.5672,84.4674,118.1674,22.4228,84.8874,91.0674,90.9474,103.1074
125.0,156.0,65,2.0,83.7789,83.7789,82.3989,92.0989,88.4389,94.2189,133.3989,86.3378,89.8589,23.5688,84.5989,118.2989,22.4229,85.0189,91.1989,91.0789,103.2578
125.3333,156.3333,65,2.3333,83.942,83.942,82.5305,92.261,88.5905,94.3705,133.5725,86.4905,89.9905,23.5704,84.7305,118.462,22.423,85.2115,91.3305,91.2105,103.3905
125.6667,156.66670000000002,65,2.6667,84.1021,84.1021,82.6621,92.4021,88.7642,94.5063,133.7421,86.6242,90.1663,23.572,84.9021,118.6221,22.4231,85.3621,91.5021,91.3842,103.6663
126.0,157.0,66,1.0,84.2474,84.2474,82.8337,92.5337,88.9411,94.7137,133.8737,86.8137,90.3811,23.5736,85.0611,118.7811,22.4232,85.5874,91.6937,91.5337,103.8337
126.3333,157.3333,66,1.3333,84.3852,84.3852,82.9756,92.6852,89.0852,94.8452,134.0052,86.9452,90.5356,23.5752,85.2052,118.9252,22.4233,85.7252,91.8252,91.6852,104.0252
126.6667,157.66670000000002,66,1.6667,84.5707,84.5707,83.1369,92.9569,89.2507,94.9969,134.1538,87.0769,90.6969,23.5768,85.3369,119.1076,22.4234,85.8569,91.9969,91.8369,104.2076
127.0,158.0,66,2.0,84.7084,84.7084,83.2684,93.0884,89.3884,95.1684,134.2884,87.2536,90.8284,23.5784,85.4684,119.2484,22.4235,86.0284,92.1684,91.9768,104.3484
127.3333,158.3333,66,2.3333,84.9,84.9,83.4,93.22,89.6,95.34,134.46,87.46,91.0,23.58,85.6,119.38,22.4237,86.16,92.3,92.18,104.48
127.6667,158.66670000000002,66,2.6667,85.0432,85.0432,83.5316,93.3632,89.7316,95.4716,134.6316,87.5916,91.1316,23.7116,85.7316,119.5116,22.4238,86.2916,92.4316,92.3116,104.6116
128.0,159.0,67,1.0,85.1864,85.1864,83.7264,93.5232,89.9064,95.7032,134.7632,87.7464,91.3296,23.8032,85.9064,119.7096,22.4239,86.4264,92.6032,92.4464,104.8464
128.3333,159.3333,67,1.3333,85.3547,85.3547,83.8747,93.6547,90.0547,95.8347,134.8947,87.9147,91.4947,23.9147,86.0547,119.8747,22.424,86.5747,92.7347,92.5947,105.0347
128.6667,159.6667,67,1.6667,85.4863,85.4863,84.0063,93.8863,90.1863,95.9663,135.0726,88.0526,91.6526,24.0233,86.1863,120.0263,22.4241,86.7663,92.8663,92.7452,105.2263
129.0,160.0,67,2.0,85.6179,85.6179,84.1379,94.0179,90.3179,96.1579,135.2179,88.2179,91.7979,24.0397,86.3179,120.1579,22.4242,86.8979,93.0579,92.9179,105.3579
129.3333,160.3333,67,2.3333,85.7895,85.7895,84.2695,94.1495,90.4695,96.2895,135.3495,88.3695,91.9495,24.1695,86.4495,120.2895,22.4243,87.0495,93.1895,93.0495,105.519
129.6667,160.6667,67,2.6667,85.9211,85.9211,84.4011,94.3411,90.6811,96.4211,135.4822,88.5011,92.0811,24.3001,86.5811,120.4222,22.4244,87.1811,93.3211,93.1822,105.6833
130.0,161.0,68,1.0,86.0526,86.0526,84.5326,94.4726,90.8126,96.5526,135.6526,88.6852,92.2126,24.3166,86.7126,120.6052,22.4245,87.3126,93.4726,93.3326,105.8652
130.3333,161.3333,68,1.3333,86.1842,86.1842,84.6642,94.6242,90.9442,96.6842,135.7842,88.8842,92.3442,24.4042,86.8442,120.7842,22.4246,87.4842,93.6042,93.5242,106.0042
130.6667,161.6667,68,1.6667,86.3558,86.3558,84.8358,94.7958,91.1432,96.9158,135.9316,89.0158,92.5558,24.5358,87.0158,120.9158,22.4247,87.6358,93.7958,93.6558,106.1758
131.0,162.0,68,2.0,86.4874,86.4874,84.9674,94.9274,91.3274,97.0948,136.0748,89.1474,92.7148,24.6604,87.1474,121.0474,22.4248,87.7748,93.9274,93.7948,106.3874
131.3333,162.3333,68,2.3333,86.7589,86.7589,85.1589,95.0989,91.4589,97.2989,136.2389,89.3389,92.8589,24.6666,87.2989,121.2745,22.4249,87.9945,94.1589,93.9789,106.5189
131.6667,162.6667,68,2.6667,86.8905,86.8905,85.2905,95.2905,91.5905,97.4305,136.3705,89.4705,93.1105,24.6729,87.4905,121.4105,22.4251,88.1505,94.2905,94.1105,106.7905
132.0,163.0,69,1.0,87.0305,87.0305,85.4284,95.4221,91.7863,97.5642,136.5621,89.6484,93.2442,24.6791,87.6242,121.5463,22.4252,88.2905,94.4242,94.2684,106.9242
132.3333,163.3333,69,1.3333,87.2337,87.2337,85.6337,95.5737,91.9537,97.8137,136.6937,89.8337,93.4137,24.7446,87.7937,121.7537,22.4253,88.5137,94.6137,94.4537,107.1337
132.6667,163.6667,69,1.6667,87.3653,87.3653,85.7653,95.7053,92.0853,97.9453,136.8253,90.0053,93.5653,24.8217,87.9453,121.8853,22.4254,88.6453,94.7453,94.5853,107.3453
133.0,164.0,69,2.0,87.4968,87.4968,85.8968,95.8568,92.2368,98.0968,136.9568,90.1568,93.7168,24.8305,88.0768,122.0168,22.4255,88.7768,94.8968,94.7368,107.4768
133.3333,164.3333,69,2.3333,87.6284,87.6284,86.0484,96.0252,92.4284,98.2684,137.1484,90.2884,93.9084,24.8392,88.2084,122.1484,22.4256,88.9084,95.0284,94.9084,107.6084
133.5,164.5,69,2.5,87.6942,87.6942,86.1142,96.1284,92.4942,98.3342,137.2142,90.3542,93.9742,24.8818,88.2742,122.2142,22.4256,88.9742,95.0942,94.9742,107.6742
133.6667,164.6667,69,2.6667,87.8,87.8,86.2,96.28,92.62,98.48,137.38,90.52,94.1,24.89,88.4,122.36,22.4257,89.08,95.22,95.18,107.88
134.0,165.0,70,1.0,87.9316,87.9316,86.3316,96.4116,92.7832,98.6116,137.5232,90.6516,94.2316,24.9404,88.5316,122.5348,22.4258,89.3096,95.3516,95.3348,108.0232
134.3333,165.3333,70,1.3333,88.1631,88.1631,86.4831,96.6031,92.9431,98.8031,137.6631,90.8231,94.3831,24.9449,88.6631,122.6831,22.4259,89.4831,95.5031,95.4831,108.2631
134.5,165.5,70,1.5,88.2289,88.2289,86.5489,96.6689,93.0089,98.8689,137.7289,90.8889,94.4489,24.9472,88.7289,122.7489,22.426,89.5489,95.5689,95.5489,108.3889
134.6667,165.6667,70,1.6667,88.2947,88.2947,86.6147,96.7547,93.0747,98.9347,137.7947,90.9694,94.5147,24.9495,88.7947,122.8147,22.426,89.6147,95.6347,95.6147,108.4547
135.0,166.0,70,2.0,88.4263,88.4263,86.7652,96.8863,93.2063,99.0663,137.9263,91.1063,94.6652,24.954,88.9263,122.9463,22.4261,89.7463,95.7663,95.7663,108.5863
135.3333,166.3333,70,2.3333,88.6158,88.6158,86.9379,97.0579,93.3979,99.2979,138.0758,91.3379,94.8558,24.9585,89.0579,123.0779,22.4262,89.8779,95.9179,95.9379,108.7179
135.5,166.5,70,2.5,88.6837,88.6837,87.0037,97.1237,93.4637,99.3637,138.1437,91.4037,94.9237,24.9837,89.1237,123.1437,22.4263,89.9437,95.9837,96.0037,108.7837
