qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,E Horn 1,E Horn 2,C Horn 3,C Horn 4,E Trumpet 1,E Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
252.0,126.0,85,1.0,E5,C#5,F#5,r,C#5,B-4,B-4,r,r,r,r,r,r,r,r,r,r,r,r,B-3,E4,C#5,F#3,r
255.0,127.5,86,1.0,G5,E5,B5,E5,B4,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,B3,E4,B4,G3,r
258.0,129.0,87,1.0,A5,F#5,A5,F#5,E-5,A4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,F#3,B2,r
261.0,130.5,88,1.0,r,r,A4,r,B3,A3,C3,A2,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E3,E2,r
264.0,132.0,89,1.0,G#5,D5,G#4,r,B3,G#3,E3,E2,r,G#4,r,D4,B3,r,r,r,r,r,r,G#4,D4,r,E2,r
264.3333,132.1667,89,1.3333,G#5,D5,G#4,r,B3,G#3,E3,E2,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,G#4,r,E2,r
264.5,132.25,89,1.5,G#5,D5,G#4,r,E4,G#3,E3,E2,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,G#4,r,E2,r
264.6667,132.3333,89,1.6667,G#5,D5,G#4,r,E4,G#3,E3,E2,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,G#4,r,E2,r
265.0,132.5,89,2.0,r,r,r,r,E4,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,r,r,E3,E3,r
265.3333,132.6667,89,2.3333,D6,G#5,r,r,E4,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,B4,E3,E3,r
265.5,132.75,89,2.5,D6,G#5,r,r,B4,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,B4,E3,E3,r
265.6667,132.8333,89,2.6667,C#6,G#5,r,r,B4,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,C#5,B4,E3,E3,r
266.0,133.0,89,3.0,D6,G#5,r,r,B4,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,B4,E4,r,r
266.3333,133.1667,89,3.3333,E6,G#5,r,r,B4,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,E5,B4,E4,r,r
266.5,133.25,89,3.5,E6,G#5,r,r,E5,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,E5,B4,E4,r,r
266.6667,133.3333,89,3.6667,D6,G#5,r,r,E5,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,B4,E4,r,r
267.0,133.5,90,1.0,r,r,C#5,B-4,E5,C#5,F#3,F#3,r,B-4,r,C#4,B-3,r,r,r,r,r,r,r,r,F#4,r,r
267.5,133.75,90,1.5,C#6,B-5,C#5,B-4,E5,C#5,F#3,F#3,r,B-4,r,C#4,B-3,r,r,r,r,r,r,C#5,B-4,F#4,r,r
268.0,134.0,90,2.0,r,r,B4,G#4,E5,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,F#3,r
268.5,134.25,90,2.5,r,r,B4,G#4,E5,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,F#3,F#3,r
269.0,134.5,90,3.0,r,r,B-4,F#4,E4,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#2,r
269.5,134.75,90,3.5,r,r,B-4,F#4,E4,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,r,F#2,r
270.0,135.0,91,1.0,B5,F5,r,r,D4,B4,G3,G3,r,B4,r,F4,D4,r,r,r,r,r,r,B4,F4,r,G2,r
270.3333,135.1667,91,1.3333,B5,F5,r,r,D4,B4,G3,G3,r,B4,r,F4,D4,r,r,r,r,r,r,F5,B4,r,G2,r
270.5,135.25,91,1.5,B5,F5,r,r,G4,B4,G3,G3,r,B4,r,F4,D4,r,r,r,r,r,r,F5,B4,r,G2,r
270.6667,135.3333,91,1.6667,B5,F5,r,r,G4,B4,G3,G3,r,B4,r,F4,D4,r,r,r,r,r,r,F5,B4,r,G2,r
271.0,135.5,91,2.0,r,r,r,r,G4,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,r,r,G3,G3,r
271.3333,135.6667,91,2.3333,F6,B5,r,r,G4,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,F5,D5,G3,G3,r
271.5,135.75,91,2.5,F6,B5,r,r,D5,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,F5,D5,G3,G3,r
271.6667,135.8333,91,2.6667,E6,B5,r,r,D5,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,E5,D5,G3,G3,r
272.0,136.0,91,3.0,F6,B5,r,r,D5,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,F5,D5,G4,r,r
272.3333,136.1667,91,3.3333,G6,B5,r,r,D5,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,G5,D5,G4,r,r
272.5,136.25,91,3.5,G6,B5,r,r,G5,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,G5,D5,G4,r,r
272.6667,136.3333,91,3.6667,F6,B5,r,r,G5,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,F5,D5,G4,r,r
273.0,136.5,92,1.0,r,r,E5,C#5,G5,E5,A3,A3,r,C#5,r,E4,C#4,r,r,r,r,r,r,r,r,A4,r,r
273.5,136.75,92,1.5,E6,C#6,E5,C#5,G5,E5,A3,A3,r,C#5,r,E4,C#4,r,r,r,r,r,r,E5,C#5,A4,r,r
274.0,137.0,92,2.0,r,r,D5,B4,G5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,r
274.5,137.25,92,2.5,r,r,D5,B4,G5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B4,A3,A3,r
275.0,137.5,92,3.0,r,r,C#5,A4,G4,E5,G4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r
275.5,137.75,92,3.5,r,r,C#5,A4,G4,E5,G4,E4,r,r,r,r,r,r,r,r,r,r,r,C#5,G5,E5,A2,r
276.0,138.0,93,1.0,r,r,r,r,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r
276.5,138.25,93,1.5,r,r,r,r,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,G4,F#5,E-5,B-3,r
277.0,138.5,93,2.0,r,r,r,r,r,r,E4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,r
277.5,138.75,93,2.5,r,r,r,r,r,r,E4,C#4,r,r,r,r,r,r,r,r,r,r,r,G4,E5,C#5,B-2,r
278.0,139.0,93,3.0,E6,G5,r,r,E5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,A1
278.5,139.25,93,3.5,E6,G5,r,r,E5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,G5,C#5,B-2,A1
279.0,139.5,94,1.0,E-6,F#5,r,r,E-5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,B1
279.5,139.75,94,1.5,E-6,F#5,r,r,E-5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,E-6,F#5,E-5,B2,B1
280.0,140.0,94,2.0,D6,G#5,r,r,D5,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E2
280.5,140.25,94,2.5,D6,G#5,r,r,D5,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,G#5,B4,E3,E2
281.0,140.5,94,3.0,C#6,G5,r,r,C#5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,A1
281.5,140.75,94,3.5,C#6,G5,r,r,C#5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,C#6,G5,C#5,A2,A1
282.0,141.0,95,1.0,C6,F#5,r,r,C5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,D2
282.5,141.25,95,1.5,C6,F#5,r,r,C5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,F#5,A4,D3,D2
283.0,141.5,95,2.0,B5,F5,r,r,B4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G2,G2
283.5,141.75,95,2.5,B5,F5,r,r,B4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,F5,D5,G2,G2
284.0,142.0,95,3.0,B-5,E5,r,r,B-4,E4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,C2
284.5,142.25,95,3.5,B-5,E5,r,r,B-4,E4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,B-5,E5,G4,C3,C2
285.0,142.5,96,1.0,A5,E5,r,r,A4,E4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#2,F#2
285.5,142.75,96,1.5,A5,E5,r,r,A4,E4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,A5,E5,C5,F#2,F#2
286.0,143.0,96,2.0,G5,E-5,r,r,G4,E-4,B3,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,B2
286.5,143.25,96,2.5,G5,E-5,r,r,G4,E-4,B3,B3,r,r,r,r,r,r,r,r,r,r,r,G5,E-5,B4,B2,B2
287.0,143.5,96,3.0,F#5,E-5,r,r,F#4,E-4,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,B1
287.5,143.75,96,3.5,F#5,E-5,r,r,F#4,E-4,A3,A3,r,r,r,r,r,r,r,r,r,r,r,F#5,A4,E-4,B2,B1
288.0,144.0,97,1.0,E5,E5,r,r,E4,E4,G3,G3,r,r,r,r,r,r,r,r,r,r,r,E5,G4,E4,E3,E2
289.0,144.5,97,1.5,E-5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
289.5,144.75,97,1.75,E5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
290.0,145.0,97,2.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
290.5,145.25,97,2.25,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
291.0,145.5,97,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
291.5,145.75,97,2.75,E5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
292.0,146.0,97,3.0,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
292.5,146.25,97,3.25,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
293.0,146.5,97,3.5,F#5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
293.5,146.75,97,3.75,G5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
294.0,147.0,98,1.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
295.0,147.5,98,1.5,F5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,A4,E4,r,r
295.5,147.75,98,1.75,F#5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,A4,E4,r,r
296.0,148.0,98,2.0,B5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
296.5,148.25,98,2.25,A5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
297.0,148.5,98,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,A4,E4,r,r
297.5,148.75,98,2.75,A5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,A4,E4,r,r
298.0,149.0,98,3.0,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
298.5,149.25,98,3.25,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
299.0,149.5,98,3.5,F#5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,A4,E4,r,r
299.5,149.75,98,3.75,G5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,A4,E4,r,r
300.0,150.0,99,1.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
301.0,150.5,99,1.5,E-5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
301.5,150.75,99,1.75,E5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
302.0,151.0,99,2.0,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
302.5,151.25,99,2.25,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
303.0,151.5,99,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
303.5,151.75,99,2.75,E5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
304.0,152.0,99,3.0,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
304.5,152.25,99,3.25,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
305.0,152.5,99,3.5,G5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,G4,E4,r,r
305.5,152.75,99,3.75,B5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,G4,E4,r,r
306.0,153.0,100,1.0,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
307.0,153.5,100,1.5,G#5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,r,r
307.5,153.75,100,1.75,A5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,r,r
308.0,154.0,100,2.0,D6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
308.5,154.25,100,2.25,C6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
309.0,154.5,100,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,r,r
309.5,154.75,100,2.75,C6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,r,r
310.0,155.0,100,3.0,B-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
310.5,155.25,100,3.25,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
311.0,155.5,100,3.5,G#5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,r,r
311.5,155.75,100,3.75,A5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,r,r
312.0,156.0,101,1.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
313.0,156.5,101,1.5,G5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C#5,E4,r,r
313.5,156.75,101,1.75,C#6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C#5,E4,r,r
314.0,157.0,101,2.0,F#6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
314.5,157.25,101,2.25,E6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
315.0,157.5,101,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C#5,E4,r,r
315.5,157.75,101,2.75,E6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C#5,E4,r,r
316.0,158.0,101,3.0,E-6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
316.5,158.25,101,3.25,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
317.0,158.5,101,3.5,C6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C#5,E4,r,r
317.5,158.75,101,3.75,C#6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C#5,E4,r,r
318.0,159.0,102,1.0,B-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
318.5,159.25,102,1.25,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
319.0,159.5,102,1.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,B4,E4,r,r
319.5,159.75,102,1.75,B5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,B4,E4,r,r
320.0,160.0,102,2.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
320.5,160.25,102,2.25,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
321.0,160.5,102,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,B-4,E4,r,r
321.5,160.75,102,2.75,G5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,B-4,E4,r,r
322.0,161.0,102,3.0,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
322.5,161.25,102,3.25,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
323.0,161.5,102,3.5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
323.5,161.75,102,3.75,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
324.0,162.0,103,1.0,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
324.5,162.25,103,1.25,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
325.0,162.5,103,1.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,A4,E4,r,r
325.5,162.75,103,1.75,C5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,A4,E4,r,r
326.0,163.0,103,2.0,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
326.5,163.25,103,2.25,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
327.0,163.5,103,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E-5,A4,E4,r,r
327.5,163.75,103,2.75,A4,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E-5,A4,E4,r,r
328.0,164.0,103,3.0,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
328.5,164.25,103,3.25,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
329.0,164.5,103,3.5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
329.5,164.75,103,3.75,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
330.0,165.0,104,1.0,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
330.5,165.25,104,1.25,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
331.0,165.5,104,1.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,F#5,A4,E4,r,r
331.5,165.75,104,1.75,E-4,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,F#5,A4,E4,r,r
332.0,166.0,104,2.0,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
332.5,166.25,104,2.25,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
333.0,166.5,104,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,F#5,A4,E4,r,r
333.5,166.75,104,2.75,E-4,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,F#5,A4,E4,r,r
334.0,167.0,104,3.0,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
335.0,167.5,104,3.5,E4,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
337.0,168.5,105,1.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,r,r
338.0,169.0,105,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,r,r
339.0,169.5,105,2.5,r,r,r,r,B4,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,r,r
340.0,170.0,105,3.0,r,r,r,r,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
341.0,170.5,105,3.5,r,r,r,r,B4,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,r,r
342.0,171.0,106,1.0,r,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
342.5,171.25,106,1.25,r,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E2,r
343.0,171.5,106,1.5,r,r,r,r,C#5,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E3,E-2,r
343.5,171.75,106,1.75,r,r,r,r,C#5,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E3,E2,r
344.0,172.0,106,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r
344.5,172.25,106,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,C#3,r
345.0,172.5,106,2.5,r,r,C#5,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E-3,E3,r
345.5,172.75,106,2.75,r,r,C#5,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E3,E3,r
346.0,173.0,106,3.0,r,r,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r
346.5,173.25,106,3.25,r,r,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r
347.0,173.5,106,3.5,r,r,E-5,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,F#4,A4,E4,E3,r
348.0,174.0,107,1.0,r,r,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
349.0,174.5,107,1.5,r,r,B4,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,E3,r
350.0,175.0,107,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,E-3,r
351.0,175.5,107,2.5,r,r,r,r,B4,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,E3,r
352.0,176.0,107,3.0,r,r,r,r,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r
353.0,176.5,107,3.5,r,r,r,r,E5,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,G#4,E3,E3,r
354.0,177.0,108,1.0,r,r,r,r,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
354.5,177.25,108,1.25,r,r,r,r,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E2,r
355.0,177.5,108,1.5,r,r,r,r,C#5,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E3,E-2,r
355.5,177.75,108,1.75,r,r,r,r,C#5,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E3,E2,r
356.0,178.0,108,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r
356.5,178.25,108,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,C#3,r
357.0,178.5,108,2.5,r,r,A5,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E-3,E3,r
357.5,178.75,108,2.75,r,r,A5,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E3,E3,r
358.0,179.0,108,3.0,r,r,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r
358.5,179.25,108,3.25,r,r,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r
359.0,179.5,108,3.5,r,r,F#5,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E4,E3,r
360.0,180.0,109,1.0,r,r,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
361.0,180.5,109,1.5,r,r,E5,r,C#5,B-4,r,r,r,G4,E4,r,r,r,r,r,r,r,r,C#5,G4,E3,E3,r
362.0,181.0,109,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,E-3,r
363.0,181.5,109,2.5,C#6,r,E5,r,C#5,B-4,r,r,r,G4,E4,r,r,r,r,r,r,r,r,C#5,G4,E3,E3,r
364.0,182.0,109,3.0,E-6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
365.0,182.5,109,3.5,E6,r,E5,r,C#5,B-4,r,r,r,G4,E4,r,r,r,r,r,r,r,r,C#5,G4,E3,E3,r
366.0,183.0,110,1.0,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
366.5,183.25,110,1.25,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E2,r
367.0,183.5,110,1.5,B5,r,E5,r,B4,B4,r,r,r,G#4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,E-2,r
367.5,183.75,110,1.75,B5,r,E5,r,B4,B4,r,r,r,G#4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,E2,r
368.0,184.0,110,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#2,r
368.5,184.25,110,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,B2,r
369.0,184.5,110,2.5,B-5,r,E5,r,C#5,B-4,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,E-3,E3,r
