qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
185.5,95.9483,127,1.3333,r,r,C5,r,C5,r,E4,r,E4,C4,E4,C4,G3,C3,C2
185.6667,96.0345,127,1.4444,r,r,C5,r,C5,r,E4,r,E4,C4,C5,E4,G3,C3,C2
185.8333,96.1207,127,1.5556,r,r,C5,r,C5,r,E4,r,E4,C4,C5,E4,G3,C3,C2
186.0,96.2069,127,1.6667,r,r,C5,r,E5,r,G4,r,E4,C4,C5,E4,G3,r,r
186.5,96.4655,128,1.0,r,r,r,r,E5,r,G4,r,E4,C4,C5,E4,C3,C3,C2
186.6667,96.5517,128,1.1111,r,r,r,r,E5,r,G4,r,E4,C4,C5,E4,F3,C3,C2
186.75,96.5948,128,1.1667,r,r,r,r,F5,r,G#4,r,E4,C4,C5,E4,F3,C3,C2
186.8333,96.6379,128,1.2222,r,r,r,r,F5,r,G#4,r,E4,C4,C5,E4,F3,C3,C2
187.0,96.7241,128,1.3333,r,r,r,r,D5,r,F4,r,F4,D4,F4,B3,G#3,C3,C2
187.1667,96.8104,128,1.4444,r,r,r,r,D5,r,F4,r,F4,D4,D5,F4,G#3,C3,C2
187.25,96.8534,128,1.5,r,r,r,r,C5,r,E4,r,F4,D4,D5,F4,G#3,C3,C2
187.3333,96.8965,128,1.5556,r,r,r,r,C5,r,E4,r,F4,D4,D5,F4,G#3,C3,C2
187.5,96.9828,128,1.6667,r,r,r,r,B4,r,D4,r,F4,D4,D5,F4,G#3,r,r
188.0,97.2414,129,1.0,r,r,r,r,D5,r,F4,r,F4,D4,D5,F4,C3,C3,C2
188.1667,97.3276,129,1.1111,r,r,r,r,D5,r,F4,r,F4,D4,D5,F4,G3,C3,C2
188.3333,97.4138,129,1.2222,r,r,r,r,D5,r,F4,r,F4,D4,D5,F4,G3,C3,C2
188.5,97.5,129,1.3333,r,r,r,r,C5,r,E4,r,E4,C4,E4,C4,G3,C3,C2
188.6667,97.5862,129,1.4444,r,r,r,r,C5,r,E4,r,E4,C4,C5,E4,G3,C3,C2
188.8333,97.6724,129,1.5556,r,r,r,r,C5,r,E4,r,E4,C4,C5,E4,G3,C3,C2
189.0,97.7586,129,1.6667,r,r,r,r,G5,r,C4,r,E4,C4,C5,E4,G3,E3,E2
189.5,98.0172,130,1.0,r,r,r,r,G5,r,C4,r,E4,C4,C5,E4,F3,F3,F2
189.6667,98.1035,130,1.1111,r,r,r,r,G5,r,C4,r,E4,C4,C5,E4,A3,F3,F2
189.75,98.1466,130,1.1667,r,r,r,r,A5,r,A3,r,E4,C4,C5,E4,A3,F3,F2
189.8333,98.1896,130,1.2222,r,r,r,r,A5,r,A3,r,E4,C4,C5,E4,A3,F3,F2
190.0,98.2759,130,1.3333,r,r,r,r,F5,r,D4,r,r,r,A4,A4,A3,F3,F2
190.25,98.4052,130,1.5,r,r,r,r,E5,r,C4,r,r,r,A4,A4,A3,F3,F2
190.5,98.5345,130,1.6667,r,r,r,r,D5,r,F4,r,r,r,D5,A4,A3,B2,B1
191.0,98.7931,131,1.0,r,r,r,r,D5,r,F4,r,r,r,B4,G4,E3,E3,E2
191.1667,98.8793,131,1.1111,r,r,r,r,D5,r,F4,r,r,r,B4,G4,G3,E3,E2
191.25,98.9224,131,1.1667,r,r,r,r,G5,r,G3,r,r,r,B4,G4,G3,E3,E2
191.3333,98.9655,131,1.2222,r,r,r,r,G5,r,G3,r,r,r,B4,G4,G3,E3,E2
191.5,99.0517,131,1.3333,r,r,r,r,E5,r,C4,r,r,r,B4,G4,G3,E3,E2
191.75,99.181,131,1.5,r,r,r,r,D5,r,B3,r,r,r,B4,G4,G3,E3,E2
192.0,99.3103,131,1.6667,r,r,r,r,C5,r,E4,r,r,r,C5,G4,G3,A2,A1
192.5,99.569,132,1.0,r,r,r,r,C5,r,E4,D3,r,r,A4,F4,D3,D3,D2
192.6667,99.6552,132,1.1111,r,r,r,r,C5,r,E4,D3,r,r,A4,F4,F3,D3,D2
192.75,99.6983,132,1.1667,r,r,r,r,F5,r,D4,F3,r,r,A4,F4,F3,D3,D2
192.8333,99.7414,132,1.2222,r,r,r,r,F5,r,D4,F3,r,r,A4,F4,F3,D3,D2
193.0,99.8276,132,1.3333,r,r,r,r,D5,F4,D4,B3,r,r,A4,F4,F3,D3,D2
193.25,99.9569,132,1.5,r,r,r,r,C5,F4,C4,A3,r,r,A4,D4,F3,D3,D2
193.5,100.0862,132,1.6667,r,r,r,r,B4,G#4,B3,A3,r,r,A4,E-4,B3,F3,F2
194.0,100.3448,133,1.0,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,r,r,E3,E3,E2
194.1667,100.4311,133,1.1111,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,r,r,B3,E3,E2
194.25,100.4741,133,1.1667,G#4,E4,r,r,C5,A4,C4,A3,B3,E3,r,r,B3,E3,E2
194.3333,100.5172,133,1.2222,G#4,E4,r,r,C5,A4,C4,A3,B3,E3,r,r,B3,E3,E2
194.5,100.6034,133,1.3333,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,G#4,E4,B3,E3,E2
194.6667,100.6897,133,1.4444,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,E4,G#4,B3,E3,E2
194.75,100.7328,133,1.5,G#4,E4,r,r,C5,A4,C4,A3,B3,E3,E4,G#4,B3,E3,E2
194.8333,100.7758,133,1.5556,G#4,E4,r,r,C5,A4,C4,A3,B3,E3,E4,G#4,B3,E3,E2
195.0,100.8621,133,1.6667,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,E4,G#4,B3,B2,B1
195.5,101.1207,134,1.0,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,E4,G#4,E3,E3,E2
195.6667,101.2069,134,1.1111,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,E4,G#4,B3,E3,E2
195.75,101.25,134,1.1667,G#4,E4,r,r,A4,F#4,A3,F#3,B3,E3,E4,G#4,B3,E3,E2
195.8333,101.2931,134,1.2222,G#4,E4,r,r,A4,F#4,A3,F#3,B3,E3,E4,G#4,B3,E3,E2
196.0,101.3793,134,1.3333,G#4,E4,r,r,G#4,E4,G#3,E3,B3,E3,G#4,E4,B3,E3,E2
196.1667,101.4655,134,1.4444,G#4,E4,r,r,G#4,E4,G#3,E3,B3,E3,E4,G#4,B3,E3,E2
196.25,101.5086,134,1.5,G#4,E4,r,r,A4,F#4,A3,F#3,B3,E3,E4,G#4,B3,E3,E2
196.3333,101.5517,134,1.5556,G#4,E4,r,r,A4,F#4,A3,F#3,B3,E3,E4,G#4,B3,E3,E2
196.5,101.6379,134,1.6667,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,E4,G#4,B3,B2,B1
197.0,101.8966,135,1.0,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,E4,G#4,E3,E3,E2
197.1667,101.9828,135,1.1111,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,E4,G#4,B3,E3,E2
197.25,102.0259,135,1.1667,G#4,E4,r,r,C5,A4,C4,A3,B3,E3,E4,G#4,B3,E3,E2
197.3333,102.0689,135,1.2222,G#4,E4,r,r,C5,A4,C4,A3,B3,E3,E4,G#4,B3,E3,E2
197.5,102.1552,135,1.3333,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,G#4,E4,B3,E3,E2
197.6667,102.2414,135,1.4444,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,E4,G#4,B3,E3,E2
197.75,102.2845,135,1.5,G#4,E4,r,r,E5,E4,E4,E3,B3,E3,E4,G#4,B3,E3,E2
197.8333,102.3276,135,1.5556,G#4,E4,r,r,E5,E4,E4,E3,B3,E3,E4,G#4,B3,E3,E2
198.0,102.4138,135,1.6667,F#4,E-4,r,r,C5,A4,C4,A3,C4,A3,A4,E-4,F#3,A2,A1
198.5,102.6724,136,1.0,F#4,E-4,r,r,C5,A4,C4,A3,C4,A3,A4,E-4,F#3,E3,E2
198.75,102.8017,136,1.1667,F#4,E-4,r,r,A4,F#4,A3,F#3,C4,A3,A4,E-4,F#3,E3,E2
199.0,102.931,136,1.3333,F#4,E-4,r,r,G#4,E4,G#3,E3,C4,A3,A4,E-4,C4,E3,E2
199.25,103.0603,136,1.5,F#4,E-4,r,r,A4,F#4,A3,F#3,C4,A3,A4,E-4,C4,E3,E2
199.5,103.1897,136,1.6667,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,G#4,E4,B3,B2,B1
200.0,103.4483,137,1.0,G#4,E4,r,r,B4,G#4,B3,G#3,B3,E3,G#4,E4,B3,E3,E2
200.25,103.5776,137,1.1667,G#4,E4,r,r,C5,A4,C4,A3,B3,E3,G#4,E4,B3,E3,E2
200.5,103.7069,137,1.3333,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,E3,E2
200.75,103.8362,137,1.5,r,r,r,r,C5,A4,C4,A3,r,r,r,r,r,E3,E2
201.0,103.9655,137,1.6667,r,r,r,r,D5,B4,D4,B3,r,r,r,r,r,r,r
201.25,104.0948,137,1.8333,r,r,r,r,E5,C5,E4,C4,r,r,r,r,r,r,r
201.5,104.2241,138,1.0,r,r,r,r,F5,D5,F4,D4,r,r,r,r,r,r,r
201.75,104.3534,138,1.1667,r,r,r,r,E5,C5,E4,C4,r,r,r,r,r,r,r
202.0,104.4828,138,1.3333,r,r,r,r,E-5,B4,E-4,B3,r,r,r,r,r,r,r
202.25,104.6121,138,1.5,r,r,r,r,D5,G#4,D4,G#3,r,r,r,r,r,r,r
202.5,104.7414,138,1.6667,r,r,r,r,C5,A4,C4,A3,r,r,r,r,r,r,r
202.75,104.8707,138,1.8333,r,r,r,r,D5,B4,D4,B3,r,r,r,r,r,r,r
203.0,105.0,139,1.0,r,r,r,r,E-5,C5,E-4,C4,r,r,r,r,r,F#2,r
203.1667,105.0862,139,1.1111,r,r,r,r,E-5,C5,E-4,C4,r,r,r,r,r,A2,r
203.25,105.1293,139,1.1667,r,r,r,r,C5,A4,C4,A3,r,r,r,r,r,A2,r
203.3333,105.1724,139,1.2222,r,r,r,r,C5,A4,C4,A3,r,r,r,r,r,A2,r
203.5,105.2586,139,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,r
203.6667,105.3448,139,1.4444,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r
203.8333,105.431,139,1.5556,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r
204.0,105.5172,139,1.6667,r,r,r,r,A4,r,r,r,C4,r,r,r,r,C4,r
204.1667,105.6035,139,1.7778,r,r,r,r,A4,r,r,r,C4,r,r,r,r,A3,r
204.25,105.6466,139,1.8333,r,r,r,r,B4,r,r,r,D4,r,r,r,r,A3,r
204.3333,105.6896,139,1.8889,r,r,r,r,B4,r,r,r,D4,r,r,r,r,A3,r
204.5,105.7759,140,1.0,r,r,r,r,C5,r,r,r,E-4,r,r,r,F#3,F#3,r
204.6667,105.8621,140,1.1111,r,r,r,r,C5,r,r,r,E-4,r,r,r,A3,F#3,r
204.75,105.9052,140,1.1667,r,r,r,r,A4,r,r,r,C4,r,r,r,A3,F#3,r
204.8333,105.9483,140,1.2222,r,r,r,r,A4,r,r,r,C4,r,r,r,A3,F#3,r
205.0,106.0345,140,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r
205.1667,106.1207,140,1.4444,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r
205.3333,106.2069,140,1.5556,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r
205.5,106.2931,140,1.6667,r,r,r,r,r,r,A3,r,C4,r,r,r,C5,r,r
205.6667,106.3793,140,1.7778,r,r,r,r,r,r,A3,r,C4,r,r,r,A4,r,r
205.75,106.4224,140,1.8333,r,r,r,r,r,r,B3,r,D4,r,r,r,A4,r,r
205.8333,106.4655,140,1.8889,r,r,r,r,r,r,B3,r,D4,r,r,r,A4,r,r
206.0,106.5517,141,1.0,F#4,r,r,r,r,r,C4,r,E-4,r,r,r,F#4,r,r
206.1667,106.6379,141,1.1111,A4,r,r,r,r,r,C4,r,E-4,r,r,r,F#4,r,r
206.25,106.681,141,1.1667,A4,r,r,r,r,r,A3,r,C4,r,r,r,F#4,r,r
206.3333,106.7241,141,1.2222,A4,r,r,r,r,r,A3,r,C4,r,r,r,F#4,r,r
206.5,106.8103,141,1.3333,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r
206.6667,106.8966,141,1.4444,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r
206.75,106.9397,141,1.5,F#5,r,r,r,r,r,C4,r,E-4,r,r,r,r,r,r
206.8333,106.9827,141,1.5556,F#5,r,r,r,r,r,C4,r,E-4,r,r,r,r,r,r
207.0,107.069,141,1.6667,C6,r,r,r,r,r,A3,r,C4,r,C6,r,r,C4,r
207.25,107.1983,141,1.8333,C6,r,r,r,r,r,G#3,r,C4,r,C6,r,r,C4,r
207.375,107.2629,141,1.9167,C6,r,r,r,r,r,G#3,r,C4,r,D6,r,r,D4,r
207.5,107.3276,142,1.0,r,r,r,r,G3,E-3,G3,C3,r,r,E-6,r,r,E-4,C2
207.6667,107.4138,142,1.1111,r,r,r,r,C4,G3,G3,C3,r,r,E-6,r,r,E-4,C2
207.75,107.4569,142,1.1667,r,r,r,r,C4,G3,F3,C3,G4,E-4,E-6,r,r,E-4,C2
207.8333,107.5,142,1.2222,r,r,r,r,C4,G3,F3,C3,G4,E-4,E-6,r,r,E-4,C2
208.0,107.5862,142,1.3333,r,r,r,r,G4,E-4,E-3,C3,G4,E-4,E-6,G4,E-4,E-4,C2
208.1667,107.6724,142,1.4444,r,r,r,r,G4,E-4,E-3,C3,G4,E-4,E-6,E-4,G3,E-4,C2
208.25,107.7155,142,1.5,r,r,r,r,G4,E-4,D3,C3,G4,E-4,E-6,E-4,G3,E-4,C2
208.3333,107.7586,142,1.5556,r,r,r,r,G4,E-4,D3,C3,G4,E-4,E-6,E-4,G3,E-4,C2
208.5,107.8448,142,1.6667,r,r,r,r,r,r,C3,r,G4,E-4,E-6,E-5,G4,E-4,r
208.6667,107.9311,142,1.7778,r,r,r,r,r,r,C3,r,G4,E-4,E-6,G4,E-4,E-4,r
208.75,107.9741,142,1.8333,E-6,r,E-5,r,r,r,B-2,r,G4,E-4,E-6,G4,E-4,E-4,r
208.8333,108.0172,142,1.8889,E-6,r,E-5,r,r,r,B-2,r,G4,E-4,E-6,G4,E-4,E-4,r
209.0,108.1034,143,1.0,E-6,r,E-5,r,G#3,F3,G#2,F2,G#4,D4,G6,G#5,C5,G4,F1
209.1667,108.1897,143,1.1111,E-6,r,E-5,r,C4,G#3,G#2,F2,G#4,D4,G6,C5,G#4,G4,F1
209.25,108.2328,143,1.1667,D6,r,D5,r,C4,G#3,G#2,F2,G#4,D4,G6,C5,G#4,G4,F1
209.3333,108.2758,143,1.2222,D6,r,D5,r,C4,G#3,G#2,F2,G#4,D4,G6,C5,G#4,G4,F1
209.375,108.2974,143,1.25,D6,r,D5,r,r,r,G#2,F2,G#4,D4,F6,r,r,F4,F1
209.5,108.3621,143,1.3333,C6,r,C5,r,G#4,F4,G#2,F2,r,r,D6,C5,G#4,D4,F1
209.75,108.4914,143,1.5,G#5,r,G#4,r,G#4,F4,G#2,F2,r,r,D6,C5,G#4,D4,F1
210.0,108.6207,143,1.6667,F5,r,F4,r,r,r,r,r,r,r,C6,r,r,C4,r
210.25,108.75,143,1.8333,D5,r,D4,r,r,r,r,r,r,r,C6,r,r,C4,r
210.375,108.8147,143,1.9167,D5,r,D4,r,r,r,r,r,r,r,D6,r,r,D4,r
210.5,108.8793,144,1.0,r,r,r,r,G3,E-3,E-4,C3,r,r,E-6,r,r,E-4,C2
210.6667,108.9655,144,1.1111,r,r,r,r,C4,G3,E-4,C3,r,r,E-6,r,r,E-4,C2
210.75,109.0086,144,1.1667,r,r,r,r,C4,G3,D4,C3,G4,E-4,E-6,r,r,E-4,C2
210.8333,109.0517,144,1.2222,r,r,r,r,C4,G3,D4,C3,G4,E-4,E-6,r,r,E-4,C2
211.0,109.1379,144,1.3333,r,r,r,r,G4,E-4,C4,C3,G4,E-4,E-6,G4,E-4,E-4,C2
211.1667,109.2242,144,1.4444,r,r,r,r,G4,E-4,C4,C3,G4,E-4,E-6,E-4,G3,E-4,C2
211.25,109.2672,144,1.5,r,r,r,r,G4,E-4,G3,C3,E-4,C4,E-6,E-4,G3,E-4,C2
211.3333,109.3103,144,1.5556,r,r,r,r,G4,E-4,G3,C3,E-4,C4,E-6,E-4,G3,E-4,C2
211.5,109.3966,144,1.6667,r,r,r,r,r,r,E-3,r,E-4,C4,E-6,E-5,G4,E-4,r
211.6667,109.4828,144,1.7778,r,r,r,r,r,r,E-3,r,E-4,C4,E-6,G4,E-4,E-4,r
211.75,109.5259,144,1.8333,E-6,r,E-5,E-5,r,r,C3,r,C5,D4,E-6,G4,E-4,E-4,r
211.8333,109.5689,144,1.8889,E-6,r,E-5,E-5,r,r,C3,r,C5,D4,E-6,G4,E-4,E-4,r
212.0,109.6552,145,1.0,E-6,r,E-5,E-5,G#3,F3,F3,F2,C5,D4,B-6,C6,D5,B-4,F1
212.1667,109.7414,145,1.1111,E-6,r,E-5,E-5,D4,G#3,F3,F2,C5,D4,B-6,D5,C5,B-4,F1
212.25,109.7845,145,1.1667,D6,r,D5,D5,D4,G#3,F3,F2,C5,D4,B-6,D5,C5,B-4,F1
212.3333,109.8276,145,1.2222,D6,r,D5,D5,D4,G#3,F3,F2,C5,D4,B-6,D5,C5,B-4,F1
212.375,109.8491,145,1.25,D6,r,D5,D5,r,r,F3,F2,C5,D4,G#6,r,r,G#4,F1
212.5,109.9138,145,1.3333,F6,r,F5,F5,G#4,F4,F3,F2,r,r,D6,D5,C5,D4,F1
212.75,110.0431,145,1.5,D6,r,D5,D5,G#4,F4,F3,F2,r,r,D6,D5,C5,D4,F1
213.0,110.1724,145,1.6667,G#5,r,G#4,G#4,r,r,r,r,r,r,D6,r,r,D4,r
213.25,110.3017,145,1.8333,F5,r,F4,F4,r,r,r,r,r,r,D6,r,r,D4,r
213.375,110.3664,145,1.9167,F5,r,F4,F4,r,r,r,r,r,r,E-6,r,r,E-4,r
213.5,110.431,146,1.0,r,r,r,r,G#3,F3,r,B2,G#4,F4,F6,r,r,F4,B1
213.6667,110.5173,146,1.1111,r,r,r,r,D4,G#3,r,B2,G#4,F4,F6,r,r,F4,B1
213.8333,110.6034,146,1.2222,r,r,r,r,D4,G#3,r,B2,G#4,F4,F6,r,r,F4,B1
213.875,110.625,146,1.25,r,r,r,r,r,r,r,B2,G4,E-4,F6,r,r,F4,B1
214.0,110.6897,146,1.3333,r,r,r,r,G#4,F4,r,B2,F4,D4,F6,G#4,F4,F4,B1
214.1667,110.7759,146,1.4444,r,r,r,r,G#4,F4,r,B2,F4,D4,F6,F4,D4,F4,B1
214.25,110.819,146,1.5,D6,r,D5,r,G#4,F4,F3,B2,F4,D4,F6,F4,D4,F4,B1
214.3333,110.8621,146,1.5556,D6,r,D5,r,G#4,F4,F3,B2,F4,D4,F6,F4,D4,F4,B1
214.5,110.9483,146,1.6667,D6,r,D5,r,r,r,F3,r,F4,D4,G#6,D5,G#4,G#4,r
214.6667,111.0345,146,1.7778,D6,r,D5,r,r,r,F3,r,F4,D4,G#6,G#4,F4,G#4,r
214.75,111.0776,146,1.8333,G#5,r,G#4,r,r,r,D4,r,F4,D4,G#6,G#4,F4,G#4,r
214.8333,111.1207,146,1.8889,G#5,r,G#4,r,r,r,D4,r,F4,D4,G#6,G#4,F4,G#4,r
214.875,111.1422,146,1.9167,G#5,r,G#4,r,r,r,D4,r,F4,D4,G6,r,r,G4,r
215.0,111.2069,147,1.0,r,r,r,r,G3,E-3,r,C3,G4,E-4,E-6,r,r,E-4,C2
215.1667,111.2931,147,1.1111,r,r,r,r,C4,G3,r,C3,G4,E-4,E-6,r,r,E-4,C2
215.3333,111.3793,147,1.2222,r,r,r,r,C4,G3,r,C3,G4,E-4,E-6,r,r,E-4,C2
215.375,111.4009,147,1.25,r,r,r,r,r,r,r,C3,F4,D4,E-6,r,r,E-4,C2
215.5,111.4655,147,1.3333,r,r,r,r,G4,E-4,r,C3,E-4,C4,E-6,G4,E-4,E-4,C2
215.6667,111.5517,147,1.4444,r,r,r,r,G4,E-4,r,C3,E-4,C4,E-6,E-4,C4,E-4,C2
215.75,111.5948,147,1.5,C6,C6,C5,C5,G4,E-4,E-3,C3,E-4,C4,E-6,E-4,C4,E-4,C2
215.8333,111.6379,147,1.5556,C6,C6,C5,C5,G4,E-4,E-3,C3,E-4,C4,E-6,E-4,C4,E-4,C2
216.0,111.7241,147,1.6667,C6,C6,C5,C5,r,r,E-3,r,E-4,C4,G6,C5,G4,G4,r
216.1667,111.8104,147,1.7778,C6,C6,C5,C5,r,r,E-3,r,E-4,C4,G6,G4,D4,G4,r
216.25,111.8534,147,1.8333,G5,G5,G4,G4,r,r,C4,r,E-4,C4,G6,G4,D4,G4,r
216.3333,111.8965,147,1.8889,G5,G5,G4,G4,r,r,C4,r,E-4,C4,G6,G4,D4,G4,r
216.375,111.9181,147,1.9167,G5,G5,G4,G4,r,r,C4,r,E-4,C4,F6,r,r,F4,r
216.5,111.9828,148,1.0,r,r,r,r,r,r,r,G#2,F4,C4,C6,r,r,C4,G#1
217.0,112.2414,148,1.3333,C6,C6,C5,C5,C4,G#3,F3,G#2,F4,C4,C6,C5,F4,C4,G#1
217.1667,112.3276,148,1.4444,C6,C6,C5,C5,G#3,F3,F3,G#2,F4,C4,C6,F4,C4,C4,G#1
217.25,112.3707,148,1.5,C6,C6,C5,C5,G#3,F3,F3,G#2,F4,C4,D6,F4,C4,D4,G#1
217.3333,112.4138,148,1.5556,C6,C6,C5,C5,G#3,F3,F3,G#2,F4,C4,D6,F4,C4,D4,G#1
217.375,112.4353,148,1.5833,C6,C6,C5,C5,r,r,F3,G#2,F4,C4,C6,r,r,C4,G#1
217.5,112.5,148,1.6667,F#5,F#5,F#4,F#4,F#4,C4,F#3,r,F#4,C3,B5,F#4,C4,B3,r
217.6667,112.5862,148,1.7778,F#5,F#5,F#4,F#4,F#4,C4,F#3,r,F#4,C3,B5,C5,F#4,B3,r
217.75,112.6293,148,1.8333,F#5,F#5,F#4,F#4,F#4,C4,F#3,r,F#4,C3,C6,C5,F#4,C4,r
217.8333,112.6724,148,1.8889,F#5,F#5,F#4,F#4,F#4,C4,F#3,r,F#4,C3,C6,C5,F#4,C4,r
218.0,112.7586,149,1.0,G5,G5,G4,G4,G4,B3,G3,G2,G4,G3,D6,B4,G4,D4,G1
218.1667,112.8448,149,1.1111,G5,G5,G4,G4,G4,B3,G3,G2,G4,G3,D6,G4,D4,D4,G1
218.3333,112.931,149,1.2222,G5,G5,G4,G4,G4,B3,G3,G2,G4,G3,D6,G4,D4,D4,G1
218.5,113.0172,149,1.3333,G5,G5,G4,G4,G4,C4,G3,C3,G4,G3,E-6,C5,G4,E-4,C2
218.6667,113.1035,149,1.4444,G5,G5,G4,G4,G4,C4,G3,C3,G4,G3,E-6,G4,E-4,E-4,C2
218.8333,113.1896,149,1.5556,G5,G5,G4,G4,G4,C4,G3,C3,G4,G3,E-6,G4,E-4,E-4,C2
219.0,113.2759,149,1.6667,r,r,r,r,r,r,r,B-2,r,r,E6,C5,G4,E4,B-2
219.1667,113.3621,149,1.7778,r,r,r,r,r,r,r,B-2,r,r,E6,G4,E4,E4,B-2
219.3333,113.4483,149,1.8889,r,r,r,r,r,r,r,B-2,r,r,E6,G4,E4,E4,B-2
219.5,113.5345,150,1.0,r,r,r,r,r,r,r,G#2,r,r,F6,C5,F4,F4,G#2
219.6667,113.6207,150,1.1111,r,r,r,r,r,r,r,G#2,r,r,F6,F4,C4,F4,G#2
219.75,113.6638,150,1.1667,F6,F5,r,r,F5,F4,F3,G#2,F4,r,F6,F4,C4,F4,G#2
219.8333,113.7069,150,1.2222,F6,F5,r,r,F5,F4,F3,G#2,F4,r,F6,F4,C4,F4,G#2
220.0,113.7931,150,1.3333,F6,F5,r,r,F5,F4,F3,F2,F4,r,B-6,r,r,B-4,F2
220.1667,113.8793,150,1.4444,F6,F5,r,r,F5,F4,F3,F2,F4,r,B-6,D5,B-4,B-4,F2
220.25,113.9224,150,1.5,D6,B-5,r,r,D5,B-4,B-3,F2,D4,r,B-6,D5,B-4,B-4,F2
220.3333,113.9655,150,1.5556,D6,B-5,r,r,D5,B-4,B-3,F2,D4,r,B-6,D5,B-4,B-4,F2
220.5,114.0517,150,1.6667,D6,B-5,r,r,D5,B-4,B-3,G#2,D4,r,B-6,r,r,B-4,G#2
220.6667,114.1379,150,1.7778,D6,B-5,r,r,D5,B-4,B-3,G#2,D4,r,B-6,C5,F4,B-4,G#2
220.75,114.181,150,1.8333,C6,G#5,r,r,C5,G#4,G#3,G#2,C4,r,G#6,C5,F4,G#4,G#2
220.8333,114.2241,150,1.8889,C6,G#5,r,r,C5,G#4,G#3,G#2,C4,r,G#6,C5,F4,G#4,G#2
221.0,114.3103,151,1.0,r,r,r,r,r,r,r,B-2,r,r,D6,B-4,D4,D4,B-2
221.1667,114.3966,151,1.1111,r,r,r,r,r,r,r,B-2,r,r,D6,D4,F4,D4,B-2
221.25,114.4397,151,1.1667,D6,D5,r,r,D5,D4,D3,B-2,D4,r,D6,D4,F4,D4,B-2
221.3333,114.4827,151,1.2222,D6,D5,r,r,D5,D4,D3,B-2,D4,r,D6,D4,F4,D4,B-2
221.5,114.569,151,1.3333,D6,D5,r,r,D5,D4,D3,E-2,D4,r,G6,r,r,G4,E-2
221.6667,114.6552,151,1.4444,D6,D5,r,r,D5,D4,D3,E-2,D4,r,G6,B-4,G4,G4,E-2
221.75,114.6983,151,1.5,B-5,G5,r,r,B-4,G4,B-3,E-2,G4,r,G6,B-4,G4,G4,E-2
221.8333,114.7414,151,1.5556,B-5,G5,r,r,B-4,G4,B-3,E-2,G4,r,G6,B-4,G4,G4,E-2
222.0,114.8276,151,1.6667,B-5,G5,r,r,B-4,G4,B-3,F2,G4,r,G6,r,r,G4,F2
222.1667,114.9138,151,1.7778,B-5,G5,r,r,B-4,G4,B-3,F2,G4,r,G6,G#4,D4,G4,F2
222.25,114.9569,151,1.8333,G#5,F5,r,r,G#4,F4,G#3,F2,F4,r,F6,G#4,D4,F4,F2
222.3333,115.0,151,1.8889,G#5,F5,r,r,G#4,F4,G#3,F2,F4,r,F6,G#4,D4,F4,F2
222.5,115.0862,152,1.0,F#5,E-5,r,r,F#4,E-4,F#3,G#2,E-4,C4,C6,r,r,C4,G#2
222.6,115.1379,152,1.0667,F#5,E-5,r,r,F#4,E-4,F#3,G#2,E-4,C4,D6,r,r,D4,G#2
222.7,115.1897,152,1.1333,F#5,E-5,r,r,F#4,E-4,F#3,G#2,E-4,C4,C6,r,r,C4,G#2
222.75,115.2155,152,1.1667,F#5,E-5,r,r,F#4,E-4,F#3,G#2,E-4,C4,C6,C5,E-4,C4,G#2
222.8,115.2414,152,1.2,F#5,E-5,r,r,F#4,E-4,F#3,G#2,E-4,C4,B5,C5,E-4,B3,G#2
222.9,115.2931,152,1.2667,F#5,E-5,r,r,F#4,E-4,F#3,G#2,E-4,C4,C6,C5,E-4,C4,G#2
223.0,115.3448,152,1.3333,G5,E-5,r,r,G4,E-4,G3,G#2,E-4,C4,E-6,E-4,C4,E-4,G2
223.5,115.6034,152,1.6667,G5,D5,r,r,G4,D4,r,G#2,D4,G3,D6,F4,D4,D4,G1
